Stunden,Neutor (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
8/1/2016 20:00,503,251,252,17,4,Nebel
8/1/2016 21:00,356,127,229,15,2,Nebel
8/1/2016 22:00,234,66,168,13,2,Nebel
8/1/2016 23:00,167,60,107,14,4,Nebel
8/2/2016 0:00,172,49,123,14,2,Nebel
8/2/2016 1:00,62,14,48,14,0,Regen
8/2/2016 2:00,28,5,23,14,7,Regen
8/2/2016 3:00,20,1,19,15,7,Regen
8/2/2016 4:00,11,8,3,15,9,Regen
8/2/2016 5:00,41,28,13,14,6,Regen
8/2/2016 6:00,99,74,25,14,7,Regen
8/2/2016 7:00,254,166,88,14,4,Regen
8/2/2016 8:00,500,332,168,14,6,Regen
8/2/2016 9:00,484,295,189,15,7,wolkig
8/2/2016 10:00,442,277,165,15,6,Regen
8/2/2016 11:00,424,256,168,16,9,wolkig
8/2/2016 12:00,476,270,206,17,11,wolkig
8/2/2016 13:00,470,245,225,18,9,wolkig
8/2/2016 14:00,529,280,249,17,9,wolkig
8/2/2016 15:00,552,265,287,18,11,Regen
8/2/2016 16:00,631,270,361,17,15,wolkig
8/2/2016 17:00,686,307,379,18,9,wolkig
8/2/2016 18:00,674,298,376,18,13,wolkig
8/2/2016 19:00,512,225,287,17,9,Regen
8/2/2016 20:00,369,150,219,17,7,Regen
8/2/2016 21:00,253,90,163,17,9,Regen
8/2/2016 22:00,204,59,145,17,11,Regen
8/2/2016 23:00,195,71,124,18,11,wolkig
8/3/2016 0:00,93,25,68,18,13,Regen
8/3/2016 1:00,64,25,39,18,13,wolkig
8/3/2016 2:00,22,9,13,18,11,Regen
8/3/2016 3:00,17,10,7,18,13,Regen
8/3/2016 4:00,10,8,2,18,13,wolkig
8/3/2016 5:00,49,28,21,18,15,wolkig
8/3/2016 6:00,90,68,22,18,15,Regen
8/3/2016 7:00,258,172,86,18,15,Regen
8/3/2016 8:00,553,361,192,18,19,Regen
8/3/2016 9:00,419,271,148,19,19,Regen
8/3/2016 10:00,394,254,140,19,19,Regen
8/3/2016 11:00,379,222,157,19,17,Regen
8/3/2016 12:00,477,257,220,19,22,Regen
8/3/2016 13:00,448,218,230,19,20,Regen
8/3/2016 14:00,428,202,226,19,22,Regen
8/3/2016 15:00,417,179,238,19,19,Regen
8/3/2016 16:00,495,231,264,19,20,wolkig
8/3/2016 17:00,562,259,303,19,19,wolkig
8/3/2016 18:00,547,227,320,19,13,Regen
8/3/2016 19:00,491,244,247,19,15,Regen
8/3/2016 20:00,415,209,206,19,15,Regen
8/3/2016 21:00,263,129,134,19,15,Regen
8/3/2016 22:00,248,108,140,19,17,Regen
8/3/2016 23:00,176,96,80,15,19,Regen
8/4/2016 0:00,200,89,111,16,6,Klarer Himmel
8/4/2016 1:00,121,42,79,17,15,teilweise bewölkt
8/4/2016 2:00,67,12,55,17,17,teilweise bewölkt
8/4/2016 3:00,57,7,50,17,19,teilweise bewölkt
8/4/2016 4:00,56,14,42,16,11,teilweise bewölkt
8/4/2016 5:00,63,33,30,16,17,wolkig
8/4/2016 6:00,143,101,42,16,19,wolkig
8/4/2016 7:00,377,247,130,16,19,wolkig
8/4/2016 8:00,609,349,260,16,20,wolkig
8/4/2016 9:00,491,334,157,17,19,wolkig
8/4/2016 10:00,442,285,157,18,20,wolkig
8/4/2016 11:00,451,281,170,19,24,wolkig
8/4/2016 12:00,532,293,239,19,22,wolkig
8/4/2016 13:00,553,288,265,20,19,wolkig
8/4/2016 14:00,637,300,337,19,19,wolkig
8/4/2016 15:00,639,331,308,19,22,wolkig
8/4/2016 16:00,776,370,406,19,19,wolkig
8/4/2016 17:00,823,377,446,20,19,wolkig
8/4/2016 18:00,750,323,427,20,17,wolkig
8/4/2016 19:00,653,319,334,19,13,wolkig
8/4/2016 20:00,521,255,266,18,7,wolkig
8/4/2016 21:00,322,117,205,18,15,Regen
8/4/2016 22:00,289,82,207,17,11,wolkig
8/4/2016 23:00,236,79,157,16,7,Klarer Himmel
8/5/2016 0:00,173,45,128,15,6,Klarer Himmel
8/5/2016 1:00,97,26,71,14,4,Klarer Himmel
8/5/2016 2:00,34,3,31,14,6,Klarer Himmel
8/5/2016 3:00,33,10,23,14,6,Klarer Himmel
8/5/2016 4:00,26,9,17,14,7,Klarer Himmel
8/5/2016 5:00,49,27,22,13,7,Nebel
8/5/2016 6:00,137,101,36,14,9,wolkig
8/5/2016 7:00,327,202,125,15,11,wolkig
8/5/2016 8:00,567,357,210,15,13,wolkig
8/5/2016 9:00,509,322,187,16,11,wolkig
8/5/2016 10:00,434,268,166,17,13,wolkig
8/5/2016 11:00,429,242,187,19,15,wolkig
8/5/2016 12:00,542,300,242,20,22,teilweise bewölkt
8/5/2016 13:00,585,288,297,22,20,teilweise bewölkt
8/5/2016 14:00,631,324,307,20,32,Regen
8/5/2016 15:00,562,283,279,19,13,Regen
8/5/2016 16:00,639,325,314,21,13,teilweise bewölkt
8/5/2016 17:00,608,297,311,22,22,teilweise bewölkt
8/5/2016 18:00,630,289,341,21,13,teilweise bewölkt
8/5/2016 19:00,590,307,283,20,15,wolkig
8/5/2016 20:00,500,249,251,19,11,wolkig
8/5/2016 21:00,324,164,160,17,11,Klarer Himmel
8/5/2016 22:00,286,124,162,16,11,Klarer Himmel
8/5/2016 23:00,252,104,148,15,7,Klarer Himmel
8/6/2016 0:00,248,85,163,15,6,Klarer Himmel
8/6/2016 1:00,168,55,113,14,4,Klarer Himmel
8/6/2016 2:00,150,44,106,13,7,teilweise bewölkt
8/6/2016 3:00,124,33,91,14,6,teilweise bewölkt
8/6/2016 4:00,63,7,56,13,7,teilweise bewölkt
8/6/2016 5:00,67,26,41,14,7,Klarer Himmel
8/6/2016 6:00,65,35,30,14,6,Klarer Himmel
8/6/2016 7:00,80,51,29,15,7,wolkig
8/6/2016 8:00,187,133,54,16,9,Klarer Himmel
8/6/2016 9:00,294,226,68,18,15,wolkig
8/6/2016 10:00,462,341,121,18,19,wolkig
8/6/2016 11:00,497,334,163,18,17,Regen
8/6/2016 12:00,534,318,216,18,13,wolkig
8/6/2016 13:00,508,269,239,18,15,Regen
8/6/2016 14:00,385,141,244,19,11,teilweise bewölkt
8/6/2016 15:00,483,230,253,20,20,teilweise bewölkt
8/6/2016 16:00,399,200,199,20,20,teilweise bewölkt
8/6/2016 17:00,443,224,219,20,15,wolkig
8/6/2016 18:00,498,236,262,21,15,teilweise bewölkt
8/6/2016 19:00,474,249,225,21,11,teilweise bewölkt
8/6/2016 20:00,488,280,208,19,11,teilweise bewölkt
8/6/2016 21:00,324,160,164,17,11,teilweise bewölkt
8/6/2016 22:00,257,125,132,14,6,Klarer Himmel
8/6/2016 23:00,282,92,190,14,4,Klarer Himmel
8/7/2016 0:00,260,96,164,12,2,Klarer Himmel
8/7/2016 1:00,177,58,119,12,4,Nebel
8/7/2016 2:00,112,22,90,11,4,Nebel
8/7/2016 3:00,97,14,83,11,2,Nebel
8/7/2016 4:00,48,8,40,11,4,Nebel
8/7/2016 5:00,53,10,43,10,2,Nebel
8/7/2016 6:00,43,17,26,11,7,Klarer Himmel
8/7/2016 7:00,46,26,20,13,7,Klarer Himmel
8/7/2016 8:00,69,35,34,16,13,Klarer Himmel
8/7/2016 9:00,198,136,62,17,13,Klarer Himmel
8/7/2016 10:00,353,215,138,19,15,Klarer Himmel
8/7/2016 11:00,362,221,141,22,20,Klarer Himmel
8/7/2016 12:00,385,239,146,23,20,Klarer Himmel
8/7/2016 13:00,510,315,195,24,22,Klarer Himmel
8/7/2016 14:00,542,331,211,25,24,wolkig
8/7/2016 15:00,564,318,246,24,22,wolkig
8/7/2016 16:00,577,251,326,23,20,wolkig
8/7/2016 17:00,561,219,342,23,22,
8/7/2016 18:00,553,228,325,23,20,wolkig
8/7/2016 19:00,370,144,226,22,13,wolkig
8/7/2016 20:00,345,136,209,22,11,wolkig
8/7/2016 21:00,264,99,165,21,7,wolkig
8/7/2016 22:00,182,70,112,21,13,wolkig
8/7/2016 23:00,105,34,71,22,17,wolkig
8/8/2016 0:00,64,24,40,22,19,wolkig
8/8/2016 1:00,35,7,28,21,19,wolkig
8/8/2016 2:00,18,6,12,20,13,wolkig
8/8/2016 3:00,13,6,7,20,26,wolkig
8/8/2016 4:00,12,7,5,19,24,wolkig
8/8/2016 5:00,55,40,15,18,17,teilweise bewölkt
8/8/2016 6:00,158,111,47,18,19,teilweise bewölkt
8/8/2016 7:00,430,283,147,18,24,teilweise bewölkt
8/8/2016 8:00,628,442,186,18,22,wolkig
8/8/2016 9:00,468,288,180,18,19,wolkig
8/8/2016 10:00,386,218,168,17,24,wolkig
8/8/2016 11:00,480,270,210,18,19,wolkig
8/8/2016 12:00,465,254,211,18,24,wolkig
8/8/2016 13:00,432,172,260,17,20,wolkig
8/8/2016 14:00,464,221,243,20,20,teilweise bewölkt
8/8/2016 15:00,556,313,243,21,24,teilweise bewölkt
8/8/2016 16:00,693,342,351,21,28,teilweise bewölkt
8/8/2016 17:00,847,358,489,21,28,teilweise bewölkt
8/8/2016 18:00,755,365,390,19,26,Klarer Himmel
8/8/2016 19:00,606,272,334,18,15,Klarer Himmel
8/8/2016 20:00,436,202,234,16,9,Klarer Himmel
8/8/2016 21:00,341,134,207,14,6,Klarer Himmel
8/8/2016 22:00,233,75,158,15,11,Klarer Himmel
8/8/2016 23:00,190,67,123,14,7,Klarer Himmel
8/9/2016 0:00,87,12,75,14,7,Klarer Himmel
8/9/2016 1:00,50,10,40,14,6,Klarer Himmel
8/9/2016 2:00,28,14,14,13,6,Klarer Himmel
8/9/2016 3:00,24,4,20,13,6,Klarer Himmel
8/9/2016 4:00,15,9,6,13,6,Klarer Himmel
8/9/2016 5:00,45,27,18,13,6,Klarer Himmel
8/9/2016 6:00,150,107,43,12,6,Klarer Himmel
8/9/2016 7:00,386,261,125,13,6,Klarer Himmel
8/9/2016 8:00,592,388,204,15,11,Klarer Himmel
8/9/2016 9:00,556,331,225,15,17,wolkig
8/9/2016 10:00,503,305,198,15,15,wolkig
8/9/2016 11:00,548,347,201,16,13,wolkig
8/9/2016 12:00,514,264,250,17,15,teilweise bewölkt
8/9/2016 13:00,511,270,241,18,19,teilweise bewölkt
8/9/2016 14:00,596,336,260,16,24,wolkig
8/9/2016 15:00,609,256,353,18,17,wolkig
8/9/2016 16:00,742,320,422,17,17,wolkig
8/9/2016 17:00,783,343,440,16,17,wolkig
8/9/2016 18:00,781,339,442,16,11,wolkig
8/9/2016 19:00,574,267,307,16,15,teilweise bewölkt
8/9/2016 20:00,416,172,244,13,4,wolkig
8/9/2016 21:00,291,125,166,14,7,Klarer Himmel
8/9/2016 22:00,280,106,174,13,7,Klarer Himmel
8/9/2016 23:00,185,64,121,13,9,Regen
8/10/2016 0:00,125,33,92,13,6,wolkig
8/10/2016 1:00,74,22,52,12,9,wolkig
8/10/2016 2:00,39,7,32,12,7,Regen
8/10/2016 3:00,19,6,13,11,7,Regen
8/10/2016 4:00,8,6,2,11,6,Regen
8/10/2016 5:00,42,27,15,10,7,Regen
8/10/2016 6:00,121,96,25,10,7,Klarer Himmel
8/10/2016 7:00,358,263,95,11,7,wolkig
8/10/2016 8:00,595,399,196,12,15,teilweise bewölkt
8/10/2016 9:00,521,347,174,13,13,teilweise bewölkt
8/10/2016 10:00,541,323,218,14,17,teilweise bewölkt
8/10/2016 11:00,543,366,177,16,15,teilweise bewölkt
8/10/2016 12:00,594,326,268,17,22,Regen
8/10/2016 13:00,518,250,268,14,13,Regen
8/10/2016 14:00,566,247,319,15,20,Regen
8/10/2016 15:00,505,221,284,13,19,Regen
8/10/2016 16:00,555,273,282,13,7,Regen
8/10/2016 17:00,865,415,450,14,9,Regen
8/10/2016 18:00,655,306,349,15,9,teilweise bewölkt
8/10/2016 19:00,561,252,309,14,4,teilweise bewölkt
8/10/2016 20:00,452,199,253,12,2,Klarer Himmel
8/10/2016 21:00,377,139,238,10,2,Nebel
8/10/2016 22:00,296,108,188,9,4,Nebel
8/10/2016 23:00,239,93,146,8,2,Klarer Himmel
8/11/2016 0:00,164,72,92,8,2,Klarer Himmel
8/11/2016 1:00,134,54,80,7,0,Nebel
8/11/2016 2:00,80,38,42,7,2,Nebel
8/11/2016 3:00,52,10,42,6,0,Nebel
8/11/2016 4:00,56,21,35,6,4,Nebel
8/11/2016 5:00,66,40,26,6,4,Nebel
8/11/2016 6:00,148,94,54,7,4,Nebel
8/11/2016 7:00,351,230,121,9,6,Klarer Himmel
8/11/2016 8:00,613,427,186,10,11,Klarer Himmel
8/11/2016 9:00,459,287,172,11,13,Klarer Himmel
8/11/2016 10:00,431,237,194,13,15,Regen
8/11/2016 11:00,428,240,188,14,20,Regen
8/11/2016 12:00,439,231,208,14,19,wolkig
8/11/2016 13:00,497,266,231,15,19,Regen
8/11/2016 14:00,537,249,288,14,19,Regen
8/11/2016 15:00,462,219,243,13,28,Regen
8/11/2016 16:00,571,247,324,13,22,Regen
8/11/2016 17:00,597,259,338,13,20,Regen
8/11/2016 18:00,559,254,305,13,19,Regen
8/11/2016 19:00,358,153,205,13,17,Regen
8/11/2016 20:00,324,144,180,13,15,Regen
8/11/2016 21:00,181,59,122,13,17,Regen
8/11/2016 22:00,136,48,88,13,15,Regen
8/11/2016 23:00,147,59,88,14,15,Regen
8/12/2016 0:00,96,40,56,14,15,Regen
8/12/2016 1:00,74,39,35,14,15,Regen
8/12/2016 2:00,24,3,21,14,11,Regen
8/12/2016 3:00,39,10,29,15,15,Regen
8/12/2016 4:00,38,11,27,15,13,Regen
8/12/2016 5:00,56,26,30,16,13,Regen
8/12/2016 6:00,103,67,36,16,13,Regen
8/12/2016 7:00,336,229,107,17,13,Regen
8/12/2016 8:00,449,300,149,17,15,Regen
8/12/2016 9:00,339,209,130,17,15,Regen
8/12/2016 10:00,310,179,131,17,15,Regen
8/12/2016 11:00,400,235,165,18,19,Regen
8/12/2016 12:00,428,215,213,19,24,wolkig
8/12/2016 13:00,423,221,202,20,24,wolkig
8/12/2016 14:00,480,219,261,21,28,wolkig
8/12/2016 15:00,514,265,249,21,26,wolkig
8/12/2016 16:00,512,238,274,20,26,wolkig
8/12/2016 17:00,521,243,278,21,13,wolkig
8/12/2016 18:00,545,269,276,21,13,wolkig
8/12/2016 19:00,452,265,187,21,15,wolkig
8/12/2016 20:00,431,236,195,20,7,wolkig
