Stunden,Neutor (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
4/7/2016 14:00,758,410,348,11,33,teilweise bewölkt
4/7/2016 15:00,780,392,388,11,30,teilweise bewölkt
4/7/2016 16:00,842,435,407,12,30,teilweise bewölkt
4/7/2016 17:00,990,518,472,11,22,teilweise bewölkt
4/7/2016 18:00,1031,509,522,10,24,teilweise bewölkt
4/7/2016 19:00,766,346,420,8,13,teilweise bewölkt
4/7/2016 20:00,548,279,269,8,11,teilweise bewölkt
4/7/2016 21:00,350,167,183,7,13,Klarer Himmel
4/7/2016 22:00,282,119,163,7,13,Klarer Himmel
4/7/2016 23:00,353,139,214,7,15,Klarer Himmel
4/8/2016 0:00,142,37,105,6,13,Klarer Himmel
4/8/2016 1:00,95,38,57,5,9,Klarer Himmel
4/8/2016 2:00,57,16,41,5,7,Klarer Himmel
4/8/2016 3:00,32,13,19,3,6,teilweise bewölkt
4/8/2016 4:00,31,15,16,3,6,teilweise bewölkt
4/8/2016 5:00,52,31,21,4,7,wolkig
4/8/2016 6:00,169,132,37,5,13,wolkig
4/8/2016 7:00,657,467,190,5,9,wolkig
4/8/2016 8:00,766,448,318,6,11,wolkig
4/8/2016 9:00,568,351,217,6,11,wolkig
4/8/2016 10:00,504,310,194,7,13,wolkig
4/8/2016 11:00,524,324,200,8,9,wolkig
4/8/2016 12:00,610,354,256,9,13,wolkig
4/8/2016 13:00,726,340,386,10,13,wolkig
4/8/2016 14:00,759,404,355,11,11,wolkig
4/8/2016 15:00,756,403,353,11,13,wolkig
4/8/2016 16:00,731,392,339,11,13,wolkig
4/8/2016 17:00,836,434,402,11,13,wolkig
4/8/2016 18:00,747,369,378,11,7,wolkig
4/8/2016 19:00,738,380,358,10,6,wolkig
4/8/2016 20:00,517,248,269,7,4,teilweise bewölkt
4/8/2016 21:00,401,171,230,7,4,Klarer Himmel
4/8/2016 22:00,297,135,162,7,4,Klarer Himmel
4/8/2016 23:00,278,98,180,5,2,Klarer Himmel
4/9/2016 0:00,222,81,141,4,4,Klarer Himmel
4/9/2016 1:00,207,84,123,3,2,Klarer Himmel
4/9/2016 2:00,190,77,113,2,2,Nebel
4/9/2016 3:00,108,33,75,2,2,Nebel
4/9/2016 4:00,80,21,59,1,2,Nebel
4/9/2016 5:00,62,24,38,2,6,Nebel
4/9/2016 6:00,62,43,19,2,6,Nebel
4/9/2016 7:00,103,68,35,3,4,Nebel
4/9/2016 8:00,231,157,74,5,4,
4/9/2016 9:00,364,280,84,7,7,
4/9/2016 10:00,536,387,149,10,11,Klarer Himmel
4/9/2016 11:00,608,407,201,12,11,teilweise bewölkt
4/9/2016 12:00,738,497,241,13,9,teilweise bewölkt
4/9/2016 13:00,826,490,336,13,7,teilweise bewölkt
4/9/2016 14:00,746,406,340,14,15,teilweise bewölkt
4/9/2016 15:00,746,383,363,15,11,Klarer Himmel
4/9/2016 16:00,759,349,410,15,9,Klarer Himmel
4/9/2016 17:00,721,345,376,15,9,teilweise bewölkt
4/9/2016 18:00,753,339,414,14,13,Klarer Himmel
4/9/2016 19:00,753,394,359,13,6,Klarer Himmel
4/9/2016 20:00,550,259,291,12,6,Klarer Himmel
4/9/2016 21:00,442,220,222,11,6,Klarer Himmel
4/9/2016 22:00,353,154,199,11,7,Klarer Himmel
4/9/2016 23:00,321,110,211,10,7,Klarer Himmel
4/10/2016 0:00,329,152,177,10,7,Klarer Himmel
4/10/2016 1:00,247,89,158,10,6,Klarer Himmel
4/10/2016 2:00,170,59,111,10,7,Klarer Himmel
4/10/2016 3:00,151,46,105,10,6,Klarer Himmel
4/10/2016 4:00,100,32,68,10,7,Klarer Himmel
4/10/2016 5:00,70,17,53,10,9,Klarer Himmel
4/10/2016 6:00,55,36,19,10,7,Klarer Himmel
4/10/2016 7:00,47,27,20,9,6,Klarer Himmel
4/10/2016 8:00,84,59,25,10,9,Klarer Himmel
4/10/2016 9:00,176,131,45,12,11,Klarer Himmel
4/10/2016 10:00,281,194,87,13,9,wolkig
4/10/2016 11:00,330,229,101,14,9,wolkig
4/10/2016 12:00,524,314,210,15,9,wolkig
4/10/2016 13:00,568,314,254,16,13,wolkig
4/10/2016 14:00,710,432,278,16,9,teilweise bewölkt
4/10/2016 15:00,769,424,345,17,11,teilweise bewölkt
4/10/2016 16:00,689,362,327,17,15,teilweise bewölkt
4/10/2016 17:00,794,380,414,16,11,teilweise bewölkt
4/10/2016 18:00,756,345,411,15,7,Klarer Himmel
4/10/2016 19:00,640,279,361,15,7,Klarer Himmel
4/10/2016 20:00,477,173,304,13,6,Klarer Himmel
4/10/2016 21:00,358,129,229,12,7,Klarer Himmel
4/10/2016 22:00,259,109,150,11,7,Klarer Himmel
4/10/2016 23:00,117,33,84,11,9,Klarer Himmel
4/11/2016 0:00,62,17,45,10,11,Klarer Himmel
4/11/2016 1:00,21,6,15,9,11,Klarer Himmel
4/11/2016 2:00,17,1,16,8,11,Klarer Himmel
4/11/2016 3:00,2,2,0,8,13,Klarer Himmel
4/11/2016 4:00,18,12,6,8,9,Klarer Himmel
4/11/2016 5:00,44,32,12,7,11,Klarer Himmel
4/11/2016 6:00,167,124,43,7,11,Klarer Himmel
4/11/2016 7:00,883,614,269,7,11,Klarer Himmel
4/11/2016 8:00,1104,659,445,9,15,Klarer Himmel
4/11/2016 9:00,982,536,446,10,17,Klarer Himmel
4/11/2016 10:00,911,532,379,11,19,Klarer Himmel
4/11/2016 11:00,1065,551,514,12,17,teilweise bewölkt
4/11/2016 12:00,1086,594,492,13,13,teilweise bewölkt
4/11/2016 13:00,1338,669,669,14,19,Klarer Himmel
4/11/2016 14:00,1169,617,552,16,15,Klarer Himmel
4/11/2016 15:00,1410,734,676,16,17,Klarer Himmel
4/11/2016 16:00,1453,816,637,16,15,Klarer Himmel
4/11/2016 17:00,1725,886,839,16,13,Klarer Himmel
4/11/2016 18:00,1542,756,786,16,17,Klarer Himmel
4/11/2016 19:00,1242,589,653,14,13,Klarer Himmel
4/11/2016 20:00,971,416,555,13,9,Klarer Himmel
4/11/2016 21:00,624,211,413,12,9,Klarer Himmel
4/11/2016 22:00,442,132,310,11,7,Klarer Himmel
4/11/2016 23:00,318,98,220,10,9,Klarer Himmel
4/12/2016 0:00,128,40,88,9,7,Klarer Himmel
4/12/2016 1:00,93,16,77,9,9,Klarer Himmel
4/12/2016 2:00,43,7,36,9,7,Klarer Himmel
4/12/2016 3:00,37,6,31,8,7,Klarer Himmel
4/12/2016 4:00,25,9,16,8,6,Klarer Himmel
4/12/2016 5:00,51,32,19,8,11,
4/12/2016 6:00,193,143,50,8,7,
4/12/2016 7:00,958,640,318,8,7,Regen
4/12/2016 8:00,1235,700,535,9,4,
4/12/2016 9:00,1251,716,535,10,7,
4/12/2016 10:00,1104,576,528,13,4,teilweise bewölkt
4/12/2016 11:00,1074,616,458,15,9,Klarer Himmel
4/12/2016 12:00,1119,589,530,16,7,teilweise bewölkt
4/12/2016 13:00,1311,678,633,18,9,teilweise bewölkt
4/12/2016 14:00,1183,616,567,18,6,teilweise bewölkt
4/12/2016 15:00,1403,730,673,18,7,Klarer Himmel
4/12/2016 16:00,1489,731,758,18,7,Klarer Himmel
4/12/2016 17:00,1679,877,802,18,4,Klarer Himmel
4/12/2016 18:00,1448,716,732,18,6,Klarer Himmel
4/12/2016 19:00,1250,637,613,16,4,Klarer Himmel
4/12/2016 20:00,1107,542,565,15,6,Klarer Himmel
4/12/2016 21:00,573,244,329,12,22,
4/12/2016 22:00,525,163,362,11,13,Regen
4/12/2016 23:00,428,175,253,10,4,wolkig
4/13/2016 0:00,191,67,124,10,13,wolkig
4/13/2016 1:00,91,10,81,10,9,wolkig
4/13/2016 2:00,60,12,48,9,6,wolkig
4/13/2016 3:00,78,5,73,8,2,Nebel
4/13/2016 4:00,80,9,71,9,7,wolkig
4/13/2016 5:00,53,31,22,8,6,wolkig
4/13/2016 6:00,178,136,42,8,6,Nebel
4/13/2016 7:00,1200,862,338,8,7,teilweise bewölkt
4/13/2016 8:00,1296,723,573,9,4,wolkig
4/13/2016 9:00,1114,693,421,10,4,wolkig
4/13/2016 10:00,1224,643,581,11,4,wolkig
4/13/2016 11:00,1057,582,475,12,4,wolkig
4/13/2016 12:00,1221,657,564,13,6,wolkig
4/13/2016 13:00,1289,694,595,13,6,wolkig
4/13/2016 14:00,1237,609,628,14,4,wolkig
4/13/2016 15:00,1294,683,611,14,6,wolkig
4/13/2016 16:00,1371,671,700,14,9,wolkig
4/13/2016 17:00,1566,804,762,14,9,wolkig
4/13/2016 18:00,1370,682,688,14,7,wolkig
4/13/2016 19:00,1473,854,619,13,6,wolkig
4/13/2016 20:00,1119,540,579,10,24,Regen
4/13/2016 21:00,770,310,460,9,2,wolkig
4/13/2016 22:00,689,217,472,9,6,wolkig
4/13/2016 23:00,585,257,328,9,2,wolkig
4/14/2016 0:00,389,197,192,8,4,wolkig
4/14/2016 1:00,286,91,195,7,2,Nebel
4/14/2016 2:00,231,73,158,6,7,Nebel
4/14/2016 3:00,239,73,166,6,4,Nebel
4/14/2016 4:00,160,81,79,4,4,Nebel
4/14/2016 5:00,111,58,53,3,6,Nebel
4/14/2016 6:00,161,117,44,4,2,Nebel
4/14/2016 7:00,829,542,287,4,2,Nebel
4/14/2016 8:00,1235,672,563,7,6,
4/14/2016 9:00,1074,672,402,10,4,Klarer Himmel
4/14/2016 10:00,977,570,407,13,4,Klarer Himmel
4/14/2016 11:00,1090,610,480,14,7,teilweise bewölkt
4/14/2016 12:00,1076,571,505,14,13,teilweise bewölkt
4/14/2016 13:00,1276,636,640,16,13,teilweise bewölkt
4/14/2016 14:00,1167,562,605,15,15,Klarer Himmel
4/14/2016 15:00,1443,805,638,16,13,teilweise bewölkt
4/14/2016 16:00,1423,790,633,15,15,teilweise bewölkt
4/14/2016 17:00,1474,732,742,14,11,wolkig
4/14/2016 18:00,1312,621,691,14,6,wolkig
4/14/2016 19:00,1141,541,600,14,4,Klarer Himmel
4/14/2016 20:00,893,451,442,11,4,Klarer Himmel
4/14/2016 21:00,608,247,361,8,4,Klarer Himmel
4/14/2016 22:00,400,150,250,7,4,Klarer Himmel
4/14/2016 23:00,485,172,313,8,4,Klarer Himmel
4/15/2016 0:00,184,75,109,10,2,wolkig
4/15/2016 1:00,82,30,52,10,7,Regen
4/15/2016 2:00,55,5,50,9,6,Klarer Himmel
4/15/2016 3:00,35,5,30,8,11,Klarer Himmel
4/15/2016 4:00,34,13,21,8,11,Klarer Himmel
4/15/2016 5:00,49,28,21,10,13,Regen
4/15/2016 6:00,127,96,31,9,4,Regen
4/15/2016 7:00,552,385,167,9,4,Regen
4/15/2016 8:00,785,440,345,9,6,Regen
4/15/2016 9:00,729,456,273,9,6,wolkig
4/15/2016 10:00,788,380,408,10,7,wolkig
4/15/2016 11:00,724,449,275,12,15,Regen
4/15/2016 12:00,787,416,371,11,17,Regen
4/15/2016 13:00,746,383,363,12,20,Regen
4/15/2016 14:00,777,414,363,11,32,Regen
4/15/2016 15:00,705,380,325,12,24,Regen
4/15/2016 16:00,685,352,333,12,19,wolkig
4/15/2016 17:00,788,415,373,12,28,Klarer Himmel
4/15/2016 18:00,781,415,366,13,17,teilweise bewölkt
4/15/2016 19:00,827,465,362,12,9,teilweise bewölkt
4/15/2016 20:00,816,531,285,8,6,teilweise bewölkt
4/15/2016 21:00,604,315,289,9,2,wolkig
4/15/2016 22:00,502,185,317,7,6,Klarer Himmel
4/15/2016 23:00,369,112,257,6,4,Klarer Himmel
4/16/2016 0:00,323,146,177,6,6,Klarer Himmel
4/16/2016 1:00,267,88,179,7,4,teilweise bewölkt
4/16/2016 2:00,180,38,142,8,7,teilweise bewölkt
4/16/2016 3:00,117,33,84,9,7,wolkig
4/16/2016 4:00,84,25,59,9,13,wolkig
4/16/2016 5:00,60,24,36,10,17,teilweise bewölkt
4/16/2016 6:00,59,38,21,11,17,wolkig
4/16/2016 7:00,126,105,21,11,24,wolkig
4/16/2016 8:00,212,143,69,10,32,Regen
4/16/2016 9:00,373,269,104,11,15,wolkig
4/16/2016 10:00,395,287,108,12,37,teilweise bewölkt
4/16/2016 11:00,488,333,155,13,28,teilweise bewölkt
4/16/2016 12:00,586,364,222,13,28,teilweise bewölkt
4/16/2016 13:00,612,353,259,15,26,Regen
4/16/2016 14:00,499,252,247,11,35,Regen
4/16/2016 15:00,603,283,320,13,32,Regen
4/16/2016 16:00,519,272,247,12,22,Regen
4/16/2016 17:00,481,197,284,11,19,Regen
4/16/2016 18:00,533,261,272,11,22,Regen
4/16/2016 19:00,473,233,240,10,19,wolkig
4/16/2016 20:00,516,298,218,9,17,wolkig
4/16/2016 21:00,385,207,178,8,15,wolkig
4/16/2016 22:00,338,144,194,7,9,wolkig
4/16/2016 23:00,241,79,162,6,6,wolkig
4/17/2016 0:00,236,112,124,6,7,teilweise bewölkt
4/17/2016 1:00,238,123,115,5,6,Klarer Himmel
4/17/2016 2:00,188,54,134,3,6,Klarer Himmel
4/17/2016 3:00,143,43,100,3,6,teilweise bewölkt
4/17/2016 4:00,94,29,65,4,6,wolkig
4/17/2016 5:00,72,20,52,4,4,wolkig
4/17/2016 6:00,31,13,18,5,7,wolkig
4/17/2016 7:00,42,26,16,5,7,Regen
4/17/2016 8:00,85,62,23,6,13,Regen
4/17/2016 9:00,182,144,38,7,13,Regen
4/17/2016 10:00,271,172,99,7,13,wolkig
4/17/2016 11:00,354,203,151,9,19,teilweise bewölkt
4/17/2016 12:00,442,248,194,10,19,teilweise bewölkt
4/17/2016 13:00,496,273,223,10,17,teilweise bewölkt
4/17/2016 14:00,559,351,208,9,20,Regen
4/17/2016 15:00,582,351,231,10,20,teilweise bewölkt
4/17/2016 16:00,588,354,234,9,15,Regen
4/17/2016 17:00,621,338,283,9,17,Regen
4/17/2016 18:00,688,349,339,8,15,teilweise bewölkt
4/17/2016 19:00,550,253,297,8,9,teilweise bewölkt
4/17/2016 20:00,424,155,269,7,6,teilweise bewölkt
4/17/2016 21:00,260,113,147,4,2,Klarer Himmel
4/17/2016 22:00,219,66,153,4,2,Klarer Himmel
4/17/2016 23:00,139,61,78,3,4,teilweise bewölkt
4/18/2016 0:00,70,20,50,3,6,teilweise bewölkt
4/18/2016 1:00,28,8,20,2,2,Klarer Himmel
4/18/2016 2:00,10,5,5,2,2,Klarer Himmel
4/18/2016 3:00,8,3,5,0,2,Klarer Himmel
4/18/2016 4:00,21,16,5,0,2,Nebel
4/18/2016 5:00,44,33,11,0,4,Nebel
4/18/2016 6:00,171,123,48,0,2,Nebel
4/18/2016 7:00,824,556,268,2,4,Klarer Himmel
4/18/2016 8:00,1285,751,534,6,11,Klarer Himmel
4/18/2016 9:00,1050,593,457,8,20,Klarer Himmel
4/18/2016 10:00,1016,564,452,9,20,teilweise bewölkt
4/18/2016 11:00,1028,550,478,11,24,teilweise bewölkt
4/18/2016 12:00,1131,532,599,11,28,teilweise bewölkt
4/18/2016 13:00,1298,637,661,11,24,wolkig
4/18/2016 14:00,1135,610,525,11,22,wolkig
4/18/2016 15:00,1406,767,639,12,24,wolkig
4/18/2016 16:00,1322,660,662,12,28,wolkig
4/18/2016 17:00,1690,826,864,12,30,wolkig
4/18/2016 18:00,1310,632,678,11,28,wolkig
4/18/2016 19:00,1243,599,644,11,20,wolkig
4/18/2016 20:00,693,293,400,10,20,teilweise bewölkt
4/18/2016 21:00,449,195,254,9,17,Klarer Himmel
4/18/2016 22:00,452,152,300,9,20,wolkig
4/18/2016 23:00,216,93,123,9,17,Klarer Himmel
4/19/2016 0:00,104,33,71,9,17,Klarer Himmel
4/19/2016 1:00,52,15,37,9,15,wolkig
4/19/2016 2:00,13,6,7,8,22,wolkig
4/19/2016 3:00,9,6,3,8,15,wolkig
4/19/2016 4:00,17,10,7,8,17,wolkig
4/19/2016 5:00,39,30,9,8,15,wolkig
4/19/2016 6:00,157,124,33,8,17,Klarer Himmel
4/19/2016 7:00,961,646,315,8,17,Klarer Himmel
4/19/2016 8:00,1451,885,566,9,17,wolkig
4/19/2016 9:00,1273,666,607,10,22,wolkig
4/19/2016 10:00,1200,612,588,11,22,wolkig
4/19/2016 11:00,1111,625,486,12,19,teilweise bewölkt
4/19/2016 12:00,1150,590,560,13,17,wolkig
4/19/2016 13:00,1243,651,592,14,20,wolkig
4/19/2016 14:00,1216,613,603,13,19,teilweise bewölkt
4/19/2016 15:00,1312,741,571,12,19,teilweise bewölkt
4/19/2016 16:00,1513,644,869,13,24,teilweise bewölkt
4/19/2016 17:00,1574,815,759,13,26,teilweise bewölkt
4/19/2016 18:00,1472,743,729,12,24,teilweise bewölkt
4/19/2016 19:00,1256,704,552,10,20,teilweise bewölkt
4/19/2016 20:00,951,454,497,8,17,teilweise bewölkt
4/19/2016 21:00,560,228,332,7,13,Klarer Himmel
4/19/2016 22:00,592,192,400,7,11,teilweise bewölkt
4/19/2016 23:00,321,122,199,6,11,teilweise bewölkt
4/20/2016 0:00,121,37,84,5,6,Klarer Himmel
4/20/2016 1:00,95,23,72,4,4,Klarer Himmel
4/20/2016 2:00,48,19,29,2,6,Klarer Himmel
4/20/2016 3:00,44,5,39,2,4,Klarer Himmel
4/20/2016 4:00,30,14,16,1,0,teilweise bewölkt
4/20/2016 5:00,58,46,12,1,4,Nebel
4/20/2016 6:00,174,132,42,1,4,Nebel
4/20/2016 7:00,1003,747,256,3,2,teilweise bewölkt
4/20/2016 8:00,1480,821,659,6,7,teilweise bewölkt
4/20/2016 9:00,1152,694,458,8,11,teilweise bewölkt
4/20/2016 10:00,1233,659,574,9,9,teilweise bewölkt
4/20/2016 11:00,1078,603,475,10,11,teilweise bewölkt
4/20/2016 12:00,1170,612,558,10,11,teilweise bewölkt
4/20/2016 13:00,1263,613,650,11,9,teilweise bewölkt
4/20/2016 14:00,1287,699,588,12,7,Klarer Himmel
4/20/2016 15:00,1432,741,691,13,9,Klarer Himmel
4/20/2016 16:00,1410,711,699,13,11,Klarer Himmel
4/20/2016 17:00,1603,753,850,13,15,Klarer Himmel
4/20/2016 18:00,1507,679,828,13,11,Klarer Himmel
4/20/2016 19:00,1315,713,602,12,11,Klarer Himmel
4/20/2016 20:00,991,497,494,9,7,Klarer Himmel
4/20/2016 21:00,558,270,288,9,13,Klarer Himmel
4/20/2016 22:00,567,202,365,8,15,Klarer Himmel
4/20/2016 23:00,423,178,245,6,9,Klarer Himmel
4/21/2016 0:00,249,132,117,5,7,Klarer Himmel
4/21/2016 1:00,158,45,113,4,4,Klarer Himmel
4/21/2016 2:00,101,12,89,3,4,Klarer Himmel
4/21/2016 3:00,92,18,74,3,2,Klarer Himmel
4/21/2016 4:00,103,14,89,2,6,Klarer Himmel
4/21/2016 5:00,105,48,57,3,6,Klarer Himmel
4/21/2016 6:00,179,122,57,3,2,Klarer Himmel
4/21/2016 7:00,833,535,298,5,6,Klarer Himmel
4/21/2016 8:00,1243,683,560,7,6,Klarer Himmel
4/21/2016 9:00,1048,617,431,10,6,Klarer Himmel
4/21/2016 10:00,1091,613,478,11,9,Klarer Himmel
4/21/2016 11:00,1091,627,464,12,9,Klarer Himmel
4/21/2016 12:00,1119,564,555,14,9,Klarer Himmel
4/21/2016 13:00,1326,699,627,14,9,Klarer Himmel
4/21/2016 14:00,1316,677,639,16,9,Klarer Himmel
4/21/2016 15:00,1495,804,691,16,13,Klarer Himmel
4/21/2016 16:00,1497,795,702,16,13,Klarer Himmel
4/21/2016 17:00,1666,831,835,16,9,Klarer Himmel
4/21/2016 18:00,1508,735,773,15,15,Klarer Himmel
4/21/2016 19:00,1282,565,717,14,13,Klarer Himmel
4/21/2016 20:00,862,333,529,11,9,Klarer Himmel
4/21/2016 21:00,613,237,376,8,7,Klarer Himmel
4/21/2016 22:00,477,177,300,9,17,Klarer Himmel
4/21/2016 23:00,363,168,195,8,20,Klarer Himmel
4/22/2016 0:00,159,50,109,6,11,Klarer Himmel
4/22/2016 1:00,78,14,64,4,4,Klarer Himmel
4/22/2016 2:00,47,17,30,4,2,Klarer Himmel
4/22/2016 3:00,24,6,18,2,9,Klarer Himmel
4/22/2016 4:00,19,9,10,2,2,Klarer Himmel
4/22/2016 5:00,64,43,21,2,2,Nebel
4/22/2016 6:00,149,115,34,2,4,Nebel
4/22/2016 7:00,760,532,228,5,6,Klarer Himmel
4/22/2016 8:00,1186,711,475,7,15,wolkig
4/22/2016 9:00,1001,620,381,8,22,wolkig
4/22/2016 10:00,864,460,404,9,13,wolkig
4/22/2016 11:00,886,540,346,10,7,wolkig
4/22/2016 12:00,985,523,462,11,11,wolkig
4/22/2016 13:00,1060,487,573,12,11,Klarer Himmel
4/22/2016 14:00,1117,549,568,13,4,Klarer Himmel
4/22/2016 15:00,980,528,452,13,15,Klarer Himmel
4/22/2016 16:00,999,523,476,13,13,Klarer Himmel
4/22/2016 17:00,1047,521,526,13,13,Klarer Himmel
4/22/2016 18:00,973,494,479,12,15,Klarer Himmel
4/22/2016 19:00,807,412,395,11,15,Klarer Himmel
4/22/2016 20:00,639,333,306,10,17,Klarer Himmel
4/22/2016 21:00,481,176,305,9,15,Klarer Himmel
4/22/2016 22:00,378,146,232,8,15,Klarer Himmel
4/22/2016 23:00,342,158,184,7,15,Klarer Himmel
4/23/2016 0:00,331,136,195,6,11,Klarer Himmel
4/23/2016 1:00,266,109,157,6,7,Klarer Himmel
4/23/2016 2:00,186,59,127,5,7,Klarer Himmel
4/23/2016 3:00,179,52,127,5,7,Klarer Himmel
4/23/2016 4:00,81,20,61,4,7,Klarer Himmel
4/23/2016 5:00,67,21,46,4,4,Klarer Himmel
4/23/2016 6:00,44,34,10,4,6,Klarer Himmel
4/23/2016 7:00,157,132,25,4,11,wolkig
4/23/2016 8:00,228,149,79,6,15,wolkig
4/23/2016 9:00,345,256,89,6,15,wolkig
4/23/2016 10:00,412,275,137,6,13,teilweise bewölkt
4/23/2016 11:00,428,265,163,7,15,teilweise bewölkt
4/23/2016 12:00,531,317,214,7,20,teilweise bewölkt
4/23/2016 13:00,548,281,267,9,17,wolkig
4/23/2016 14:00,539,307,232,9,13,teilweise bewölkt
4/23/2016 15:00,481,241,240,7,20,teilweise bewölkt
4/23/2016 16:00,527,224,303,9,22,teilweise bewölkt
4/23/2016 17:00,463,214,249,8,19,teilweise bewölkt
4/23/2016 18:00,463,215,248,7,9,teilweise bewölkt
4/23/2016 19:00,419,228,191,6,17,Regen
4/23/2016 20:00,392,208,184,5,13,teilweise bewölkt
4/23/2016 21:00,295,163,132,5,11,teilweise bewölkt
4/23/2016 22:00,250,123,127,3,6,teilweise bewölkt
4/23/2016 23:00,235,94,141,3,9,teilweise bewölkt
4/24/2016 0:00,284,96,188,2,11,teilweise bewölkt
4/24/2016 1:00,182,55,127,2,11,Klarer Himmel
4/24/2016 2:00,188,53,135,3,13,wolkig
4/24/2016 3:00,139,38,101,2,11,teilweise bewölkt
4/24/2016 4:00,83,34,49,2,13,teilweise bewölkt
4/24/2016 5:00,37,13,24,1,13,teilweise bewölkt
4/24/2016 6:00,47,22,25,1,15,teilweise bewölkt
4/24/2016 7:00,45,26,19,2,17,teilweise bewölkt
4/24/2016 8:00,87,53,34,4,19,teilweise bewölkt
4/24/2016 9:00,178,127,51,5,24,teilweise bewölkt
4/24/2016 10:00,264,176,88,6,19,teilweise bewölkt
4/24/2016 11:00,205,127,78,5,22,teilweise bewölkt
4/24/2016 12:00,252,125,127,5,4,teilweise bewölkt
4/24/2016 13:00,311,174,137,6,19,teilweise bewölkt
4/24/2016 14:00,337,188,149,8,24,teilweise bewölkt
4/24/2016 15:00,309,167,142,7,30,teilweise bewölkt
4/24/2016 16:00,359,188,171,5,6,teilweise bewölkt
4/24/2016 17:00,410,201,209,6,7,teilweise bewölkt
4/24/2016 18:00,370,159,211,6,20,wolkig
4/24/2016 19:00,333,140,193,6,9,teilweise bewölkt
4/24/2016 20:00,279,103,176,4,13,Regen
4/24/2016 21:00,226,92,134,4,19,teilweise bewölkt
4/24/2016 22:00,172,56,116,1,11,teilweise bewölkt
4/24/2016 23:00,135,38,97,1,11,teilweise bewölkt
4/25/2016 0:00,44,9,35,1,7,wolkig
4/25/2016 1:00,24,16,8,1,9,teilweise bewölkt
4/25/2016 2:00,3,2,1,0,9,Klarer Himmel
4/25/2016 3:00,5,1,4,1,9,teilweise bewölkt
4/25/2016 4:00,16,13,3,0,7,teilweise bewölkt
4/25/2016 5:00,41,26,15,1,9,Nebel
4/25/2016 6:00,151,115,36,1,13,teilweise bewölkt
4/25/2016 7:00,673,475,198,2,11,Klarer Himmel
4/25/2016 8:00,1142,679,463,4,19,teilweise bewölkt
4/25/2016 9:00,955,539,416,6,19,wolkig
4/25/2016 10:00,934,506,428,6,28,wolkig
4/25/2016 11:00,875,468,407,7,24,teilweise bewölkt
4/25/2016 12:00,974,482,492,9,28,wolkig
4/25/2016 13:00,1117,565,552,8,32,Regen
4/25/2016 14:00,941,469,472,8,22,wolkig
4/25/2016 15:00,1138,563,575,7,32,Regen
4/25/2016 16:00,1098,517,581,6,22,Regen
4/25/2016 17:00,1188,617,571,4,19,Regen
4/25/2016 18:00,1040,542,498,4,13,Regen
4/25/2016 19:00,863,479,384,3,17,Regen
4/25/2016 20:00,514,213,301,3,7,wolkig
4/25/2016 21:00,321,125,196,3,9,wolkig
4/25/2016 22:00,274,111,163,4,17,wolkig
4/25/2016 23:00,170,48,122,3,13,wolkig
4/26/2016 0:00,155,28,127,3,17,wolkig
4/26/2016 1:00,120,12,108,2,15,teilweise bewölkt
4/26/2016 2:00,74,11,63,2,13,teilweise bewölkt
4/26/2016 3:00,56,7,49,1,15,Klarer Himmel
4/26/2016 4:00,36,11,25,1,13,Klarer Himmel
4/26/2016 5:00,52,34,18,1,13,Klarer Himmel
4/26/2016 6:00,164,120,44,1,19,Schnee
4/26/2016 7:00,795,545,250,3,22,wolkig
4/26/2016 8:00,1286,787,499,3,30,Schnee
4/26/2016 9:00,881,414,467,3,28,Regen
4/26/2016 10:00,964,538,426,4,30,wolkig
4/26/2016 11:00,840,443,397,5,33,Regen
4/26/2016 12:00,916,463,453,2,9,Schnee
4/26/2016 13:00,1072,566,506,6,30,Regen
4/26/2016 14:00,986,499,487,1,13,Schnee
4/26/2016 15:00,1000,518,482,6,28,teilweise bewölkt
4/26/2016 16:00,1289,609,680,7,22,wolkig
4/26/2016 17:00,1360,697,663,6,30,wolkig
4/26/2016 18:00,1230,616,614,5,22,Regen
4/26/2016 19:00,1046,578,468,4,26,Regen
4/26/2016 20:00,682,315,367,4,26,wolkig
4/26/2016 21:00,503,174,329,4,22,teilweise bewölkt
4/26/2016 22:00,367,113,254,4,32,wolkig
4/26/2016 23:00,259,76,183,4,28,Regen
4/27/2016 0:00,106,37,69,4,32,wolkig
4/27/2016 1:00,54,23,31,3,20,teilweise bewölkt
4/27/2016 2:00,47,36,11,3,19,wolkig
4/27/2016 3:00,40,33,7,2,13,teilweise bewölkt
4/27/2016 4:00,33,31,2,3,11,wolkig
4/27/2016 5:00,46,35,11,3,9,wolkig
4/27/2016 6:00,147,117,30,3,11,Regen
4/27/2016 7:00,665,504,161,3,19,Regen
4/27/2016 8:00,951,531,420,4,17,Regen
4/27/2016 9:00,812,486,326,3,22,Regen
4/27/2016 10:00,933,502,431,5,20,wolkig
4/27/2016 11:00,793,436,357,7,20,Regen
4/27/2016 12:00,923,483,440,8,24,Regen
4/27/2016 13:00,959,487,472,4,30,Regen
4/27/2016 14:00,950,475,475,4,9,wolkig
4/27/2016 15:00,979,487,492,8,22,Regen
4/27/2016 16:00,1054,491,563,9,24,wolkig
4/27/2016 17:00,1204,639,565,9,20,wolkig
4/27/2016 18:00,1077,542,535,5,24,Regen
4/27/2016 19:00,967,515,452,6,7,wolkig
