vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Marientalstraße,16,sa,1/9/2016,17:15,5,,o,,,,,2,,,,,,,2,,,,21,hom,21,bor,,501,,14,,,,2/3,,20,,,,,
Schulstraße,2,sa,1/9/2016,14:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,72,,,,,
Dreilinden,Sprakeler Straße,sa,1/9/2016,12:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,201,,14,,,,,,38,,,,,
Alter Steinweg,Parkhaus Karstadt,sa,1/9/2016,12:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lün,,703,,36,,,,,,46,,,,,
Bült,4,so,1/10/2016,5:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,1,52,,,,,
Mauritz-Lindenweg,61,so,1/10/2016,19:50,5,,z,,,,,2,,,,,,,2,,,,21,re,21,ms,,711,,36,,,,2,1,54,,,,,
Davertstraße,91,so,1/10/2016,19:00,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,48,,,,,
Immelmannstraße,In der Stroth,mo,1/11/2016,5:55,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ms,,501,,14,,,,2,5,47,,,,,
Von-Steuben-Straße,Herwarthstraße,mo,1/11/2016,9:15,5,,z,,,,,2,,,,,,,1,,1,,33,coe,21,ms,,644,,26,,,,,1,50,,,,,
Plettendorfstraße,Flamenstraße,di,1/12/2016,8:45,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,399,,28,,,,,,20,,,,,
Wevelinghofergasse,ggü. 27,di,1/12/2016,11:20,5,,z,,,,,2,,,,,,,2,,,,21,so,21,ms,,501,,37,,,,,,33,,,,,
Hammer Straße,24,di,1/12/2016,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,581,,45,,,,2/3,1,66,,,,,
Weseler Straße,Höhe Spinne,di,1/12/2016,6:45,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,621,,14,,,,2,1,28,,,,,
Schuckertstsraße,Höhe Armacell,di,1/12/2016,9:01,5,,m,,,,,2,,,,,,,1,1,,,46,PL,21,un,,501,,14,,,,,1,59,,,,,
Tondernstraße,32,di,1/12/2016,15:40,5,,m,,,,,2,,,,,,,1,1,,,44,dn,21,ms,,711,,36,,,,,1,36,,,,,
Münzstraße,Jüdefelderstraße,di,1/12/2016,16:27,5,,z,,,,,2,,1,n,,,,1,,,,21,st,71,,,232,,34,,,,1,1,32,,,,,
Hochstraße,11,di,1/12/2016,7:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,1,,37,,,,,
B 54,???,di,1/12/2016,7:27,5,,m,,,,,2,,,,,,,2,,,,21,st,21,coe,,601,,14,,,,2,1,20,,,,,
Albersloher Weg,Hafenweg,mi,1/13/2016,17:53,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,611,,14,,,,2/3,1,27,,,,,
Hafenstraße,Schorlemerstraße / Parkplatz,fr,1/8/2016,13:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,m,,703,,49,,,,,,F,,,,,
Dorotheenstraße,15,sa,1/9/2016,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
Moränenstraße,15,fr,1/8/2016,8:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,703,,49,,,,,,F,,,,,
Mauritzstraße,22,do,1/14/2016,21:35,3,,,,,,1,2,,,,,,,2,,,,21,coe,21,ms,,601,,14,,,,2/3,1,47,31,,,,
Zum Erlenbusch,169,sa,1/2/2016,22:00,5,X,,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,2/3,1,65,,,,,
Eichendorffstraße,3,do,1/7/2016,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Industrieweg,Lippstädter Straße,sa,1/2/2016,17:50,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,431,,40,,,,2,1,31,45,,,,
Königsberger Straße,160,fr,1/1/2016,20:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2/3,1,F,,,,,
Dahlweg,100,mi,1/6/2016,7:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,1,1,F,,,,,
Westfalenstraße,130,mo,1/11/2016,19:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,,,
Hammer Straße,Geiststraße,do,1/7/2016,7:10,5,X,,,,,,2,,1,F,,,,1,,,,71,,21,ms,,799,,49,,,,2/3,1,F,,,,,
Hansestraße,Meesenstiege,mi,1/6/2016,8:30,3,,,,,,1,2,,1,n,,,,,,1,,33,ms,71,,,243,,34,,,,,1,58,48,,,,
Albersloher Weg,Hansaring,fr,1/8/2016,17:05,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,640,,26,,,,2/3,1,46,,,,,
Bröderichweg,Kanalstraße,fr,1/8/2016,13:45,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,,,64,,,,,
Hammer Straße,152,di,1/12/2016,15:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,1,57,,,,,
Schifffahrter Damm,352,di,1/12/2016,14:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,40,,,,,
Aegidiikirchplatz,Vorplatz,di,1/12/2016,16:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,1,25,,,,,
Königsberger Straße,Höhe BFT-Tankstelle,di,1/12/2016,21:40,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,752,,0,,87,,2/3,1,19,,,,,
Bremer Straße,ggü. 55,mi,1/13/2016,13:45,5,,m,,,,,2,,,,,,,1,,,1,22,ms,21,ms,,711,,36,,,,,,62,,,,,
York-Ring,Grevener Straße,mi,1/13/2016,12:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,,,,20,,,,
Kampstraße,2,mi,1/13/2016,18:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2,1,72,,,,,
Gartenstraße,83,mi,1/13/2016,19:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,1,27,,,,,
Warendorfer Straße,Schwelingstraße,mi,1/13/2016,7:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2/3,1,55,,,,,
Werseesch,,mi,1/13/2016,4:10,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,58,,Stadt,,,
Augustastraße,24,mi,1/13/2016,21:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2/3,1,27,,,,,
Georgstraße,4,mi,1/13/2016,7:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,1,1,41,,,,,
Weseler Straße,Boeselagerstraße,mi,1/13/2016,7:30,5,,m,,,,,3,,1,n,,,,2,,,,21,ms,21,waf,,201,,14,,,,1/3,1,39,,,,,
Hammer Straße,B 51,mi,1/13/2016,7:00,5,,m,,,,,2,,,,,,,1,1,,,21,st,40,ob,,231,,14,,,,2/3,1,61,,,,,
Amelsbürener Straße,Caldeloerweg,mi,1/13/2016,9:10,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,201,,14,,,,,1,52,,,,,
Albersloher Weg,445,mi,1/13/2016,12:19,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ham,,711,,36,,,,,1,72,,,,,
Friedrich-Ebert-Straße,69,do,1/14/2016,8:05,5,,m,,,,,2,,,,,,,2,,,,21,un,21,so,,701,,14,,,,1,1,27,,,,,
Albert-Schweitzer-Straße,Parkhaus UKM,do,1/14/2016,13:15,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,coe,,703,,36,,,,,1,65,,,,,
Piusallee,24,do,1/14/2016,8:30,5,,m,,,,,2,,,,,,,2,,,,21,re,21,ms,,501,,14,,,,,,26,,,,,
Engelstraße,Herwarthstraße,do,1/14/2016,8:15,5,,o,,,,,2,,,,,,,2,,,,21,nrw,21,ms,,711,,44,,,,,1,36,,,,,
Rudolf-Diesel-Straße,Schifffahrter Damm,do,1/14/2016,17:10,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,201,,14,,,,2,1,23,,,,,
Gartenbreie,52,do,1/14/2016,17:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,1,74,,,,,
Eimermacherweg,25,fr,1/15/2016,4:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2,1,54,,,,,
Inselbogen,Kappenberger Damm,mi,1/13/2016,13:30,5,,a,,,,,2,,,,,,,2,,,,21,st,21,ms,,281,,32,,,,,,51,,,,,
Sentmaringer Weg,Haus Sentmaring,di,1/5/2016,18:04,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,299,,35,,,,2/3,1,46,,,,,
Zum Guten Hirten ,23b,so,1/10/2016,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
An der Kleikuhle,12,mi,1/6/2016,22:00,5,X,,,,,,2,,,,,,,1,1,,,21,hei,40,coe,,711,,36,,,,2/3,,32,,,,,
Klemensstraße,4,do,1/14/2016,10:15,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,799,,55,,,,,1,22,,,,,
Weseler Straße,Kolde-Ring,do,1/14/2016,12:15,5,,a,,,,,2,,,,,,,2,,,,21,st,21,do,,251,,35,,,,,,47,,,,,
Bürenstraße,16,do,1/14/2016,8:35,2,,,,,1,1,1,,1,n,,,,,,,,71,,,,,141,,49,72,,,,2,45,,,,,
Hammer Straße,1,fr,1/8/2016,12:10,5,,a,,,,,2,,,,,,,1,1,,,21,ms,44,coe,,651,,49,,,,,,43,,,,,
Hensenstraße,Gescherweg,mo,1/4/2016,13:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ne,,211,,32,,,,,1,28,,,,,
Albersloher Weg,B 51,mi,1/6/2016,7:55,5,,z,,,,,2,,,,,,,1,1,,,44,ms,21,ms,,641,,26,,,,1/3,1,53,,,,,
Mecklenbecker Straße,1,mo,1/11/2016,10:48,5,,z,,,,,2,,,,,,,2,,,,21,bor,21,st,,601,,14,,,,,1,25,,,,,
Albersloher Weg,5,mo,1/11/2016,17:03,5,,z,,,,,2,,,,,,,2,,,,21,st,21,st,,640,,26,,,,2,1,77,,,,,
Schifffahrter Damm,Edelbach,di,1/12/2016,12:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,PL,,201,,14,,,,,1,44,,,,,
Katthagen,2,di,1/12/2016,13:40,5,,z,,,,,2,,,,,,,1,1,,,40,so,21,ms,,502,,14,,,,,1,23,,,,,
Steinfurter Straße,114,di,1/12/2016,11:18,5,,z,,,,,2,,,,,,,,1,1,,33,bor,44,ms,,501,,14,,,,,1,60,,,,,
Gartenstraße,Hoher Heckenweg,di,1/12/2016,13:55,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,,1,38,,,,,
Westhoffstraße,1,di,1/12/2016,20:07,5,,a,,,,,2,,,,,,,2,,,,21,LV,21,ms,,303,,37,,,,2/3,,39,,,,,
Albersloher Weg,B 51,mi,1/13/2016,19:55,5,,z,,,,,2,,,,,,,2,,,,21,te,21,ms,,621,,14,,,,2/3,1,52,,,,,
Scheibenstraße,38,mi,1/13/2016,20:00,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,2,1,51,,,,,
Dorbaumstraße,Handorfer Straße,mi,1/13/2016,15:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,28,,,,,,25,,,,,
Georgskommende,Zufahrt parkhaus,mi,1/13/2016,19:45,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,eu,,703,,44,,,,2,1,57,,,,,
Von-Vincke-Straße,Windthorststraße,do,1/14/2016,19:07,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,651,,14,,,,2,1,71,,,,,
Dortmunder Straße,Hafenweg,do,1/14/2016,6:55,5,,z,,,,,2,,,,,,,1,1,,,46,st,21,ms,,601,,14,,,,2/3,1,57,,,,,
Weseler Straße,An der Hansalinie,do,1/14/2016,15:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,1,51,,,,,
Eisenbahnstraße,10,do,1/14/2016,22:40,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ms,,641,,26,,,,2/3,1,62,,,,,
Salzstraße,Von-Vincke-Straße,do,1/14/2016,16:00,5,,m,,,,,3,,,,,,,3,,,,21,bor,21,bf,,601,,14,,,,,1,26,,,,,
Kristiansandstraße,Von-Humboldt-Straßedo,do,1/14/2016,11:38,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,te,,621,,14,,,,,1,62,,,,,
Warendorfer Straße,Piusallee,fr,1/15/2016,17:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,601,,14,,,,2,,57,,,,,
Schifffahrter Damm,66,fr,1/15/2016,12:25,5,,m,,,,,2,,,,,,,2,,,,21,mi,21,ro,,501,,14,,,,,1,48,,,,,
Roxeler Straße,416,fr,1/15/2016,13:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,36,,,,,1,67,,,,,
Hoyastraße,ggü. 1a,fr,1/15/2016,20:06,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2/3,,23,,,,,
Dieckmannstraße,Höhe Bakenhof,fr,1/15/2016,23:30,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,141,,49,,,,2,,41,,Stadt,,,
Corrensstraße,48,fr,1/15/2016,14:05,5,,o,,,,,1,,,,,,,,1,,,44,el,,,,141,,14,,,,,1,40,,Stadt,,,
Nevinghoff,4,fr,1/15/2016,13:15,5,,o,,,,,2,,,,,,,2,,,,21,ham,21,waf,,501,,14,,,,,,28,,,,,
Annette-Allee,Parkplatz Mövenpick,fr,1/15/2016,9:36,5,,m,,,,,2,,,,,,,2,,,,21,bm,21,mh,,703,,14,,,,,1,50,,,,,
Schloßplatz,ggü. Überwasserstraße,fr,1/15/2016,18:15,5,,m,,,,,2,,,,,,,2,,,,21,gö,21,waf,,231,,14,,,,2,,50,,,,,
Osthoffstraße,Brücke BAB 43,sa,1/16/2016,19:05,5,,,o,,,,1,,,,,,,1,,,,21,waf,,,,751,,0,,86,,2,2,31,,,,,
Soester Straße,63,sa,1/16/2016,16:00,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,1,35,,,,,
Schreiberstraße,5a,sa,1/16/2016,10:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,323,,14,,,,,1,33,,,,,
Steinfurter Straße,57,sa,1/16/2016,11:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,st,,631,,14,,,,,1,18,,,,,
Soester Straße,56,sa,1/16/2016,11:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,501,,14,,,,,1,57,,,,,
Sebastianstraße,Kirmstraße,sa,1/16/2016,13:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,35,,,,,
Stauffenstraße,47,sa,1/16/2016,19:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,2,1,23,,,,,
Rosenstraße,10,sa,1/16/2016,14:29,5,,m,,,,,2,,,,,,,2,,,,21,bf,21,os,,501,,14,,,,,1,53,,,,,
Kemperweg,Königsberger Straße,so,1/17/2016,4:45,5,,o,,,,,2,,,,,,,1,1,,,21,bf,40,,,501,,14,,,,2/3,2,20,,,,,
Dondersring,,so,1/17/2016,18:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,mk,,711,,36,,,,2,1,54,,,,,
Steinfurter Straße,ARAL-Tankstelle,so,1/17/2016,16:31,5,,m,,,,,2,,,,,,,2,,,,21,st,21,hr,,711,,36,,,,,,57,,,,,
Oberschlesier Straße,93,di,1/12/2016,13:00,5,X,,,,,,2,,,,,,1,,,,1,92,,11,ms,,799,,49,,,,,,F,,,,,
Steinfurter Straße,60b,do,1/7/2016,11:45,5,X,,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,,,74,,,,,
Hugo-Pottebaum-Platz,4,so,1/3/2016,11:40,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,82,,,,,
Hohe Geest,Merkureck,mo,1/18/2016,7:27,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,279,,34,,,,2/3,1,22,39,,,,
Bachstraße,3,so,1/3/2016,0:00,4,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,49,,,,,,F,,,,,
Niedersachsenring,Piusallee,do,1/14/2016,14:40,3,,,,,,1,2,,,,,,,2,,,,21,ah,21,st,,621,,14,,,,,1,18,47,,,,
Feldstiege,Feldstiege,sa,1/9/2016,13:30,5,X,,,,,,1,,,,,,,1,,,,21,,,,,799,,49,,,,,,F,,Stadt,,,
Friedrich-Ebert-Straße,105,mo,1/4/2016,6:00,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,243,,34,,,,2/3,1,55,32,,,,
Am Stadtgraben,42,mo,1/18/2016,16:35,5,,a,,,,,2,,,,,,,2,,,,21,coe,21,coe,,703,,49,,,,,,54,,,,,
Anrheimweg,Laustiege,do,1/14/2016,8:22,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,141,,49,73,,,,2,83,,,,,
Buckstraße,11,mo,1/4/2016,7:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Schifffahrter Damm,Königsberger Straße,di,1/5/2016,5:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,st,,301,,28,,,,2,,39,,,,,
Scheibenstraße,44,fr,1/15/2016,10:30,5,,z,,,,,2,,,,,,,1,1,,,44,re,21,st,,701,,14,,,,,,47,,,,,
Moltkestraße,Ludgeriplatz,fr,1/15/2016,14:45,5,,z,,,,,2,,,,,,,1,,1,,31,rt,21,PL,,252,,14,,,,,,64,,,,,
Wolbecker Straße,Friedrichstraße,fr,1/15/2016,22:10,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,st,,221,,32,,,,1/3,,22,,,,,
Siemensstraße,Ausfahrt Mediamarkt,fr,1/15/2016,17:55,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,321,,28,37,,,3,,64,,,,,
Deermannstraße,114,fr,1/15/2016,13:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,23,,,,,
Am Berg Fidel,Höhe Parkplatz Preußen,fr,1/15/2016,15:22,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,be,,201,,14,,,,,,50,,,,,
Albersloher Weg,Erbdrostenweg,fr,1/15/2016,19:16,5,,m,,,,,2,,,,,,,1,1,,,40,waf,21,ms,,623,,14,,,,2/3,,25,,,,,
Gasselstiege,1,sa,1/16/2016,18:40,5,,z,,,,,2,,,,,,,1,1,,,40,m,21,ms,,501,,14,,,,2/3,1,57,,,,,
Willingrott,14,sa,1/16/2016,20:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,681,,14,,,,2/3,1,19,,,,,
Wilkinghege,Dauvemühle,sa,1/16/2016,18:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,mk,,609,,14,,,,2,1,43,,,,,
Holtmannsweg,Eichhornweg,sa,1/16/2016,20:45,5,,m,,,,,2,,,,,,,2,,,,21,re,21,du,,201,,14,,,,2,1,36,,,,,
Hubertistraße,20,so,1/17/2016,22:02,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,43,,,,,
Im Dahl,5,so,1/17/2016,15:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,49,,,,,
Pater-Kolbe-Straße,14,mo,1/18/2016,11:45,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,56,,,,,
Lühnstiege,8,mo,1/18/2016,12:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,me,,501,,14,,,,,,52,,,,,
Weseler Straße,150m vor Welsingheide FR ausw.,mo,1/18/2016,20:55,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,31,,,,,
Studtstraße,51,mo,1/18/2016,14:25,5,,o,,,,,2,,1,j,,,,1,,,,71,,21,bi,,501,,14,,,,,,11,,,,,
Hammer Straße,Am Berg Fidel,mo,1/18/2016,10:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,k,,601,,14,,,,,,69,,,,,
Alter Mühlenweg,120,mo,1/18/2016,8:15,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,1,1,45,,,,,
Maximilianstraße,45,mo,1/18/2016,17:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,1,,19,,,,,
Ferdinand-Freiligrath-Straße,27,mo,1/18/2016,13:20,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,lp,,501,,14,,,,,,80,,,,,
Brüningheide,Josef-Beckmann-Straße,mo,1/18/2016,12:10,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,141,,82,,,,,,55,,Stadt,,,
Albersloher Weg,Nieberdingstraße,do,1/7/2016,18:07,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,283,,35,,,,2/3,1,41,27,,,,
York-Ring,Gasselstiege,sa,1/2/2016,13:40,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,28,,,,,1,23,,,,,
Weseler Straße,Bismarckallee,do,1/21/2016,1:30,5,,a,,,,,2,,,,,,,2,,,,21,clp,21,ms,,651,,14,26,,,2/3,,23,,,,,
Juffernkamp,19a,so,1/3/2016,23:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Mecklenbecker Straße,328,do,1/7/2016,9:50,5,,a,,,,,1,,,,,,,1,,,,21,ms,,,,763,04,49,,,,,,68,,Stadt,,,
Hoyastraße,21,sa,1/16/2016,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Zeppelinstraße,2,di,1/19/2016,16:50,5,,a,,,,,2,,,,,,,,2,,,40,re,40,bn,,599,,49,,,,,,48,,,,,
Kinderhauser Straße,181,mo,1/18/2016,13:50,5,,a,,,,,2,,,,,,,1,1,,,21,ms,40,hsk,,711,,36,,,,,,19,,,,,
Zum Rieselfeld,Kanalstraße,di,1/19/2016,15:20,3,,,,,,1,3,,,,,,,3,,,,21,ms,21,ms,,621,,14,,,,,1,57,58,,,,
Einsteinstraße,Orleans-Ring,so,1/17/2016,16:42,3,,,,,,1,2,,,,,,,2,,,,21,PL,21,ms,,281,,35,,,,,1,34,37,,,,
Schuckertstraße,16,fr,1/15/2016,6:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,Stadt,,,
Roxeler Straße,Schelmenstiege,do,1/14/2016,7:37,3,,,,,,1,2,,1,j,,,,1,,,,21,ms,71,,,341,,28,,,,2/3,1,60,50,,,,
Hammer Straße,Friedrich-Ebert-Straße,fr,1/15/2016,18:10,3,,,,,,1,2,,1,n,,,,1,,,,21,ah,71,,,243,,34,,,,2/3,1,21,26,,,,
Von-Stauffenberg-Straße,Sperlichstraße,mi,1/20/2016,10:50,3,,,,,,2,2,,,,,,,2,,,,21,coe,21,st,,321,,27,,,,,1,37,48,,,,
Roxeler Straße,Ramertsweg,fr,1/8/2016,14:40,2,,,,,1,,2,,,,,,,1,,,1,21,ms,59,,,321,,28,,,,,,32,76,,,,
Schillerstraße,Querstraße,mo,1/18/2016,7:50,3,,,,,,1,2,1,,,,,,1,,,,21,noh,81,,,221,,40,,,,1/3,2,27,19,,,,
Osttor,Rubensstraße,mo,1/4/2016,18:45,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,221,,40,,,,1/3,1,63,16,,,,
Grüner Weg,1,mo,1/4/2016,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2,1,F,,,,,
Rjasanstraße,3,sa,1/16/2016,23:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,,F,,,,,
Aegidiistraße,Parkplatz,sa,1/9/2016,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,1,F,,,,,
Kolde-Ring,Sperlichstraße,mo,1/11/2016,16:10,3,,,,,,1,2,,,,,1,,,1,,,40,ms,01,,,721,,36,,,,1,1,49,22,,,,
Ludgeristraße,100,sa,1/16/2016,9:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,580,,45,,,,,,F,,,,,
Alter Mühlenweg,50,di,1/12/2016,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,681,,11,14,,,2,1,F,,,,,
Wolbecker Straße,Bremer Platz,mi,1/13/2016,20:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,634,,14,,,,2,1,65,,,,,
Rolevinckweg,16,fr,1/15/2016,8:55,5,,z,,,,,2,,,,,,,1,1,,,44,ms,21,ms,,711,,36,,,,,1,49,,,,,
Frie-Vendt-Straße,Busparkplatz,sa,1/16/2016,22:20,5,,o,,,,,2,,,,,,,,,2,,33,ms,33,st,,703,,44,,,,2,1,59,,,,,
Alter Mühlenweg,Kasewinkel,mo,1/18/2016,20:05,5,,,o,,,,1,,,,,,,1,,,,21,os,,,,751,,0,,86,,2,,53,,,,,
Hermannstraße,59,mo,1/18/2016,9:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,cas,,501,,14,,,,,,39,,,,,
Friedrich-Ebert-Straße,110,mo,1/18/2016,9:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,d,,703,,36,,,,,,64,,,,,
Burgstraße,13,mo,1/18/2016,18:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,37,,,,,
Industrieweg,110,mo,1/18/2016,16:37,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,,,64,,,,,
Bahnhofstraße,Herwarthstraße,mo,1/18/2016,11:15,5,,m,,,,,2,,,,,,,1,,1,,21,st,31,st,,723,,36,37,,,,,67,,,,,
Königsstraße,37,mo,1/18/2016,13:30,5,,o,,,,,2,,,,,,,2,,,,21,te,21,ms,,711,,36,,,,,,68,,,,,
Mecklenbecker Straße,112,mo,1/18/2016,15:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,326,,28,,,,,,77,,,,,
Von-Kluck-Straße,17,mo,1/18/2016,11:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,51,,,,,
B 51,AS Albersloher Weg FR WAF,mo,1/18/2016,9:00,5,,a,,,,,2,,,,,,,1,1,,,21,ms,46,CZ,,633,,29,,,,,1,25,,,,,
