vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Marktallee,10,mi,2/3/2016,13:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,46,,,,,
Zur Windmühle,4,mi,2/3/2016,14:01,5,,o,,,,,2,,,,,,,1,1,,,46,NL,21,te,,711,,36,,,,,,47,,,,,
Andreas-Hofer-Straße,Zufahrt Kloster,mi,2/3/2016,6:49,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,un,,252,,14,,,,1,,34,,,,,
Lauheider Straße,Galgenheide,mi,2/3/2016,7:45,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,,,45,,,,,
Jungeblodtplatz,Parkplatz,mi,2/3/2016,11:20,5,,o,,,,,2,,,,,,,2,,,,21,bor,21,coe,,703,,36,,,,,,71,,,,,
Westfalenstraße,157,mi,2/3/2016,23:35,5,,o,,,,,1,,,,,,,,1,,,46,hh,,,,799,,49,,,,2/3,,48,,Stadt,,,
Kappenberger Damm,60,mi,2/3/2016,9:03,5,,m,,,,,2,,,,,,,,1,,1,59,st,44,bn,,711,,36,,,,,,31,,,,,
Freckenhorster straße,200m vor Telgter Kreuz,mi,2/3/2016,19:00,5,,,o,,,,1,,,,,,,1,,,,21,waf,,,,751,,0,,86,,2,1,67,,,,,
Pottkamp,19,mi,2/3/2016,19:45,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,711,,36,,,,2/3,1,27,,,,,
Siemensstraße,Höhe Media-Markt,mi,2/3/2016,19:10,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,ms,,711,,36,,,,2,1,25,,,,,
Grüner Weg,24,mi,2/3/2016,14:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,67,,,,,
Wolbecker Straße,Hansaring,mi,2/3/2016,16:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,644,,26,,,,,,39,,,,,
Hammer Straße,B 51 FR BAB,mi,2/3/2016,18:30,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,d,,231,,14,,,,,,54,,,,,
Friedrich-Ebert-Straße,Dahlweg,mi,2/3/2016,16:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,623,,14,,,,,,19,,,,,
Albersloher Weg,28,mi,2/3/2016,23:15,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,hh,,604,,14,,,,2/3,,33,,,,,
Delpstraße,,mi,2/3/2016,16:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,so,,703,,36,,,,,,87,,,,,
Albersloher Weg,Theodor-Scheiwe-Straße,mi,2/3/2016,22:35,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ah,,630,,26,,,,2/3,,23,,,,,
Scharnhorststraße,100,mi,2/3/2016,20:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2,1,28,,,,,
Landwehr,,mi,2/3/2016,19:25,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,19,,,,,
Schifffahrter Damm,300m v. Sudmühlenstraße,mi,2/3/2016,15:44,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,,,61,,,,,
Nevinghoff,,mi,2/3/2016,18:08,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,,70,,,,,
Hohenzollernring,Warendorfer Straße,do,2/4/2016,10:00,5,,o,,,,,2,,,,,,,2,,,,21,m,21,ms,,623,,14,,,,,1,28,,,,,
Friedrich-Ebert-Straße,142,do,2/4/2016,9:30,5,,m,,,,,2,,,,,,,2,,,,21,wi,21,ms,,703,,36,,,,,1,27,,,,,
Tibusplatz ,Zufahrt Tibusstift,do,2/4/2016,11:55,5,,o,,,,,1,,,,,,,1,,,,21,m,,,,799,,49,,,,,1,47,,,,,
Stralsundweg,1,do,2/4/2016,10:36,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,1,18,,,,,
Bahnhofstraße,20,fr,2/5/2016,12:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,640,,26,,,,,1,34,,,,,
Stettiner Straße,Mecklenburger Straße,do,1/28/2016,7:55,3,,,,,,1,2,,,,,1,,1,,,,21,ms,01,,,341,,28,,,,,1,68,58,,,,
Engelstraße,50,do,2/4/2016,8:30,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,601,,49,,,,,1,76,70,,,,
Weseler Straße,575,fr,2/5/2016,7:40,3,,,,,,1,2,1,,,,,,1,,,,21,ms,81,,,221,,40,,,,2/3,1,19,52,,,,
Kanalstraße,ggü. Nevinghoff,sa,1/30/2016,13:20,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,121,,13,49,,,,1,24,,,,,
Siemensstraße,56,do,2/4/2016,15:30,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,waf,,322,,37,,,,,,49,,,,,
Am Steintor,,di,1/26/2016,18:36,5,,z,,,,,2,,,,,,,1,,1,,21,lp,33,st,,640,,26,,,,1,,33,,,,,
Wiener Straße,Manfredstraße,di,2/2/2016,22:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,gt,,501,,14,,,,2/3,,37,,,,,
Kinderhauser Straße,233,di,2/2/2016,11:35,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,31,,,,,
Westfalenstraße,Hummelbrink,di,2/2/2016,19:30,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,322,,28,,,,2/3,1,19,,,,,
Rüpingstraße,13,di,2/2/2016,18:20,5,,z,,,,,2,,,,,,,2,,,,21,st,21,si,,711,,36,,,,2,1,19,,,,,
Anoniuskirchplatz,20,di,2/2/2016,17:27,5,,m,,,,,2,,,,,,,2,,,,21,be,21,ms,,551,,37,,,,1,1,35,,,,,
Weseler Straße,370,di,2/2/2016,10:00,5,,z,,,,,2,,,,,,,,2,,,46,bt,40,ms,,634,,26,,,,,,33,,,,,
Weseler Straße,Boeselagerstraße,di,2/2/2016,10:35,5,,m,,,,,2,,,,,,,,2,,,40,ms,46,bt,,651,,14,,,,,,34,,,,,
Von-Esmarch-Straße,Kreisverkehr,mi,2/3/2016,13:45,5,,a,,,,,2,,1,n,,,,1,,,,21,coe,71,,,343,,28,,,,,,47,,,,,
Eisenbahnstraße,Servatiiplatz,do,2/4/2016,11:05,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,623,,14,,,,,1,46,,,,,
Rincklakeweg,37,do,2/4/2016,12:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,,27,,,,,
Hiltruper Straße,Marktplatz Wolbeck,do,2/4/2016,11:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,81,,,,,
Wolbecker Straße,Bremer Platz,fr,2/5/2016,15:20,5,,m,,,,,2,,,,,,,2,,,,21,oh,21,st,,634,,26,,,,,1,25,,,,,
Warendorfer Straße,183,fr,2/5/2016,9:03,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,coe,,703,,14,,,,,1,19,,,,,
Am Dill,9,mo,2/8/2016,0:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2,,18,,,,,
Neutor,Münzstraße,mi,1/6/2016,12:20,5,X,,,,,,2,,,,,,,1,,1,,31,st,21,coe,,651,,14,,,,,,32,53,,,,
Adenauerallee,1,fr,1/1/2016,3:30,2,,,,,1,,2,1,,,,,,1,,,,81,,21,bn,,421,,69,,,,2/3,,50,53,,,,
Melchersstraße,62,do,1/28/2016,18:45,3,,,,,,1,2,,1,n,,,,1,,,,21,noh,71,,,581,,45,,,,2/3,1,62,55,,,,
Am Roggenkamp,194a,sa,1/9/2016,13:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
Hohenzollernring,Bernsmeyerstiege,so,2/7/2016,22:10,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,224,,35,,,,2/3,,47,36,,,,
Holtmannsweg,An den Speichen,mo,2/1/2016,8:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,coe,,601,,14,,,,,1,26,,,,,
Eisenbahnstraße,15,mi,2/3/2016,11:10,5,,m,,,,,2,,,,,,,,,2,,33,coe,31,ak,,601,,14,,,,,1,24,,,,,
Sentmaringer Weg,Grüner Grund,do,2/4/2016,18:50,5,,a,,,,,2,,1,n,,,,1,,,,71,,21,ms,,262,,14,,,,2/3,1,72,,,,,
Grevener Straße,Prins-Claus-Kaserne,do,2/4/2016,13:27,5,,a,,,,,2,,,,,,,2,,,,21,bor,21,NL,,303,,28,,,,,1,27,,,,,
Steinfurter Straße,B 54,do,2/4/2016,11:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,1,40,,,,,
Mecklenbecker Straße,Dingbängerweg,do,2/4/2016,20:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,2,1,18,,,,,
Oberort,70,do,2/4/2016,6:50,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,44,,,,,
Hiltruper Straße,6,do,2/4/2016,10:00,5,,m,,,,,2,,,,,,,2,,,,21,n,21,waf,,703,,36,,,,,1,26,,,,,
Hammer Straße,Trauttmansdorffstraße,do,2/4/2016,17:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,1,1,51,,,,,
Marktallee,Leibnitzstraße,do,2/4/2016,16:35,5,,m,,,,,2,,,,,,,1,1,,,44,st,21,ms,,591,,14,,,,,1,48,,,,,
Schaumburgstraße,16,do,2/4/2016,11:20,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,36,,,,,,38,,,,,
Westhoffstraße,138,fr,2/5/2016,12:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,1,75,,,,,
Piusallee,Goldstraße,fr,2/5/2016,17:41,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,2,1,60,,,,,
Grevener Straße,69,fr,2/5/2016,19:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,1,58,,,,,
Prozessionsweg,413,fr,2/5/2016,8:47,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,1,40,,,,,
Alter Steinweg,Parkhaus,fr,2/5/2016,10:53,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,m,,703,,14,,,,,,81,,,,,
Weseler Straße,Mermannsstiege,fr,2/5/2016,7:59,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,37,,,,1,1,31,,,,,
Bremer Straße,15,fr,2/5/2016,11:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,d,,501,,14,,,,,1,23,,,,,
Leonardocampus,Parkplatz Kunstakademie,fr,2/5/2016,15:34,5,,m,,,,,2,,,,,,,2,,,,21,un,21,kle,,703,,36,,,,,,21,,,,,
Wolbecker Straße,Bahnhofstraße,fr,2/5/2016,15:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,572,,36,,,,,1,47,,,,,
Hammer Straße,Geiststraße,fr,2/5/2016,16:07,5,,m,,,,,3,,,,,,,3,,,,21,m,21,coe,,611,,14,,,,,,32,,,,,
Grevener Straße,Friesenring,fr,2/5/2016,15:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,602,,14,,,,,1,46,,,,,
Georgskommende,Parkhaus,fr,2/5/2016,10:25,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,703,,36,,,,,,66,,,,,
Hessenweg,2,fr,2/5/2016,9:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,37,,,,,1,37,,,,,
Catharina-Müller-Straße,5,fr,2/5/2016,13:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,bn,,711,,36,,,,,,51,,,,,
Ostmarkstraße,Schifffahrter Damm,fr,2/5/2016,9:07,5,,m,,,,,2,,,,,,,,1,,1,31,noh,59,ms,,640,,26,,,,,1,54,,,,,
Dettenstraße,3,sa,2/6/2016,11:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,55,,,,,
Friedrich-Ebert-Straße,143,sa,2/6/2016,13:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,59,,,,,
Marktallee,42,sa,2/6/2016,11:55,5,,m,,,,,2,,,,,,,2,,,,40,ms,21,ms,,594,,14,,,,,,58,,,,,
Am Max-Klemens-Kanal,Höhe Am Knapp,sa,2/6/2016,1:10,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,,,,,,,,
Gartenstraße,29,sa,2/6/2016,9:45,5,,m,,,,,2,,,,,,,2,,,,21,NL,21,gl,,711,,36,,,,,,61,,,,,
Warendorfer Straße,Piusallee,sa,2/6/2016,11:58,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,59,,,,,
Alter Steinweg,Parkhaus,sa,2/6/2016,11:55,5,,m,,,,,2,,,,,,,2,,,,21,re,21,waf,,703,,36,,,,,,22,,,,,
Steinfurter Straße,269,so,2/7/2016,12:40,5,,a,,,,,3,,,,,,,3,,,,21,el,21,ler,,602,,14,,,,,,55,,,,,
Heerdestraße,29,so,2/7/2016,14:20,5,,m,,,,,2,,,,,,,2,,,,21,un,21,ms,,501,,14,,,,,,52,,,,,
Willy-Brandt-Weg,11,so,2/7/2016,14:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,coe,,301,,37,,,,,,45,,,,,
Clevornstraße,5,so,2/7/2016,17:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,1,56,,,,,
Roxeler Straße,Dieckmannstraße,mo,2/8/2016,22:30,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,640,,26,,,,2/3,1,27,,,,,
Marktallee,40,mo,2/8/2016,18:50,5,,m,,,,,2,,,,,,,2,,,,21,MKA,21,ms,,711,,36,,,,2,1,45,,,,,
Grevener Straße,ggü. 208,mo,2/8/2016,16:24,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,601,,14,,,,,,38,,,,,
Unckelstraße,71,mo,2/8/2016,14:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,,,28,,,,,
Grafschaft,1km vor Kappenberger Damm,mo,2/8/2016,18:05,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,,36,,,,,
Am Klosterwald,8,mo,2/8/2016,11:15,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,1,58,,Stadt,,,
Warendorfer Straße,47,mo,2/8/2016,18:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,701,,14,,,,2/3,1,29,,,,,
Mondstraße,5a,mo,2/8/2016,20:30,5,,m,,,,,3,,,,,1,1,1,,,,21,ms,12,ms,,703,,14,,,,2/3,1,30,,,,,
Verspoel,Ludgeristraße,fr,2/5/2016,20:10,5,,z,,,,,2,,,,,,,2,,,,21,re,21,ms,,501,,14,,,,,,24,,,,,
Piusallee,132,fr,2/5/2016,12:40,5,,z,,,,,2,,,,,,,1,1,,,21,ms,44,bn,,703,,14,,,,,1,72,,,,,
Niedersachsenring,6,fr,2/5/2016,15:25,5,,z,,,,,2,,,,,,,1,,,1,59,ms,21,ms,,601,,14,,,,,1,29,,,,,
Grevener Straße,Ermlandweg,sa,2/6/2016,14:15,5,,z,,,,,2,,,,,,,1,1,,,21,ms,46,coe,,640,,26,,,,,,53,,,,,
Dülmener Straße,29,mo,2/8/2016,11:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,703,,14,,,,,1,68,,,,,
Westfalenstraße,50m südl. Haltestelle Heidhorn,mo,2/8/2016,12:05,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,141,,49,87,,,,1,18,,,,,
Hoyastraße,22a,mo,2/8/2016,20:15,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,ms,,701,,14,,,,2/3,1,24,,,,,
Rüschhausweg,1,mo,2/8/2016,11:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,57,,,,,
Windthorststraße,Höhe Lackmuseum,di,2/9/2016,16:45,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,1,28,,,,,
Wolbecker Straße,Sternstraße,di,2/9/2016,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,201,,14,,,,2,1,32,,,,,
Eisenbahnstraße,Servatiiplatz,di,2/9/2016,16:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,630,,26,,,,,1,48,,,,,
Sophienstraße,11,di,2/9/2016,17:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,noh,,501,,14,,,,1,1,26,,,,,
Schifffahrter Damm,525,di,2/9/2016,1:15,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,141,,13,81,84,,2,1,52,,Stadt,,,
Piusallee,182,di,2/9/2016,10:20,5,,o,,,,,1,,,,,,,1,,,,21,hs,,,,711,,36,,,,,1,25,,Stadt,,,
Meesenstiege,54,di,2/9/2016,20:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,703,,36,,,,2,1,19,,,,,
Metzerstraße,70,mi,2/10/2016,12:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,dh,,501,,14,,,,,1,67,,,,,
Wolbecker Straße,Dortmunder Straße,di,2/9/2016,9:03,3,,,,,,1,2,,1,n,,,,1,,,,21,rüg,,,,211,,49,,,,,1,29,75,,,,
Warendorfer Straße,Stiftsstraße,fr,1/22/2016,15:05,3,X,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,243,,34,,,,,,73,71,,,,
schulstraße,31,di,1/12/2016,19:30,5,X,,,,,,2,,,,,,,2,,,,21,st,21,boe,,799,,49,,,,2/3,1,F,,,,,
Alter Steinweg,Winkelstraße,do,2/4/2016,12:15,3,,,,,,1,2,1,,,,,,1,,,,21,rt,81,,,242,,40,,,,,1,25,29,,,,
Hammer Straße,315,mi,2/10/2016,15:00,3,,,,,,1,2,,,,,,,1,1,,,44,st,21,ms,,601,,14,,,,,,37,23,,,,
Königsstraße,Parkhaus,sa,1/9/2016,10:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,hsk,,799,,49,,,,,,70,,,,,
Warendorfer Straße,189,sa,1/2/2016,16:52,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,1,1,F,,,,,
Friedrich-Ebert-Straße,147,sa,1/2/2016,15:39,3,,,,,,1,3,,,,,,,3,,,,21,gt,21,ms,,551,,37,,,,,1,26,31,,,,
Warendorfer Straße,97,di,2/9/2016,9:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,703,,49,,,,,,F,,,,,
Havixbecker Straße,Buschkamp,fr,1/15/2016,17:00,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,222,,40,,,,2/3,,47,70,,,,
Hogenbergstraße,132,do,1/21/2016,18:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,RB 12.02.2016,,,
Albersloher Weg,Brücke Emmerbach,mi,1/13/2016,11:35,2,,,,,1,,1,,,,,,,1,,,,21,ms,,,,141,,49,,,,,,75,,,,,
Servatiiplatz,3,di,1/26/2016,9:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Warendorfer Straße,22,sa,1/30/2016,12:25,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,55,,,,,
Gartenstraße,Lublinring,mo,2/8/2016,19:05,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,304,,28,,,,2,1,51,,,,,
Bennostraße,5,di,2/9/2016,20:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,28,,,,,
Hoher Heckenweg,Piusallee,di,2/9/2016,14:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,640,,26,,,,,1,31,,,,,
Vivaldistraße,30,di,2/9/2016,22:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,27,,,,,
Am Rohrbusch,200m h. BAB,di,2/9/2016,13:06,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,coe,,102,,13,11,,,,1,37,,,,,
Schifffahrter Damm,24,di,2/9/2016,10:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,58,,,,,
Warendorfer Straße,37,di,2/9/2016,10:15,5,,o,,,,,2,,,,,,,2,,,,21,st,21,me,,711,,36,,,,,,51,,,,,
Steinfurter Straße,Austermannstraße,di,2/9/2016,7:30,5,,m,,,,,2,,,,,,,1,1,,,51,st,21,coe,,640,,26,,,,,,66,,,,,
Steinfurter Straße,Wilkinghege,di,2/9/2016,16:30,5,,m,,,,,2,,,,,,,2,,,,21,noh,21,re,,601,,14,,,,,1,56,,,,,
Scharnhorststraße,2,di,2/9/2016,16:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,592,,14,,,,,1,65,,,,,
Nimrodtweg,4,di,2/9/2016,14:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,30,,,,,
Hammer Straße,26,di,2/9/2016,14:55,5,,z,,,,,2,,,,,,,1,,1,,31,ms,21,os,,501,,14,,,,,1,30,,,,,
Kettelerstraße,28,di,2/9/2016,12:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,pb,,501,,14,,,,,1,83,,,,,
Königsberger Straße,84,di,2/9/2016,12:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,501,,14,,,,,,62,,,,,
Dammstraße,17,di,2/9/2016,15:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,62,,,,,
Wolbecker Straße,110,di,2/9/2016,22:00,5,,o,,,,,2,,,,,,,2,,,,11,ms,21,nrw,,712,,44,,,,2,1,89,,,,,
Am Steintor,k.v. Wolbeck,di,2/9/2016,15:55,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,,1,35,,,,,
Urbanstraße,9,di,2/9/2016,13:55,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,630,,26,,,,,1,44,,,,,
Glasuritstraße,2 / Parkplatz Action,di,2/9/2016,12:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,1,36,,,,,
Von-Vincke-Straße,14,di,2/9/2016,10:20,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,,,66,,,,,
Schorlemerstraße,Engelstraße,sa,2/6/2016,12:40,5,,m,,,,,2,,,,,,,2,,,,21,mi,21,te,,651,,14,,,,,,44,,,,,
Manfred-von-Richthofen-Straße,Andreas-Hofer-Straße,sa,2/6/2016,23:25,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,321,,28,,,,2/3,,21,,,,,
Albersloher Weg,12,sa,2/6/2016,20:45,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,mk,,623,,14,,,,2/3,,27,,,,,
Ludgeriplatz,Ludgeristraße,sa,2/6/2016,8:30,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,232,,34,,,,,,22,,,,,
Albersloher Weg,Am Hawerkamp,do,1/21/2016,17:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,2/3,2,37,,,,,
An der Alten Ziegelei,33,mo,2/8/2016,11:10,5,,z,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,703,,36,,,,,1,70,,,,,
Rosenplatz,1,di,2/2/2016,14:10,5,X,,,,,,2,,,,,,,1,1,,,44,waf,21,ms,,799,,49,,,,,1,39,,,,,
Josefine-Mauser-Straße,22,mo,2/1/2016,16:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,,49,,,,,,51,,,,,
Martin-Luther-King-Weg,20,mo,1/18/2016,8:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,ge,,703,,49,,,,,,F,,,,,
Grevener Straße,54,mi,2/10/2016,21:48,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,204,,26,35,,,2/3,1,23,58,,,,
Industrieweg,74,do,2/11/2016,15:33,2,,,,,1,,2,,1,n,,,,1,,,,71,,21,ms,,371,,49,,,,,,21,22,,,,
Wolbecker Straße,Ewaldistraße,do,2/11/2016,13:35,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,341,,34,,,,,,37,39,,,,
Düesbergweg,14,fr,2/12/2016,13:50,5,X,,,,,,2,,,,,,,2,,,,21,,21,fri,,501,,14,,,,,,F,,,,,
Münsterstraße,128,so,1/10/2016,2:05,6,X,,,,,,2,,,,,,,2,,,,21,ms,21,pb,,703,01,36,,,,2,,64,,2.57 °/oo,,,
Westhoffstraße,Rektoratsweg,mi,1/6/2016,20:05,3,,,,,,1,2,,1,n,,,,1,,,,21,st,71,,,301,,31,,,,2/3,1,62,24,,,,
Bröderichweg,Grevener Straße,mo,1/25/2016,17:46,5,X,,,,,,2,,,,,,,,1,,1,22,ms,40,ms,,651,,14,,,,2/3,,39,,,,,
Weseler Straße,Inselbogen,sa,1/30/2016,0:45,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,211,,35,,,,2/3,1,18,43,,,,
Münnichweg,71,fr,1/29/2016,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,599,,14,,,,,1,F,,,,,
Am Max-Klemens-Kanal,k.h. Am Knapp,do,2/11/2016,10:09,3,,,,,,1,1,,,,,,,,1,,,44,st,,,,799,,49,,,,,1,47,,,,,
Sophienstraße,57,fr,1/22/2016,8:15,5,X,,,,,,2,,,,,,,2,,,,21,coe,21,en,,712,,36,,,,1,,30,,,,,
Austermannstraße,Horstmarer Landweg,fr,2/12/2016,14:58,3,,,,,,1,2,,1,n,,,,1,,,,21,dlg,71,,,243,,28,,,,,,39,41,,,,
Ferdinandstraße,22,mi,1/27/2016,23:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,kle,,799,,49,,,,,,F,,,,,
Wiener Straße,55,mi,1/27/2016,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,799,,49,,,,,,F,,,,,
Alter Steinweg,21,sa,1/2/2016,10:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,14,,,,,,27,,,,,
Ludgeriplatz,Moltkestraße,so,1/10/2016,15:05,6,,,,,,,2,,,,,,,2,,,,21,m,21,ms,,231,02,14,,,,,,29,,,,,
Hoher Heckenweg,Edelbach,mo,1/25/2016,7:50,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,299,,34,,,,1/3,1,47,15,,,,
Südstraße,27,mo,1/25/2016,22:40,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,,49,,,,2/3,1,F,,,,,
Heerdestraße,20,mo,1/25/2016,9:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hh,,799,,49,,,,,,F,,,,,
