vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Osttor,65,di,11/3/2015,16:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,86,,,,,
Altenberger Straße,Hülshoffstraße,mi,11/11/2015,10:58,3,,,,,,1,2,,,,,,,2,,,,21,st,21,st,,211,,35,,,,,,49,47,,,,
Warendorfer Straße,50,do,11/12/2015,7:36,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,711,,36,,,,,,82,72,,,,
Grevener Straße,Kristiansandstraße,sa,10/3/2015,19:30,3,X,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,223,,10,50,49,,2/3,,15,65,,,,
Herwarthstraße,FR HBF,mo,10/26/2015,10:55,5,,z,,,,,2,,,,,,,1,,1,,21,ms,33,st,,641,,26,,,,,,35,,,,,
Sprakeler Straße,Coermühle,do,10/29/2015,13:52,5,,a,,,,,2,,,,,,,1,1,,,40,ms,21,lh,,302,,28,,,,,,42,,,,,
Rtilbecker Straße,400m h. Holzschuhmacherweg,do,10/29/2015,13:31,5,,a,,,,,2,,,,,,,1,1,,,40,ms,21,coe,,601,,14,,,,,,36,,,,,
Mauritz-Lindenweg,41,do,10/29/2015,7:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,,42,,,,,
Deermannstraße,Davertstraße,mi,11/4/2015,8:40,5,,z,,,,,1,,,,,,,,1,,,46,gm,,,,122,,14,,,,,1,40,,Stadt,,,
Lublinring,Kanalstraße,fr,11/6/2015,16:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,651,,14,,,,,,1,41,,,,
Westfalenstraße,232,so,11/8/2015,13:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,,,24,,,,,
Idenbrockplatz,,mo,11/9/2015,13:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,45,,,,,,26,,,,,
Horstmarer Landweg,93,mo,11/9/2015,9:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,37,,,,,22,,,,,
Altenberger Straße,Hülshoffstraße,mo,11/9/2015,7:00,5,,,m,,,,2,,,,,,,2,,,,21,st,21,st,,231,,14,,,,2,1,55,,,,,
Steinfurter Straße,Westfalentankstelle,mo,11/9/2015,12:00,5,,m,,,,,2,,,,,,,1,1,,,59,NL,21,coe,,703,,14,,,,,,25,,,,,
Domagkstraße,ggü. 32,mo,11/9/2015,15:05,5,,m,,,,,2,,,,,,,2,,,,21,ham,21,ms,,711,,36,,,,,,23,,,,,
Weseler Straße,228,mo,11/9/2015,17:35,5,,m,,,,,2,,,,,,,,2,,,40,ms,40,waf,,681,,14,,,,2,1,26,,,,,
Domplatz,Parkplatz,mo,11/9/2015,16:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,st,,703,,14,,,,,,83,,,,,
Hohenzollernring,Manfred-von-Richthofen-Straße,mo,11/9/2015,9:00,5,,m,,,,,2,,,,,,,2,,,,21,CH,21,te,,623,,14,,,,,1,30,,,,,
Grevener Straße,69 / Parkplatz,mo,11/9/2015,11:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,,44,,,,,
Piusallee,20,di,11/10/2015,17:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,2/3,1,63,,,,,
Im Derdel,Am Rohrbusch,di,11/10/2015,12:50,5,,m,,,,,2,,,,,,,1,1,,,46,st,21,coe,,501,,14,,,,,1,31,,,,,
Austermannstraße,Horstmarer Landweg,di,11/10/2015,15:15,5,,m,,,,,2,,,,,,,2,,,,21,os,21,st,,621,,14,,,,,1,45,,,,,
Bremer Straße,Wolbecker Straße,mi,11/11/2015,9:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,1,56,,,,,
Hammer Straße,Metzerstraße,mi,11/11/2015,7:08,5,,m,,,,,2,,,,,,,2,,,,21,ham,21,ham,,231,,14,,,,1,1,18,,,,,
Weseler Straße,Auffahrt BAB,mi,11/11/2015,6:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,bor,,231,,14,,,,2/3,1,46,,,,,
Eisenbahnstraße,13,mi,11/11/2015,7:55,5,,m,,,,,2,,,,,,,1,,,1,59,ms,21,ms,,722,,36,,,,,1,35,,,,,
Hammer Straße,26,mi,11/11/2015,19:35,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,501,,14,,,,2/3,,63,,,,,
Schorlemer Straße,Ludgeriplatz,mi,11/11/2015,18:10,5,,m,,,,,2,,,,,,,1,1,,,44,bm,21,gl,,252,,14,,,,2/3,,51,,,,,
Kappenberger Damm,Höhe Alexianer,mi,11/11/2015,13:30,5,,,m,,,,2,,,,,,,,2,,,44,dn,44,ms,,711,,36,,,,,,49,,,,,
Allensteiner Straße,48,mi,11/11/2015,18:35,5,,o,,,,,1,,,,,,,,,,1,59,ms,,,,711,,36,,,,2/3,,23,,,,,
Cheruskerring,88,mi,11/11/2015,18:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,601,,14,,,,2,,53,,,,,
Albersloher Weg,54,sa,9/19/2015,0:25,3,,,,,,1,2,1,,,,,,1,,,,21,ms,81,,,799,,49,,,,2/3,1,21,26,,,,
Friedrichstraße,6,mi,11/11/2015,8:25,2,,,,,1,,2,,1,n,,,,1,,,,21,ms,71,,,341,,28,,,,,1,26,31,,,,
Schuckertstraße,Siemensstraße,do,10/8/2015,20:20,3,,,,,,2,2,,,,,,,1,1,,,40,hm,21,ms,,322,,28,,,,2/3,1,61,29,,,,
Hoher Heckenweg,Edelbach,do,10/15/2015,17:25,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,342,,28,,,,,1,23,39,,,,
Dingstiege,Schleuse,sa,10/3/2015,8:15,6,X,,,,,,1,,,,,,,1,,,,21,ms,,,,711,01,36,,,,,,23,,AAK = 0.41°/oo,,,
Warendorfer Straße,7,fr,10/30/2015,7:40,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,31,,,,,
Hammer Straße,Trauttmansdorffstraße,mi,11/4/2015,15:15,3,,,,,,1,2,,1,n,,,,1,,,,21,waf,71,,,304,,28,,,,,,31,38,,,,
Schifffahrter Damm,Alte Schifffahrt,mo,10/12/2015,15:15,3,,,,,,1,2,,,,,,,1,1,,,21,st,46,ob,,681,03,49,,,,,,59,50,,,,
Honebachaue,45,so,11/1/2015,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Nordstraße,2,fr,10/30/2015,23:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,el,,799,,49,,,,,,F,,,,,
Delstrup,20,fr,10/30/2015,18:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,vie,,799,,49,,,,2/3,,F,,,,,
Weißenburgstraße,9,mo,10/5/2015,8:45,5,X,,,,,,3,,,,,,,3,,,,21,ms,21,ms,,141,,49,,,,,,F,,,,,
Ludgeristraße,113,mo,10/5/2015,17:44,3,,,,,,1,2,1,1,n,,,,,,,,71,,81,,,401,,10,42,,,,,40,15,,,,
Kardinal-von-Galen-Ring,55,fr,10/30/2015,6:50,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,,,
Robert-Bosch-Straße,Höhe Kanal,do,11/12/2015,21:15,3,,,,,,1,1,,,,,,1,,,,,11,ms,,,,199,,76,,,,2/3,,16,,,,,
Bergstraße,67,di,10/13/2015,16:45,3,,,,,,4,2,,1,n,,,,,,1,,71,,33,ms,,732,,49,,,,,,40,53,,,,
Am Stadtgraben,,mi,11/4/2015,11:45,5,,z,,,,,2,,,,,,,2,,,,21,ah,21,ms,,601,,14,,,,,,21,,,,,
Robert-Bosch-Straße,2,do,11/5/2015,11:55,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,süm,,703,,36,,,,,,26,,,,,
Hensenstraße,Enschedeweg,do,11/5/2015,18:30,5,,a,,,,,2,,,,,,,2,,,,21,el,21,d,,281,,35,,,,2,1,20,,,,,
Eisenbahnstraße,Servatiiplatz,do,11/5/2015,8:45,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,me,,640,,26,,,,,1,62,,,,,
Am Kreuztor,Breul,do,11/5/2015,18:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,2/3,1,24,,,,,
Damaschkeweg,Wolbecker Straße,do,11/5/2015,8:15,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,os,,302,,28,,,,,1,32,,,,,
Moltkestraße,Ludgeriplatz,do,11/5/2015,18:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,602,,14,,,,2,1,59,,,,,
Schifffahrter Damm,24,do,11/5/2015,16:50,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,1,1,78,,,,,
B 51,Zufahrt Albersloher Weg ausw.,fr,11/6/2015,12:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,601,,14,,,,,,58,,,,,
Stiftsstraße,Einfahrt Kirchenplatz,fr,11/6/2015,9:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,mk,,711,,36,,,,,1,55,,,,,
Weseler Straße,16,sa,11/7/2015,17:30,5,,m,,,,,2,,,,,,,2,,,,21,el,21,ms,,601,,14,,,,2,1,55,,,,,
Kärntner Straße,Wiener Straße,sa,11/7/2015,9:30,5,,z,,,,,1,,,,,,,,1,,,44,hsk,,,,799,,49,,,,,1,64,,,,,
Hörsterstraße,25,sa,11/7/2015,11:40,5,,z,,,,,2,,,,,,,2,,,,21,gt,21,st,,581,,45,,,,,1,40,,,,,
Warendorfer Straße,18,mo,11/9/2015,17:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,601,,14,,,,2,1,39,,,,,
Kaiser-Wilhelm-Ring,26,mo,11/9/2015,21:35,5,,m,,,,,2,,,,,,,2,,,,21,da,21,ms,,711,,36,,,,2,1,58,,,,,
Friedrich-Ebert-STraße,ggü. 113,mo,11/9/2015,14:15,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,714,,36,37,,,,,64,,,,,
Hülsebrockstraße,An der Gräfte,mo,11/9/2015,18:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2/3,1,71,,,,,
Hegerskamp,6,mo,11/9/2015,17:20,5,,m,,,,,2,,,,,,,2,,,,21,b,21,coe,,711,,36,,,,2/3,,55,,,,,
Altumstraße,15,mo,11/9/2015,13:45,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,501,,14,,,,1,,34,,,,,
Körnerstraße,25,mo,11/9/2015,13:40,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,68,,,,,
Haus-Kleve-Weg,51,mo,11/9/2015,19:00,5,,a,,,,,1,,,,,,,1,,,,21,waf,,,,141,,13,49,,,2,1,19,,Stadt,,,
Hammer Straße,225,di,11/10/2015,18:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,602,,14,,,,2/3,1,49,,,,,
Coermühle,203,di,11/10/2015,6:17,5,,,o,,,,1,,,,,,,,1,,,44,st,,,,141,,49,,,,2,,45,,Stadt,,,
Biederlackweg,26,di,11/10/2015,12:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,52,,,,,
Steinfurter Straße,Wilhelmstraße,di,11/10/2015,18:35,5,,m,,,,,2,,,,,,,2,,,,21,lh,21,coe,,623,,14,,,,2,1,29,,,,,
Königsstraße,37,di,11/10/2015,12:30,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,wst,,711,,36,,,,,,60,,,,,
Soester Straße,Hansaring,di,11/10/2015,18:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,hsk,,501,,14,,,,2/3,1,65,,,,,
Schifffahrter Damm,An der Alten Ziegelei,di,11/10/2015,17:00,5,,o,,,,,2,,,,,,,2,,,,21,st,21,ms,,601,,14,,,,2/3,,32,,,,,
Osthofstraße,100m v. Ventrup,mi,11/11/2015,17:30,5,,,o,,,,1,,,,,,,1,,,,21,k,,,,751,,0,,86,,2,,31,,,,,
Friedhofstraße,Parkplatz,mi,11/11/2015,19:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,45,,,,2,,4,,,,,
Piusallee,Holsteiner Straße,do,11/5/2015,7:40,5,,a,,,,,2,,1,j,,,,1,,,,21,ms,71,,,244,,35,,,,,1,33,11,Schulweg,,,
Hohenzollernring,97,do,11/12/2015,9:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,799,,49,,,,,1,F,,,,,
Martin-Luther-King-Weg,Fridtjof-Nansen-Weg,mi,11/4/2015,10:18,5,,a,,,,,2,,,,,,,,2,,,46,os,40,y,,323,,28,,,,,,53,,,,,
Hammer Straße,B 51,mo,11/9/2015,7:45,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,231,,14,,,,,1,23,,,,,
Hansaring,23,mo,11/9/2015,18:13,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,st,,711,,36,,,,,,24,,,,,
Albersloher Weg,B 51,mo,11/9/2015,8:55,5,,a,,,,,2,,,,,,,2,,,,21,RO,21,ms,,301,,31,,,,,,22,,,,,
Warendorfer Straße,Am Pulverschuppen,mo,11/9/2015,18:08,5,,z,,,,,2,,,,,,,2,,,,21,os,21,gt,,611,,14,,,,2,1,20,,,,,
Ottostraße,10,mo,11/9/2015,7:50,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,,,18,,,,,
Franz-Hitze-Straße,9,di,11/10/2015,15:50,5,,z,,,,,2,,,,,,,1,,1,,31,ms,21,ul,,501,,14,,,,,1,40,,,,,
Mecklenbecker Straße,Meckmannweg,di,11/10/2015,8:20,5,,a,,,,,2,,,,,,,2,,,,21,std,21,ms,,211,,35,,,,,,48,,,,,
Schifffahrter Damm,Konradstraße,di,11/10/2015,7:15,5,,a,,,,,2,,,,,,,2,,,,21,coe,21,re,,302,,28,,,,1,,30,,,,,
Hogenbergstraße,4,di,11/10/2015,11:20,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,681,,14,,,,,1,45,,,,,
Friesenring,Martin-Luther-Straße,di,11/10/2015,16:23,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,1,1,34,,,,,
Schifffahrter Damm,Mariendorfer Straße,di,11/10/2015,15:40,5,,a,,,,,2,,,,,,1,1,,,,21,ol,13,ms,,302,,28,,,,,1,19,,,,,
Kemperweg,Königsberger Straße,di,11/10/2015,17:20,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,302,,28,,,,2/3,,80,,,,,
Westfalenstraße,120,di,11/10/2015,17:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2/3,1,18,,,,,
Wüllnerstraße,Höhe Hedwigstraße,di,11/10/2015,8:55,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,1,,33,,,,,
B 51,Ausfahrt Weseler Straße,mi,11/11/2015,17:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2/3,,30,,,,,
Herwarthstraße,Von-Steuben-Straße,mi,11/11/2015,12:05,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,243,,35,,,,,1,90,,,,,
Wolbecker Straße,154,mi,11/11/2015,16:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,nor,,611,,14,,,,2/3,,57,,,,,
Wolbecker Straße,August-Schepers-Straße,mi,11/11/2015,17:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,611,,14,,,,2,,64,,,,,
Elbinger Straße,16,mi,11/11/2015,6:50,5,,o,,,,,2,,,,,,,,2,,,44,ms,44,ms,,501,,14,,,,1,1,38,,,,,
Schlossplatz,Parkplatz,mi,11/11/2015,18:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,clp,,703,,36,,,,2,,30,,,,,
Albert-schweitzer-Straße,Zufahrt UKM,mi,11/11/2015,8:40,5,,m,,,,,2,,,,,,,,2,,,40,ms,44,ms,,621,,14,,,,,1,45,,,,,
Bismarckallee,ggü. 47,mi,11/11/2015,17:00,5,,m,,,,,2,,,,,,,2,,,,21,noh,21,ge,,501,,14,,,,,,20,,,,,
Ostmarkstraße,21,mi,11/11/2015,7:55,5,,m,,,,,2,,,,,,,2,,,,21,eu,21,ms,,601,,14,,,,,1,53,,,,,
Ziegelhof,30,do,11/12/2015,13:45,5,,m,,,,,2,,,,,,,,2,,,44,bor,44,ms,,502,,14,,,,,,33,,,,,
Friedrich-Ebert-Straße,126,do,11/12/2015,14:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,501,,14,,,,,,35,,,,,
Hochstraße,8,do,11/12/2015,7:15,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,501,,14,,,,1,,24,,,,,
Marktallee,Westfalenstraße,do,11/12/2015,10:36,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,fr,,231,,14,,,,,,33,,,,,
Hammer Straße,zw. Münstermannweg u. Metzer Straße,do,11/12/2015,16:43,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,631,,26,,,,,,76,,,,,
Wiedaustraße,Kopenhagener Straße,do,11/12/2015,17:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,28,,,,2,,51,,,,,
Schifffahrter Damm,352,do,11/12/2015,11:20,5,,m,,,,,1,,,,,,,,1,,,42,ms,,,,711,,36,,,,,,60,,Stadt,,,
Stubengasse,Parkhaus,do,11/12/2015,11:00,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,14,,,,,,38,,,,,
Piusallee,48,do,11/12/2015,14:05,5,,o,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,501,,14,,,,,,50,,,,,
Albersloher Weg,Paul-Engelhard-Weg,do,11/12/2015,21:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2/3,,21,,Stadt,,,
Geiststraße,122,do,11/12/2015,18:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,hx,,703,,36,,,,2,,20,,,,,
Freiburger Weg,1,do,11/12/2015,16:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2,,44,,,,,
Hörsterplatz,Parkplatz,do,11/12/2015,22:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,55,,,,,
Coerdestraße,2,fr,11/13/2015,19:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,68,,,,,
Gartenstrße,215,fr,11/13/2015,11:40,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,36,,,,,,21,,,,,
Lublinring,10,fr,11/13/2015,15:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,641,,26,,,,,,60,,,,,
Idenbrockplatz,26,sa,11/14/2015,10:42,5,,o,,,,,3,,,,,,,3,,,,21,ms,21,ms,,703,,14,,,,,,74,,,,,
Siverdesstraße,Ferdinandstraße,sa,11/14/2015,16:00,5,,o,,,,,2,,,,,,,1,1,,,44,ms,21,d,,502,,14,,,,,,44,,,,,
Weseler Straße,Moltkestraße,sa,11/14/2015,18:20,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,m,,623,,14,,,,,1,42,,,,,
Dingbängerweg,Höhe Schloß Hohenfeld,sa,11/14/2015,5:20,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,55,,,,,
Albersloher Weg,Bernhard-Ernst-Straße,so,11/15/2015,22:20,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,re,,601,,44,,,,2,1,27,,,,,
Hoppendamm,7,so,11/15/2015,15:25,5,,m,,,,,2,,1,P,,,,1,,,,21,ms,71,,,701,,14,,,,,1,41,,,,,
Hammer Straße,11,so,11/15/2015,11:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,711,,36,,,,,1,56,,,,,
Steinfurter Straße,50m v. York-Ring,so,11/15/2015,0:01,5,,m,,,,,2,,,,,,,2,,,,21,st,21,coe,,623,,14,,,,2/3,1,18,,,,,
Aldruper Straße,1km h. BABBrücke,so,11/15/2015,17:55,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,1,60,,,,,
Münsterstraße,59,do,11/5/2015,9:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,,,
Einsteinstraße,Rishon-le-Zion-Ring,do,11/12/2015,9:00,5,,a,,,,,2,,,,,,,1,,1,,25,do,33,waf,,252,,14,,,,,,54,,,,,
Weseler Straße,Bushalte Kerkheideweg,so,10/25/2015,21:37,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,141,01,49,,,,2/3,,36,,BAK = 2.40 °/oo,,,
Hagelbachstiege,38a,sa,10/10/2015,23:00,6,X,,,,,,1,,,,,,,1,,,,21,ms,,,,141,01,13,,,,2,,30,,BAK = 1.65 °/oo,,,
Westhoffstraße,Rektoratsweg,sa,10/31/2015,13:00,3,,,,,,2,2,,,,,,,2,,,,21,ms,21,ms,,211,,35,,,,,,21,62,,,,
Grienkenswell,2,di,11/3/2015,14:50,5,X,,,,,,1,,,,,,,,,,1,92,,,,,121,,49,,,,,,F,,DB AG,,,
Hittorfstraße,13,fr,10/30/2015,18:00,5,X,,,,,,2,,,,,,,2,,,,21,pb,21,ms,,501,,49,,,,1,,F,,,,,
Albersloher Weg,Homannstraße,so,11/1/2015,19:15,3,X,,,,,1,2,,1,j,,,,,,,1,92,,71,,,349,,28,,,,2/3,,F,49,,,,
Wolbecker Straße,Kaldenhoferweg,mo,11/16/2015,7:15,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,302,,28,,,,,,42,27,,,,
Davertstraße,"km 0,4",mo,11/16/2015,17:54,3,,,,,,1,2,1,1,n,,,,,,,,71,,81,,,401,,49,,,,2,1,28,53,,,,
Davertstraße,"km 0,4",mo,11/16/2015,17:25,5,,,a,,,,3,,,,,,,3,,,,21,ms,21,ms,,732,,76,,,,2,1,42,,,,,
Heumannsweg,Haferlandweg,mo,11/16/2015,12:34,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,342,,28,,,,,,50,65,,,,
Gigastraße,9,so,11/1/2015,16:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,,,
Steinfurter Straße,Neutor,mo,11/2/2015,7:58,5,X,,,,,,2,,,,,,,,1,1,,46,ob,33,ms,,699,,14,,,,,1,52,,,,,
Königsberger Straße,82,fr,11/13/2015,8:15,5,X,,,,,,2,,,,,,,,1,,1,92,,40,ms,,701,,49,,,,,,F,,,,,
Salzmannstraße,73,sa,11/14/2015,17:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,702,,49,,,,,,F,,,,,
Dingbängerweg,Am Hof Schultmann,do,11/5/2015,16:55,2,,,,,1,,2,,1,n,,,,1,,,,21,ms,71,,,341,,37,,,,1,1,63,79,,,,
Gasselstiege,178,so,11/8/2015,17:45,3,,,,,,2,2,1,1,n,,,,,,,,71,,81,,,671,,13,71,,,2,1/5,17,38,,,,
Fresnostraße,8a,mi,11/11/2015,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2,1,F,,,,,
Handorfer Straße,Hobbeltstraße / FG-Überweg,mi,10/7/2015,18:27,2,,,,,1,1,3,2,,,,,,1,,,,81,,21,st,,471,,62,64,,,1,1,13,25,,,,
Am Kreuztor,Promenade,di,10/13/2015,3:30,5,X,,,,,,2,1,1,F,,,,,,,,71,,81,,,401,,42,,,,2/3,,F,,,,,
Rosenstraße,Spiegelturm,di,10/27/2015,9:45,5,X,,,,,,2,,1,P,,,,,,,1,92,,71,,,799,,49,,,,,,F,,,,,
Maximilianstraße,Coerdestraße,sa,11/14/2015,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,bn,,701,,49,,,,,,F,,,,,
Vogelsang,255,mi,11/11/2015,7:20,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,681,,11,,,,,1,F,,,,,
Münsterstraße,Neustraße/ Parkplatz,do,10/29/2015,16:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,,,
Kappenberger Damm,157,fr,10/9/2015,13:35,5,X,,,,,,2,,,,,,,2,,,,21,st,21,ms,,611,,14,,,,,,42,52,,,,
Wulfertstraße,60,sa,11/14/2015,18:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,2/3,1,F,,,,,
Steinfurter Straße,50,do,10/1/2015,9:57,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,301,,37,,,,,,28,22,,,,
Stettiner Straße,Höhe Greifswaldweg,do,10/22/2015,23:30,3,,,,,,1,2,,2,j/n,,,,,,,,71,,71,,,681,,11,,,,2/3,,23,45,,,,
Wolbecker Straße,Laerer Landweg,sa,10/31/2015,17:00,3,X,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,651,,16,89,,,2/3,,52,93,02 = flüchtig,,,
An der hansalinie,1,fr,11/13/2015,12:45,5,,m,,,,,2,,1,n,,,,1,,,,71,,21,waf,,321,,10,28,,,,,67,,,,,
Prozessionsweg,402,fr,11/13/2015,17:20,5,,m,,,,,2,,,,,,,1,,1,,21,ms,33,st,,711,,36,,,,,,65,,,,,
Davertstraße,100 / Parkplatz,fr,11/13/2015,14:31,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,19,,,,,
Glasuritstraße,1,fr,11/13/2015,8:30,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,36,,,,,,50,,,,,
Loddenheide,5,fr,11/13/2015,10:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,703,,36,,,,,,41,,,,,
Geiststraße,23,fr,11/13/2015,8:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,72,,,,,
Warendorfer Straße,Kaiser-Wilhelm-Ring,fr,11/13/2015,8:10,5,,m,,,,,2,,,,,,,1,1,,,21,mi,40,ms,,601,,14,,,,,,34,,,,,
Mecklenbecker Straße,Koldering,fr,11/13/2015,18:15,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,623,,14,,,,2,1,25,,,,,
Tegederstraße,9,sa,11/14/2015,12:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,40,,,,,
Hittorfstraße,25,sa,11/14/2015,15:20,5,,m,,,,,2,,,,,,,2,,,,21,os,21,ms,,501,,14,,,,,1,52,,,,,
Theodor-Scheiwe-Straße,2,sa,11/14/2015,13:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,212,,37,,,,,,65,,,,,
Von-Vincke-Straße,Windthorststraße,sa,11/14/2015,16:35,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,49,,,,1,1,31,,,,,
Mondstraße,214,sa,11/14/2015,12:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,en,,711,,36,,,,,,47,,,,,
