vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Neubrückenstraße,58,Di.,2/1/2007,20:08,7,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,1,,,,
Straßen und Plätze,ohne Namen,Di.,2/1/2007,16:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,1,,,,
Marienburgstraße,2,Di.,2/1/2007,9:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,1,,,,
Friesenring,Grevener Straße,Di.,2/1/2007,17:40,7,,,,,2,,,,,,1,1,,,41,21,,651,14,,,,2/3/2016,1,,,,
Königsstraße,Parkhaus Arkaden,Di.,2/1/2007,16:55,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,0,,,,
Hammer Straße,Friedrich-Ebert-Straße,Mo.,2/1/2007,16:15,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,0,,,,
Westfalenstraße,190,Mi.,3/1/2007,6:40,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Hohenzollernring,80,Mi.,3/1/2007,17:25,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,2,1,,,,
Steinfurter Straße,Höhe Schützenhof,Mi.,3/1/2007,6:55,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,2/3/2016,1,,,,
Habichtshöhe,75,Mi.,3/1/2007,10:40,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,0,1,,,,
Warendorfer Straße,Umgehungsstraße,Mi.,3/1/2007,9:50,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Hammer Straße,385,Mi.,3/1/2007,11:40,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,1,,,,
Hammer Straße,455,Mi.,3/1/2007,15:45,7,,,,,2,,,,,,1,,,1,92,21,,141,49,,,,0,1,,,,
Weseler Straße,535,Mi.,3/1/2007,18:00,7,,,,,2,,,,,,2,,,,21,21,,322,35,,,,2/3/2016,1,,,,1
Hammer Straße,Peterstraße,Mi.,3/1/2007,15:55,3,,,,1,2,,2,,,,,,,,71,71,,202,35,,,,1/3/2016,1,,,,
Windthorststraße,35,Mi.,3/1/2007,15:50,3,,,,1,2,1,,,,,1,,,,21,81,,421,38,,,,1/3/2016,1,,,1,
Ahornallee,36,Mi.,3/1/2007,16:10,5,,,,,2,,,,,,2,,,,21,21,,699,11,,,,1/3/2016,0,,,,
Ludgeriplatz,im Kreis,Mi.,3/1/2007,17:30,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,2,1,,,,
Hammer Straße,Umgehungsstraße,Mi.,3/1/2007,14:10,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,0,0,,,,
Dingbängerweg,Am Rohrbusch,Mi.,3/1/2007,7:45,4,,,,,2,,,,,,2,,,,21,21,,303,28,,,,1,1,,,1,
Stolbergstraße,2,Do.,4/1/2007,15:30,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,1,,,,
Hafenstraße,Ludgeriplatz,Do.,4/1/2007,12:22,5,,,,,3,,,,,,3,,,,21,21,,611,14,,,,0,1,,,,
Kanalstraße,Rjasanstraße,Do.,4/1/2007,9:02,5,,,,,1,,,,,,1,,,,21,,,121,13,,,,0,1,,,,
B 54,Steinfurter Straße,Do.,4/1/2007,22:05,5,,,,,2,,,,,,2,,,,21,21,,551,37,,,,2/3/2016,1,,,,
Robert-Bosch-Straße,Parkplatz Lidl,Do.,4/1/2007,17:00,5,,,,,2,,,,,,2,,,,21,21,,703,14,,,,2/3/2016,1,,,,
Albersloher Weg,Gremmendorfer Weg,Do.,4/1/2007,14:55,5,,,,,2,,,,,,2,,,,21,21,,201,14,,,,0,1,,,,
Ludgeriplatz,im Kreis,Do.,4/1/2007,16:30,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,1,1,,,,
Hammer Straße,Siemensstraße,Do.,4/1/2007,18:02,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,2,1,,,,
Eisenbahnstraße,16,Do.,4/1/2007,16:20,5,,,,,2,,,,,,2,,,,21,21,,612,14,,,,2/3/2016,1,,,,
Friedrich-Ebert-Straße,154,Do.,4/1/2007,17:10,5,,,,,2,,,,,,2,,,,21,21,,611,14,,,,2/3/2016,1,,,,
Heumannsweg,Lütkenbeckerweg,Do.,4/1/2007,1:50,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Warendorfer Straße,109,Do.,4/1/2007,16:50,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,1,1,,,,
Roxeler Straße,Schelmenstiege,Do.,4/1/2007,7:50,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,2/3/2016,1,,,,
Weseler Straße,Dingbängerweg,Do.,4/1/2007,17:30,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,2/3/2016,1,,,,
Westfalenstraße,132,Do.,4/1/2007,17:50,3,,,,1,2,,,,,1,1,,,,21,11,,303,35,,,,2/3/2016,1,,,,
Westfalenstraße,Merkureck,Do.,4/1/2007,7:34,3,,,,2,2,,,,,,2,,,,21,21,,211,35,,,,2/3/2016,1,,1,,
Osttor,26,Do.,4/1/2007,17:25,3,,,,1,2,,1,,,,1,,,,21,71,,301,28,,,,2/3/2016,1,,,,2
Münsterstraße,71,Do.,4/1/2007,17:00,2,,,1,,2,1,,,,,1,,,,81,21,,401,64,,,,2/3/2016,1,,,,2
Friedrich-Ebert-Straße,Scheibenstraße,Do.,4/1/2007,9:43,5,,,,,2,,,1,,,1,,,,2,21,,699,16,,,,0,1,,,,
Hogenbergstraße,35,Do.,4/1/2007,16:10,7,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,1,,,,
Davertstraße,Am Dornbusch,Do.,4/1/2007,19:30,5,,,,,2,,,,,,2,,,,21,21,,211,35,,,,2/3/2016,1,,,,
Catharina-Müller-Straße,ca. 15m vor Steinfurter Straße,Do.,4/1/2007,15:30,3,,,,1,2,,2,,,,,,,,71,71,,303,37,,,,0,0,,,,
Weseler Straße,Moltkestraße,Fr.,5/1/2007,8:10,5,,,,,2,,,,,,1,1,,,41,21,,623,14,,,,2/3/2016,1,,,,
Potstiege,3,Fr.,5/1/2007,12:04,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,0,1,,,,
Olfersstraße,Clevornstraße,Fr.,5/1/2007,6:10,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,2/3/2016,1,,,,
Ludgeriplatz,Schorlemerstraße,Fr.,5/1/2007,7:30,5,,,,,2,,,,,,1,1,,,41,21,,252,14,,,,2/3/2016,1,,,,
Graelstraße,14,Fr.,5/1/2007,18:15,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,2/3/2016,1,,,,
Salzmannstraße,Nienkamp,Fr.,5/1/2007,15:05,5,,,,,2,,,,,,2,,,,21,21,,302,4,,,,0,1,,,,
Roxeler Straße,Dingbängerweg,Fr.,5/1/2007,19:55,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,2,1,,,,
Schifffahrter Damm,Weserstraße,Fr.,5/1/2007,20:00,5,,,,,2,,,,,,2,,,,21,21,,301,28,,,,2/3/2016,1,,,,
Gerhardstraße,11,Fr.,5/1/2007,23:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2,0,,,,
Hansaring,66,Fr.,5/1/2007,19:00,7,,,,,2,,,,,,1,,,1,92,21,,703,49,,,,0,1,,,,
Weseler Straße,219,Fr.,5/1/2007,20:40,4,,,,,2,,,,,,2,,,,21,21,,232,35,,,,2/3/2016,1,,,2,
Friedrichstraße,Johanniterstraße,Fr.,5/1/2007,18:18,3,,,,1,2,,1,,,,1,,,,21,71,,303,28,,,,2/3/2016,1,,,1,
Warendorfer Straße,Kaiser-Wilhelm-Ring,Di.,5/1/2007,14:25,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,0,0,,,,
Loddenheide,5,Fr.,5/1/2007,7:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,1,,,,
Von-Witzleben-Straße,vor Goerdelerstraße,Fr.,5/1/2007,23:30,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2,1,,,,
Hafenstraße,Engelstraße,Fr.,5/1/2007,12:05,7,,,,,2,,,,,,2,,,,21,21,,301,31,,,,0,0,,,,2
Geiststraße,Sentmaringer Weg,Fr.,5/1/2007,8:00,7,,,,,2,,,,,,2,,,,21,21,,799,14,,,,0,1,,,,
Siemensstraße,Parkplatz Media-Markt,Fr.,5/1/2007,17:30,7,,,,,2,,,,,,2,,,,21,21,,799,36,,,,2/3/2016,1,,,,
Coermühle,200 m hinter Deponie,Sa.,6/1/2007,2:00,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Hammer Straße,261,Sa.,6/1/2007,13:50,5,,,,,2,,,,,,2,,,,21,21,,612,14,,,,0,1,,,,
Am Berg Fidel,Hammer Straße,Sa.,6/1/2007,10:45,5,,,,,2,,,,,,2,,,,21,21,,201,14,,,,0,1,,,,
Zum Erlenbusch,ggü. 16,Sa.,6/1/2007,16:43,5,,,,,1,,,,,,1,,,,21,,,711,36,,,,2/3/2016,1,,,,
Mecklenbecker Straße,Höhe Lohmann,Sa.,6/1/2007,23:38,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,2/3/2016,1,,,,
Lippstädter Straße,Parkhaus Cineplex,Sa.,6/1/2007,19:55,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,0,,,,
Boeselagerstraße,Reinhold-Friedrich-Straße,Sa.,6/1/2007,10:15,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,1,,,,
Warendorfer Straße,Umgehungsstraße,Sa.,6/1/2007,14:54,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Salzstraße,Klosterstraße,Sa.,6/1/2007,20:09,5,,,,,2,,,,,,2,,,,21,21,,701,14,,,,2/3/2016,1,,,,
Am Mittelhafen,Höhe Stadtwerke,Sa.,6/1/2007,19:00,5,,,,,2,,,,,,1,,,1,21,59,,701,14,,,,2/3/2016,1,,,,
Ludgeriplatz,Hafenstraße,Sa.,6/1/2007,20:44,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,2/3/2016,1,,,,
Wiethölterdamm,,Sa.,6/1/2007,1:35,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Cheruskerring,68,Sa.,6/1/2007,22:25,5,,,,,2,,,,,,1,,,1,59,21,,701,14,,,,2/3/2016,1,,,,
Grevener Straße,68,Sa.,6/1/2007,21:10,5,,,,,2,,,,,,1,1,,,41,21,,501,14,,,,2/3/2016,1,,,,
Rüschhausweg,17,Sa.,6/1/2007,11:15,5,,,,,2,,,,,,2,,,,21,21,,701,14,,,,0,0,,,,
Hammer Straße,Pakrplatz Fressnapf,Sa.,6/1/2007,13:10,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Wolbecker Straße,Diepenbrockstraße,Sa.,6/1/2007,17:30,5,,,,,2,,,,,,2,,,,21,21,,701,36,,,,2,1,,,,
Hammer Straße,94,Sa.,6/1/2007,19:30,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,1,1,,,,
Robert-Bosch-Straße,Parkplatz Media-Markt,Sa.,6/1/2007,15:30,3,,,,1,2,1,,,,,1,,,,21,81,,703,42,,,,0,1,,,,
Grevener Straße,Dorpatweg,Sa.,6/1/2007,18:50,2,,,1,,2,,,,,,1,,,1,92,21,,374,49,,,,2/3/2016,1,,,,1
Kappenberger Damm,Düesbergweg,Sa.,6/1/2007,16:30,3,,,,1,2,1,,,,,1,,,,21,81,,221,40,,,,2/3/2016,1,,,,
Potthoffweg,,Sa.,6/1/2007,12:30,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,1,,,,
Wolbecker Straße,42,Sa.,6/1/2007,3:34,7,,,,,2,,,,,,1,,,1,92,21,,302,37,,,,2/3/2016,1,,,,
Hammer Straße,126,Sa.,6/1/2007,23:15,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2/3/2016,1,,,,
Manfred-von-Richthofen-Straße,Lohausweg,Sa.,6/1/2007,8:10,5,,,,,2,,,,,,2,,,,21,21,,322,28,,,,0,1,,,,
Bremer Straße,Parkplatz Osteingang HBF,Sa.,6/1/2007,19:10,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,1,,,,
Oberschlesier Straße,1,Sa.,6/1/2007,19:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,1,,,,
Frie-Vendt-Straße,,Sa.,6/1/2007,19:30,7,,,,,2,,,,,,1,,1,,33,21,,632,26,,,,2/3/2016,1,,,,
Gartenstraße,83,Sa.,6/1/2007,18:42,7,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,1,,,,
Warendorfer Straße,215,So.,7/1/2007,20:42,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,2/3/2016,0,,,,
Alter Mühlenweg,Pleistertimpen,So.,7/1/2007,17:50,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,0,,,,
Westfalenstraße,158,So.,7/1/2007,14:15,3,,,,1,2,,,,,1,1,,,,21,11,,551,37,,,,0,0,,,,
Orleans-Ring,Rishon-Le-Zion-Ring,So.,7/1/2007,18:05,2,,,1,,2,,1,,,,1,,,,21,71,,372,31,,,,2/3/2016,0,,,,
Altenberger Straße,Hülshoffstraße,So.,7/1/2007,6:10,4,,,,,1,,,,,,1,,,,21,,,121,1,,,,2/3/2016,1,,,,
Kolde-Ring,56,So.,7/1/2007,5:10,4,,,,,1,,,,,,1,,,,21,,,101,1,,,,2/3/2016,1,,,1,
Orleans-Ring,Apffelstaedtstraße,Do.,7/1/2007,16:20,5,,,,,2,,,,,,2,,,,21,21,,602,14,,,,0,0,,,,
Schaumburgstraße,1,Mo.,8/1/2007,12:25,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,,,,,
Hammer Straße,178,Mo.,8/1/2007,12:00,5,,,,,1,,,,,,,1,,,41,,,711,36,,,,0,1,,,,
Hammer Straße,41,Mo.,8/1/2007,13:08,5,,,,,2,,,,,,2,,,,21,21,,322,37,,,,0,1,,,,
Warendorfer Straße,Schiffahrter Damm,Mo.,8/1/2007,13:45,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Grevener Straße,Höhe Lidl-Markt,Mo.,8/1/2007,7:37,5,,,,,2,,,,,,2,,,,21,21,,612,14,,,,2/3/2016,0,,,,
Roxeler Straße,Dieckmannstraße,Mo.,8/1/2007,7:50,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,1/3/2016,1,,,,
Piusallee,Niedersachsenring,Mo.,8/1/2007,11:20,5,,,,,2,,,,,,2,,,,21,21,,201,14,,,,0,1,,,,
Hoyastraße,18,Mo.,8/1/2007,11:30,5,,,,,2,,,,,,1,1,,,41,21,,501,14,,,,0,1,,,,
Albert-Schweitzer-Straße,,Mo.,8/1/2007,10:20,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,1,,,,
Sprakeler Straße,Höhe Waldschlößchen,Mo.,8/1/2007,15:15,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Hohenzollernring,Sophienstraße,Mo.,8/1/2007,12:05,5,,,,,2,,,,,,1,1,,,41,21,,591,14,,,,0,1,,,,
Warendorfer Straße,"km 3,000",Mo.,8/1/2007,12:25,5,,,,,2,,,,,,2,,,,21,21,,321,31,,,,0,1,,,,
Trauttmansdorffstraße,101,Mo.,8/1/2007,21:20,5,,,,,2,,1,,,,1,,,,21,71,,342,28,,,,2/3/2016,1,,,,
Warendorfer Straße,Danziger Freiheit,Mo.,8/1/2007,12:45,5,,,,,2,,,,,,2,,,,21,21,,201,14,,,,0,1,,,,
Freckenhorster Straße,Münsterstraße,Mo.,8/1/2007,8:30,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,1/3/2016,1,,,,
Annette-von-Droste-Hülshoff-Straße,,Mo.,8/1/2007,9:45,7,,,,,2,,,,,,2,,,,21,21,,703,14,,,,0,1,,,,1
Bült,Hörsterstraße,Mo.,8/1/2007,19:50,5,,,,,2,,,,,,2,,,,21,21,,212,35,,,,2/3/2016,0,,,,
Sentmaringer Weg,Althoffstraße,Mo.,8/1/2007,17:15,3,,,,1,2,,,,,,2,,,,21,21,,631,26,,,,2/3/2016,0,,,1,
Orleans-Ring,Einsteinstraße,Mo.,8/1/2007,17:50,3,,,,1,2,,,,,,2,,,,21,21,,211,35,,,,2/3/2016,0,,,,
Hünenburg,Parkplatz Kinderland,Mo.,8/1/2007,17:30,7,,,,,2,,,,,,2,,,,21,21,,799,49,,,,2,1,,,,
Zum Rieselfeld,Holtmannsweg,Mo.,8/1/2007,13:35,5,,,,,2,,,,,,1,1,,,21,41,,303,28,,,,0,1,,,,
Wolbecker Straße,Bremer Platz,Mo.,8/1/2007,13:00,5,,,,,2,,,,,,2,,,,21,21,,721,36,,,,0,0,,,,
Am Stadtgraben,Georgskommende,Mo.,8/1/2007,10:15,5,,,,,2,,,,,,2,,,,21,21,,303,28,,,,0,1,,,,
Hammer Straße,212,Mo.,8/1/2007,10:40,2,,,1,,1,,,,,,1,,,,21,,,221,40,,,,0,1,,,,
Hammer Straße,Friedrich-Ebert-Straße,Mo.,8/1/2007,7:00,5,,,,,2,,,,,,2,,,,21,21,,211,35,,,,2/3/2016,1,,,,
Hafenstraße,Parkplatz Südstraße,Mo.,8/1/2007,14:30,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,0,,,,
Steinfurter Straße,122,Do.,8/1/2007,8:35,5,,,,,2,,,,,,2,,,,21,21,,602,14,,,,0,1,,,,
Hoher Heckenweg,Piusallee,Di.,9/1/2007,7:30,5,,,,,2,,,,,,2,,,,21,21,,631,26,,,,0,1,,,,
Coerdestraße,41,Di.,9/1/2007,12:05,5,,,,,2,,,,,,2,,,,21,21,,701,36,,,,0,0,,,,
Toppheideweg,ggü.10,Di.,9/1/2007,11:35,5,,,,,2,,,,,,1,1,,,41,21,,711,36,,,,0,0,,,,
Fresnostraße,Grevener Straße,Di.,9/1/2007,11:02,5,,,,,2,,,,,,2,,,,21,21,,703,45,,,,0,0,,,,
Kleimannstraße,8,Di.,9/1/2007,12:50,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,0,0,,,,
Leonardo-Campus,hinter Kunstakademie,Di.,9/1/2007,16:45,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,1/3/2016,0,,,,
An der Kleimannbrücke,20,Di.,9/1/2007,22:05,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2/3/2016,0,,,,
Warendorfer Straße,Schiffahrter Damm,Di.,9/1/2007,14:48,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Mauritzstraße,Eisenbahnstraße,Di.,9/1/2007,22:06,5,,,,,2,,,,,,2,,,,21,21,,640,26,,,,2/3/2016,0,,,,
Von-Steuben-Straße,19,Di.,9/1/2007,18:20,5,,,,,2,,,,,,1,,1,,32,21,,501,14,,,,2/3/2016,0,,,,
Oberschlesier Straße,111,Di.,9/1/2007,11:00,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,1,,,,
Lippstädter Straße,Parkplatz Cineplex,Di.,9/1/2007,14:40,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Davertstraße,241,Di.,9/1/2007,8:30,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,0,1,,,,
Moränenstraße,17,Di.,9/1/2007,17:00,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,2/3/2016,0,,,,
Lotharingerstraße,ggü. TGK,Di.,9/1/2007,10:00,7,,,,,2,,,,,,1,,,1,92,21,,703,49,,,,0,1,,,,
Rudolf-von-Langen-Straße,,Di.,9/1/2007,16:20,7,,,,,2,,,,,,1,1,,,41,21,,799,49,,,,1,1,,,,
Weseler Straße,Koldering,Di.,9/1/2007,11:40,7,,,,,2,,,,,,1,,,1,92,21,,631,49,,,,0,0,,,1,
Echelmeyerstraße,Gelände HBZ,Di.,9/1/2007,7:45,7,,,,,2,,,,1,,,,,1,92,1,,703,49,,,,0,0,,,,
Breul,Neubrückenstraße,Di.,9/1/2007,19:08,3,,,,1,2,,1,,,,1,,,,21,71,,302,28,,,,2/3/2016,0,,,,
Moltkestraße,Weseler Straße,Di.,9/1/2007,11:15,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Hafenstraße,FR Hansaring,Di.,9/1/2007,9:40,5,,,,,2,,,,,,1,1,,,21,41,,630,26,,,,0,0,,,,
Studtplatz,Hedwigstraße,Di.,9/1/2007,13:05,3,,,,1,2,,1,,,,1,,,,71,21,,321,27,,,,0,0,,,,
Westfalenstraße,Hummelbrink,Di.,9/1/2007,18:40,5,,,,,2,,,,,,2,,,,21,21,,211,35,,,,2/3/2016,0,,,,
Waldeyerstraße,30,Di.,9/1/2007,15:00,7,,,,,2,,,,,,1,,,1,92,21,,703,49,,,,2/3/2016,1,,,,
Pater-Kolbe-Straße,Parkstreifen Sporthalle,Di.,9/1/2007,17:30,7,,,,,2,,,,,,2,,,,21,21,,701,36,,,,2,1,,,,
Promenade,Höhe Salzstraße,Di.,9/1/2007,15:45,3,,,,1,3,,1,,,,,,,2,71,93,,732,49,,,,0,0,,,,
Fürstenbergstraße,Mauritztor,Mi.,10/1/2007,17:26,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,2/3/2016,1,,,,
Horstmarer Landweg,Corrensstraße,Mi.,10/1/2007,7:45,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,1/3/2016,0,,,,
Cheruskerring,Kanalstraße,Mi.,10/1/2007,8:30,5,,,,,2,,,,,,1,1,,,41,21,,623,14,,,,1,1,,,,
Steinfurter Straße,York-Ring,Mi.,10/1/2007,18:00,5,,,,,4,,,,,,3,1,,,41,21,,611,14,,,,1,,,,,
Sudmühlenstraße,Ziegelhof,Mi.,10/1/2007,14:58,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Weseler Straße,Geiststraße,Mi.,10/1/2007,16:05,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Ludgeriplatz,Moltkestraße,Mi.,10/1/2007,10:00,5,,,,,2,,,,,,2,2,,,41,21,,231,14,,,,2,1,,,,
Dortmunder Straße,ggü. 40,Mi.,10/1/2007,19:00,5,,,,,2,,,,,,2,,,,21,21,,712,14,,,,2,1,,,,
Kirchstraße,36,Mi.,10/1/2007,11:35,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,0,0,,,,
Steveninkstraße,11,Mi.,10/1/2007,9:30,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,0,0,,,,
Kapuzinerstraße,,Mi.,10/1/2007,8:05,7,,,,,1,,,,,,,,,1,92,,,799,49,,,,2/3/2016,1,,,,
Emdener Straße,19,Mi.,10/1/2007,7:30,7,,,,,2,,,,,,2,,,,21,21,,702,14,,,,0,1,,,2,
Domplatz,,Mi.,10/1/2007,11:45,4,,,,,2,,,,,,2,,,,21,21,,592,35,,,,0,0,,,1,
