vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Gartenstraße,Bohlweg,Mi,1/4/2012,19:00,5,,,,,2,,,,1,,1,,,,1,21,,211,,35,,,2/3/2016,,30,,,
Gescherweg,100 / Parkplatz,Mi,1/4/2012,9:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,1,F,,,
Von-Humboldt-Straße,ggü. 11,Mi,1/4/2012,6:45,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Burgwall,19b,Mi,1/4/2012,6:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Grevener Straße,Kristiansandstraße,Mi,1/4/2012,7:40,3,X,,,1,2,,,,1,,1,,,,21,12,,202,,35,,,2/3/2016,1,F,,,
Scheffer-Boichhorst-Straße,29,Mi,1/4/2012,20:30,5,X,,,,2,,,,,,1,,,1,92,21,,501,,49,,,,1,F,,,
Loerstraße,Parkhaus Stubengasse,Do,1/5/2012,10:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,47,,,
Westfalenstraße,180,Do,1/5/2012,17:30,5,,,,,2,,,,,,2,,,,21,21,,302,,37,,,2/3/2016,1,38,,,
Dingbängerweg,15,Do,1/5/2012,12:35,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,42,,,
Gremmendorfer Weg,6,Do,1/5/2012,11:25,5,,,,,2,,,,,,2,,,,21,21,,551,,37,,,,1,21,,,
Hammer Straße,k.v. Friedrich-Ebert-Straße einw.,Do,1/5/2012,7:25,5,,,,,2,,,,,,2,,,,21,21,,602,,14,,,2,1,49,,,
Hansaring,Dortmunder Straße,Do,1/5/2012,9:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,21,,,
Bohlweg,Parkplatz Aldi,Do,1/5/2012,14:55,5,,,,,2,,,,,,2,,,,21,21,,703,,45,,,,1,77,,,
Grevener Straße,343,Do,1/5/2012,18:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,54,,,
Grevener Straße,69 / Parkplatz York-Center,Do,1/5/2012,18:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,1,34,,,
Mauritzstraße,Fürstenbergstraße,Do,1/5/2012,23:25,5,,,,,1,,,,,,1,,,,21,,,121,,13,,,2,1,26,,,
Killingstraße,21,Do,1/5/2012,13:45,5,,,,,3,,,,,1,1,1,,,11,21,,302,,37,,,,1,54,,,
Wüllnerstraße,Hedwigstraße,Do,1/5/2012,15:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,52,,,
Rincklakeweg,37,Do,1/5/2012,16:10,5,,,,,1,,,,,,,1,,,41,,,711,,36,,,,,42,,,
Gartenstraße,83,Do,1/5/2012,10:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,1,F,,,
Wilhelmstraße,Einsteinstraße,Do,1/5/2012,17:25,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,2/3/2016,1,28,,,
Hindenburgplatz,Gerichtsstraße,Do,1/5/2012,7:50,3,,,,1,2,1,,,,,1,,,,21,81,,221,,40,,,2/3/2016,1,65,,,
Wilhelmstraße,Grevener Straße,Do,1/5/2012,18:20,2,,,1,,2,,,,,,2,,,,21,21,,302,,28,,,2/3/2016,1,34,,,
Ludwig-Dürr-Straße,14a,Do,1/5/2012,18:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Thomas-Morus-Weg,32,Do,1/5/2012,11:55,5,,,,,2,,,,,,2,,,,21,25,,799,,36,,,,1,43,,,
Hindenburgplatz,Überwasserstraße,Do,1/5/2012,10:40,5,,,,,2,,1,,,,1,,,,21,71,,241,,35,,,,1,77,,,
Westfalenstraße,194,Do,1/5/2012,19:20,5,,,,,2,,,,,,2,,,,21,21,,542,,14,,,2/3/2016,,50,,,
Sankt-Josefs-Kirchplatz,Dahlweg,Do,1/5/2012,10:35,1,,1,,,2,,2,,,,,,,,71,71,,341,,28,,,,1,17,,,
Südstraße,ggü. 83,Do,1/5/2012,0:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Prinzipalmarkt,13,Do,1/5/2012,10:45,5,X,,,,2,,,,,,,1,,1,92,41,,501,,49,,,,1,F,,,
Wolbecker Straße,129,Fr,1/6/2012,12:00,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,33,,,
Kaiser-Wilhelm-Ring,Erphostraße,Fr,1/6/2012,17:45,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,,41,,,
Wolbecker Straße,Mondstraße,Fr,1/6/2012,14:40,5,,,,,2,,,,,,,1,1,,41,33,,651,,14,,,,,53,,,
Freckenhorster Straße,"L 793 Höhe km 2,800",Fr,1/6/2012,9:50,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,,1,57,,,
Münzstraße,Neutor,Fr,1/6/2012,13:40,5,,,,,2,,,,,,1,1,,,41,21,,231,,14,,,,1,29,,,
Ludgeriplatz,Parkplatz Am Kanonengraben,Fr,1/6/2012,9:30,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,19,,,
Bremer Platz,HBF Rückseite,Fr,1/6/2012,15:35,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,44,,,
Hüfferstraße,65,Fr,1/6/2012,14:30,5,,,,,2,,,,,,2,,,,21,21,,651,,14,,,,1,24,,,
Münzstraße,51 / Taxistand,Fr,1/6/2012,17:35,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,2,,54,,,
York-Ring,Steinfurter Straße,Fr,1/6/2012,7:45,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2,1,38,,,
Borkenfeld,18,Fr,1/6/2012,11:40,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,57,,,
Domagkstraße,26 / Parkplatz Uni,Fr,1/6/2012,10:45,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,43,,,
Hamannplatz,1 / Parkplatz,Fr,1/6/2012,11:30,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,75,,,
Lublinring,6,Fr,1/6/2012,14:15,5,,,,,3,,,,,,3,,,,21,21,,612,,14,,,,1,45,,,
Robert-Bosch-Straße,2 / Parkplatz,Fr,1/6/2012,14:30,5,,,,,2,,,,,,2,,,,21,21,,703,,27,,,,1,28,,,
Albersloher Weg,Nieberdingstraße,Fr,1/6/2012,14:05,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,43,,,
Wolbecker Straße,44,Fr,1/6/2012,23:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,,23,,,
Am Burloh,18 / Parkplatz,Fr,1/6/2012,14:57,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,72,,,
Gasselstiege,25,Fr,1/6/2012,17:35,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2,1,71,,,
Wermelingstraße,ggü. 34,Fr,1/6/2012,10:40,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,36,,,
Steinfurter Straße,150m v. B 54 einw.,Fr,1/6/2012,7:15,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,61,,,
Hohenzollernring,20m v. Warendorfer Straße,Fr,1/6/2012,16:30,5,X,,,,2,,,,,,1,1,,,45,21,,799,,14,,,1,1,36,,,
Warendorfer Straße,183,Fr,1/6/2012,8:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,14,,,,1,F,,,
Zeppelinstraße,Sackgassenende,Fr,1/6/2012,17:45,5,X,,,,2,,,,,,1,,,1,92,21,,799,,14,,,,,F,,,
Geringhoffstraße,5,Fr,1/6/2012,14:05,5,,,,,2,,,,,,2,,,,21,21,,321,,28,,,,,21,,,
Korte Ossenbeck,Lange Ossenbeck,Fr,1/6/2012,9:50,5,,,,,2,,,,,,2,,,,21,21,,303,,28,,,,1,56,,,
Geiststraße,Antoniusstraße,Fr,1/6/2012,16:20,5,,,,,2,,,,,,2,,,,21,21,,312,,28,,,,,19,,,
Friedrich-Ebert-Straße,1,Fr,1/6/2012,18:42,5,,,,,2,,,,,,2,,,,21,21,,721,,36,,,2/3/2016,1,27,,,
Engelstraße,Parkhaus Engelenschanze,Fr,1/6/2012,11:35,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,3,,45,,,
Rudolf-Diesel-Straße,65a,Fr,1/6/2012,18:45,5,,,,,2,,,,,,2,,,,21,21,,682,,48,,,,1,23,,,
Domagkstraße,5,Fr,1/6/2012,15:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Gremmendorfer Weg,34,Fr,1/6/2012,17:34,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,2/3/2016,1,F,,,
Tom-Rink-Straße,7,Fr,1/6/2012,11:37,5,X,,,,4,,,,,,4,,,,21,21,,501,,14,,,,,28,,,
Loerstraße,16 / Parkhaus Stubengasse,Sa,1/7/2012,16:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,56,,,
Hamburger Straße,Bremer Straße,Sa,1/7/2012,18:40,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,1,1,18,,,
Geiststraße,3,Sa,1/7/2012,13:35,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,1,28,,,
Emsstraße,1,Sa,1/7/2012,15:30,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,,1,54,,,
Brunnenstraße,ggü. 10,Sa,1/7/2012,16:30,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,1,1,48,,,
Hammer Straße,274,Sa,1/7/2012,11:30,5,,,,,2,,,,,,2,,,,21,21,,640,,26,,,,1,78,,,
B 51,zw. Spinne und Lindberghweg,Sa,1/7/2012,19:04,5,,,,,1,,,,,,1,,,,21,,,752,,0,,87,2,1,34,,,
Leonardo Campus,18,Sa,1/7/2012,13:55,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,38,,,
Hammer Straße,139,Sa,1/7/2012,16:20,5,,,,,2,,1,,,,1,,,,21,71,,342,,37,,,,1,42,,,
Grevener Straße,k.v. York-Ring einwärts,Sa,1/7/2012,16:40,5,,,,,2,,,,,,2,,,,21,21,,651,,14,,,,1,21,,,
Raesfeldstraße,Kellermannstraße,Sa,1/7/2012,11:25,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,86,,,
Freckenhorster Straße,Berdelheide,Sa,1/7/2012,6:50,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2/3/2016,1,39,,,
Wilhelmstraße,Einsteinstraße,Sa,1/7/2012,14:15,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,42,,,
Skagerrakstraße,Otto-Weddigen-Straße,Sa,1/7/2012,15:40,5,,,,,2,,,,,,1,1,,,21,41,,112,,14,,,,1,72,,,
Friedrich-Ebert-Straße,129,Sa,1/7/2012,14:10,3,,,,1,3,,,,,,3,,,,21,21,,611,,49,,,,1,21,,,
Kerßenbrockstraße,Tannenbergstraße,Sa,1/7/2012,11:45,5,X,,,,2,,,,,,2,,,,21,21,,299,,14,35,,,1,56,,,
Domplatz,Parkplatz Innenhof Post,Sa,1/7/2012,12:10,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,,1,F,,,
Johannisstraße,Parkplatz Studentenwohnheim,Sa,1/7/2012,20:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2/3/2016,,F,,,
Warendorfer Straße,78,Sa,1/7/2012,16:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Alter Steinweg,17 / Parkhaus,Sa,1/7/2012,12:46,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,64,,,
Am Hawerkamp,1,Sa,1/7/2012,2:50,5,X,,,,2,,,,,,1,,,1,92,21,,712,,36,,,2/3/2016,1,F,,,
Telgter Straße,39,So,1/8/2012,7:50,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,1,1,33,,,
Hornstraße,25,So,1/8/2012,18:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,1,21,,,
Friedhofstraße,5,So,1/8/2012,8:35,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,1,1,43,,,
Am Dornbusch,Hansestraße,So,1/8/2012,21:35,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,2/3/2016,1,19,,,
Westfalenstraße,109,So,1/8/2012,15:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,47,,,
Daimlerweg,21,So,1/8/2012,10:05,5,,,,,2,,,,,,1,1,,,21,41,,711,,36,,,,1,61,,,
Dürerstraße,3,So,1/8/2012,18:45,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,1,21,,,
Gartenstraße,Lublinring,So,1/8/2012,18:00,5,,,,,2,,,,,,2,,,,21,21,,251,,14,,,2/3/2016,1,47,,,
Moltkestraße,1,So,1/8/2012,14:25,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,29,,,
Hoppengarten,16,So,1/8/2012,19:00,5,,,,,2,,,,,1,1,,,,21,11,,711,,36,,,2,1,21,,,
Marientalstraße,20,So,1/8/2012,21:15,5,X,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,F,,,
Schifffahrter Damm,150m v. Sudmühlenstraße,So,1/8/2012,23:25,5,,,,,2,,,,,,2,,,,21,21,,681,,49,55,,2,1,52,,,
Nordstraße,16,So,1/8/2012,12:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Brüderstraße,k.v. Warendorfer Straße,So,1/8/2012,16:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Marktallee,9,So,1/8/2012,18:42,2,,,1,1,3,2,,,,,1,,,,21,81,,401,,31,,,2/3/2016,1,34,,,
Westfalenstraße,124,So,1/8/2012,4:52,5,X,,,,1,,,,,,1,,,,21,,,131,,13,14,,2/3/2016,1,46,,,
Alter Mühlenweg,43,Mo,1/9/2012,4:55,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,46,,,
Bösenseller Straße,100m v. Bahnübergang,Mo,1/9/2012,4:55,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,33,,,
Einsteinstraße,62,Mo,1/9/2012,7:45,5,,,,,2,,1,,,,1,,,,21,71,,703,,14,,,2,1,31,,,
Weseler Straße,Dingbängerweg,Mo,1/9/2012,8:50,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,1,53,,,
Davertstraße,Amelsbürener Straße,Mo,1/9/2012,7:28,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,2,1,21,,,
Apffelstaedtstraße,Orleans-Ring,Mo,1/9/2012,15:45,5,,,,,2,,,,,,1,1,,,41,21,,601,,14,,,,1,27,,,
Grevener Straße,Bröderichweg,Mo,1/9/2012,7:50,5,,,,,2,,,,,,2,,,,21,21,,640,,26,,,2/3/2016,1,21,,,
Wilkinghege,,Mo,1/9/2012,6:00,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,1,54,,,
Scharnhorststraße,Kolde-Ring,Mo,1/9/2012,11:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,54,,,
B 51,Wolbecker Straße,Mo,1/9/2012,11:35,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,,1,54,,,
B 51,Wolbecker Straße,Mo,1/9/2012,11:25,5,,,,,2,,,,,,1,1,,,21,41,,122,,13,14,,,1,21,,,
Moltkestraße,Ludgeriplatz,Mo,1/9/2012,13:00,5,,,,,2,,1,,,,1,,,,21,71,,651,,14,,,,1,57,,,
Lotharinger Straße,ggü. 4,Mo,1/9/2012,22:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,1,42,,,
Elbinger Straße,ggü. 61,Mo,1/9/2012,9:35,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,,1,52,,,
Grevener Straße,Catharina-Müller-Straße,Mo,1/9/2012,18:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,1,1,30,,,
Überwasserstraße,16,Mo,1/9/2012,19:30,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,2/3/2016,1,23,,,
Schorlemerstraße,4,Mo,1/9/2012,11:25,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,31,,,
Bösenseller Straße,k.v. Lindenallee,Mo,1/9/2012,8:35,5,,,,,1,,,,,,1,,,,21,,,141,,13,,,2,1,39,,,
Einsteinstraße,Rishon-le-Zion-Ring,Mo,1/9/2012,16:15,5,,,,,1,,,,,,1,,,,21,,,121,,13,,,,1,22,,,
Lotharinger Straße,8,Mo,1/9/2012,10:15,5,,,,,1,,,,,,,1,,,41,,,799,,14,,,,1,19,,,
