vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Schaumburgstraße,3,Mo,1/3/2011,6:20,5,,,,,3,,2,,,,,1,,,45,71,,711,,36,,,1,1,41,,,
Angelmodder Weg,91,Mo,1/3/2011,6:45,5,,,,,2,,,,,,2,,,,21,21,,682,,49,,,2/3/2016,1/2/2016,55,,,
Geiststraße,106,Mo,1/3/2011,7:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,1/3/2016,2,43,,,
Ostmarkstraße,Beckhofstraße,Mo,1/3/2011,7:40,5,,,,,2,,,,,,1,1,,,59,21,,711,,36,,,,1,51,,,
Coerdestraße,44,Mo,1/3/2011,8:15,5,,,,,2,,,,,,1,1,,,41,21,,701,,14,,,2,1,48,,,
Heisstraße,54,Mo,1/3/2011,10:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,72,,,2,59,,,
Hermannstraße,73a,Mo,1/3/2011,10:15,5,,,,,2,,,,,,1,1,,,45,21,,501,,14,72,,,2,61,,,
Hammer Straße,Josefstraße,Mo,1/3/2011,11:35,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,35,,,
Zum Hiltruper See,50m h. Zufahrt Parkpl.,Mo,1/3/2011,12:20,5,,,,,1,,,,,,1,,,,21,,,799,,14,72,,,2,66,,,
Hafenstraße,8 / Parkplatz Amt,Mo,1/3/2011,12:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,37,,,2,61,,,
Idenbrockplatz,Parkplatz,Mo,1/3/2011,12:20,3,,,,1,2,1,,,,,1,,,,21,81,,713,,42,,,,1,31,,,
Am Kalvarienberg,62,Mo,1/3/2011,12:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,1,F,,,
Westfalenstraße,109 / Parkplatz KH,Mo,1/3/2011,13:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,14,,,,2,76,,,
Wolbecker Straße,120,Mo,1/3/2011,13:40,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,,2,36,,,
Hammer Straße,43,Mo,1/3/2011,14:14,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,65,,,
Loddenheide,5 / Parkplatz Ratio,Mo,1/3/2011,14:25,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,77,,,
Osttor,68,Mo,1/3/2011,15:15,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,,2,F,,,
Loddenheide,5 / Parkplatz Ratio,Mo,1/3/2011,15:45,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,29,,,
Königsberger Straße,Elbinger Straße,Mo,1/3/2011,16:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,1,20,,,
Am Tiergarten,49,Mo,1/3/2011,16:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2/3/2016,2,F,,,
Friedrich-Ebert-Straße,143 / Parkplatz E-Center,Mo,1/3/2011,16:30,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,1,2,22,,,
Dieckstraße,Höhe Bahnübergang,Mo,1/3/2011,16:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,1,49,,,
Dorbaumstraße,3 / Parkplatz Edeka,Mo,1/3/2011,17:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,1,51,,,
Weseler Straße,Geiststraße,Mo,1/3/2011,17:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,1,2,34,,,
Hafenweg,8 / Parkplatz,Mo,1/3/2011,17:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,14,,,2/3/2016,2,F,,,
Cheruskerring,80,Mo,1/3/2011,17:30,5,,,,,3,,,,,,3,,,,21,21,,799,,14,,,2,1,35,,,
Hafenstraße,5,Mo,1/3/2011,17:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,1,24,,,
Düesbergweg,40,Mo,1/3/2011,18:00,5,X,,,,2,,,,,,1,,,1,59,21,,501,,14,,,2,2,F,,,
Geringhoffstraße,44 / Parkplatz Hit,Mo,1/3/2011,18:30,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,1,1,69,,,
Wolbecker Straße,44,Mo,1/3/2011,19:05,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,2/3/2016,1/2/2016,F,,,
Bremer Platz,Parkhausausfahrt,Mo,1/3/2011,19:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,1,25,,,
Friedrich-Ebert-Straße,62,Mo,1/3/2011,21:15,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Düesbergweg,15,Mo,1/3/2011,22:12,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,2,1,45,,,
Rudolf-Diesel-Straße,Parkplatz McDonalds,Mo,1/3/2011,23:35,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,1,18,,,
Königsstraße,63,Di,1/4/2011,3:30,5,,,,,2,,1,,,,,1,,,41,71,,732,,49,72,,2/3/2016,2,58,,,
Steinfurter Straße,101,Di,1/4/2011,7:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,1,50,,,
Lublinring,Höhe Nr. 2 / KGA,Di,1/4/2011,8:50,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,37,,,
Katharinenstraße,15,Di,1/4/2011,9:50,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,72,,,2,35,,,
Windthorststraße,Höhe Promenade,Di,1/4/2011,9:50,5,,,,,2,,1,,,,1,,,,21,71,,711,,36,,,,1,29,,,
Hammer Straße,47,Di,1/4/2011,10:45,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,20,,,
Marktallee,46,Di,1/4/2011,11:55,5,,,,,2,,,,,,1,,1,,31,21,,501,,14,,,,1,53,,,
Petronillaplatz,9 / Parkplatz,Di,1/4/2011,12:05,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,19,,,
Stehrweg,Clara-Ratzka-Weg,Di,1/4/2011,12:25,5,,,,,2,,,,,,1,1,,,41,21,,593,,14,72,,,2,45,,,
Ringstraße,135,Di,1/4/2011,12:55,5,X,,,,2,,,,,,2,,,,21,21,,712,,36,72,,,2,19,,,
Albersloher Weg,455 / Parkbucht,Di,1/4/2011,13:19,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,31,,,
Königsberger Straße,Schneidemühler Straße,Di,1/4/2011,14:30,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,56,,,
Erbdrostenweg,Zw. KV u. Kaldenhoferweg,Di,1/4/2011,15:05,5,,,,,2,,,,,,1,1,,,41,21,,681,,14,72,,,2,23,,,
Scharnhorststraße,75,Di,1/4/2011,15:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,31,,,
An den Loddenbüschen,13,Di,1/4/2011,15:50,5,,,,,2,,,,,,,2,,,41,41,,251,,14,,,,1,45,,,
Düesbergweg,16,Di,1/4/2011,16:30,5,X,,,,2,,,,,,2,,,,21,21,,681,,49,,,,2,F,,,
Gutenbergstraße,10,Di,1/4/2011,18:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Von-Esmarch-Straße,Parkplatz Rewe,Di,1/4/2011,18:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,72,,2/3/2016,2,37,,,
Hammer Straße,65,Di,1/4/2011,18:30,5,X,,,,2,,,,,,1,,,1,92,21,,681,,14,,,2/3/2016,1,F,,,
Wolbecker Straße,Andreas-Hofer-Straße,Di,1/4/2011,18:30,3,,,,1,1,,,,,,1,,,,21,,,122,4,49,,,2/3/2016,1,49,,,
Windthorststraße,Klosterstraße,Di,1/4/2011,18:45,5,,,,,2,,,,,,,1,1,,41,33,,711,,36,37,,2/3/2016,1,24,,,
Warendorfer Straße,Schifffahrter Damm,Di,1/4/2011,19:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,2/3/2016,1,27,,,
Weseler Straße,Brunnenstraße,Di,1/4/2011,19:00,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,2,47,,,
B 51,Höhe Eulerstraße,Di,1/4/2011,19:05,5,,,,,2,,,,,,1,,1,,21,31,,630,,26,,,1,1,18,,,
Münsterstraße,38 / Ausfahrt Tankstelle,Di,1/4/2011,20:50,5,,,,,2,,,,,,2,,,,21,21,,232,,35,,,2/3/2016,1,19,,,
Nienberger Straße,Höhe BAB,Di,1/4/2011,23:00,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,79,,,
Kolpingstraße,5,Mi,1/5/2011,7:45,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,72,,,2,39,,,
Kolpingstraße,5,Mi,1/5/2011,8:00,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2,2,44,,,
Kinderhauser Straße,195,Mi,1/5/2011,8:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,72,,,2,19,,,
Martin-Luther-Straße,27,Mi,1/5/2011,10:10,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,72,,,2,62,,,
Albersloher Weg,455,Mi,1/5/2011,10:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,62,,,
Ostmarkstraße,Schifffahrter Damm,Mi,1/5/2011,10:58,5,,,,,2,,,,,,2,,,,21,21,,251,,14,,,,,80,,,
Soester Straße,58,Mi,1/5/2011,11:15,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,1,30,,,
Paul-Engelhard-Weg,7,Mi,1/5/2011,11:30,5,,,,,2,,,,,,1,,,1,59,21,,681,,11,14,72,,2,49,,,
Albrecht-Thaer-Straße,Parkplatz Centrum-Nord,Mi,1/5/2011,11:31,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,21,,,
Sendener Stiege,126,Mi,1/5/2011,11:52,5,,,,,2,,,,,,,2,,,41,51,,701,,14,72,,,2,33,,,
Hohenzollernring,Parkhaus KH,Mi,1/5/2011,12:00,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,42,,,
Goebenstraße,10,Mi,1/5/2011,12:15,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,2,F,,,
Fresnostraße,16 / Parkplatz Lidl,Mi,1/5/2011,12:35,5,,,,,2,,,,,,2,,,,21,21,,703,,45,,,,,36,,,
Hafenstraße,zwischen den Brücken,Mi,1/5/2011,12:54,5,,,,,2,,,,,,2,,,,21,21,,712,,14,,,,,51,,,
Höltenweg,An den Loddenbüschen,Mi,1/5/2011,13:00,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,1,56,,,
Hammer Straße,165,Mi,1/5/2011,13:10,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,,75,,,
Kolde-Ring,Scharnhorststraße,Mi,1/5/2011,13:50,5,,,,,2,,,,,,2,,,,21,21,,640,,26,,,,,56,,,
Mecklenbecker Straße,115,Mi,1/5/2011,14:28,3,,,,1,2,,,,,,2,,,,21,21,,601,,14,,,,,31,,,
Brüderstraße,27,Mi,1/5/2011,14:50,5,,,,,2,,,,,,,2,,,41,41,,501,,14,72,,,2,40,,,
Schmittingheide,Hegerskamp,Mi,1/5/2011,15:15,5,,,,,2,,,,,,2,,,,21,21,,201,,35,,,,,30,,,
Burgwall,13b,Mi,1/5/2011,16:35,5,,,,,2,,1,,,,1,,,,21,71,,101,,13,72,,1,2,63,,,
An den Mühlen,5,Mi,1/5/2011,16:35,5,,,,,2,,,,,,2,,,,21,21,,501,,14,72,,1,2,55,,,
Korduanenstraße,Parkplatz,Mi,1/5/2011,17:10,5,,,,,2,,,,,,2,,,,21,21,,703,,36,72,,2,2,74,,,
Hammer Straße,64,Mi,1/5/2011,17:35,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2,,22,,,
Albersloher Weg,415 / Shell-Tankstelle,Mi,1/5/2011,17:40,5,,,,,2,,,,,,2,,,,21,21,,231,,14,72,,2,2,21,,,
Weseler Straße,539,Mi,1/5/2011,17:50,4,,,,,2,,,,,,1,,1,,31,21,,601,,14,,,2/3/2016,2,30,,,
Ostmarkstraße,79,Mi,1/5/2011,18:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2,1,F,,,
Ostmarkstraße,68,Mi,1/5/2011,18:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2/3/2016,2,F,,,
Von-Kluck-Straße,17,Mi,1/5/2011,19:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,2/3/2016,1,F,,,
Orleans-Ring,Steinfurter Straße,Mi,1/5/2011,20:55,5,,,,,2,,,,,,1,,,1,59,21,,623,,14,,,2,,32,,,
Junkerstraße,,Do,1/6/2011,3:40,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,1,2,57,,,
Davertstraße,7,Do,1/6/2011,3:45,5,,,,,1,,,,,,1,,,,21,,,751,,0,72,86,2,2,37,,,
Daimlerweg,21,Do,1/6/2011,6:10,5,X,,,,1,,,,,,,1,,,51,,,799,,49,72,,2/3/2016,2,47,,,
Gittruper Straße,Zur Eckernheide,Do,1/6/2011,6:20,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,72,2/3/2016,2,58,,,
Gittruper Straße,Zur Eckernheide,Do,1/6/2011,6:25,5,,,,,3,,,,,,3,,,,21,21,,101,,13,72,,2/3/2016,2,37,,,
Holtmannsweg,An den Speichern,Do,1/6/2011,6:45,5,,,,,2,,,,,,2,,,,21,21,,112,,14,49,,2,1,50,,,
Alte Schifffahrt,Gittruper Straße,Do,1/6/2011,6:55,5,,,,,3,,,,,,3,,,,21,21,,122,,13,72,,2,2,48,,,
Schifffahrter Damm,73,Do,1/6/2011,6:55,5,,,,,2,,,,,,1,1,,,21,59,,711,,36,,,2,1,25,,,
Hiltruper Straße,Twenhövenweg,Do,1/6/2011,7:00,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,57,,,
Coermühle,Höhe Heidekrug,Do,1/6/2011,7:30,5,,,,,2,,,,,,1,1,,,41,21,,681,,11,14,72,2,1/2/2016,42,,,
Eugen-Müller-Straße,16,Do,1/6/2011,9:45,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,,1,44,,,
Weseler Straße,25,Do,1/6/2011,10:00,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,25,,,
Grevener Straße,69 / Parkplatz Saturn,Do,1/6/2011,10:20,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,60,,,
Roddestraße,Alfred-Krupp-Weg,Do,1/6/2011,10:45,5,,,,,2,,,,,,1,1,,,41,21,,799,,14,,,,1,50,,,
Kerstinskamp,5,Do,1/6/2011,11:30,5,,,,,2,,,,,,1,1,,,45,21,,102,,13,72,,,2,47,,,
Immelmannstraße,64,Do,1/6/2011,12:08,5,,,,,2,,,,,,1,,1,,21,33,,711,,36,,,,1,82,,,
Bonhoefferstraße,61,Do,1/6/2011,12:30,5,,,,,2,,,,,,2,,,,21,21,,321,,37,,,,,56,,,
An der Germania Brauerei,Parkplatz,Do,1/6/2011,12:45,5,,,,,2,,,,,,1,1,,,41,21,,703,,14,,,,1,69,,,
Hammer Straße,385,Do,1/6/2011,14:25,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,19,,,
Amelsbürener Straße,Westfalenstraße,Do,1/6/2011,14:35,5,,,,,2,,,,,,2,,,,21,21,,303,,37,,,,1,45,,,
Graelstraße,Hafenstraße,Do,1/6/2011,14:50,5,,,,,2,,,,,,2,,,,21,21,,231,,14,72,,,2,38,,,
Rjasanstraße,Kanalstraße,Do,1/6/2011,15:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,72,,,2,20,,,
Warendorfer Straße,100,Do,1/6/2011,15:20,5,X,,,,2,,,,,,2,,,,21,21,,701,,49,,,,1,F,,,
Schuckertstraße,6,Do,1/6/2011,15:30,5,,,,,2,,,,,,1,1,,,51,21,,711,,36,,,,1,38,,,
Hohenzollernring,Lortzingstraße,Do,1/6/2011,16:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,1/3/2016,1,F,,,
Hafenstraße,Frie-Vendt-Straße,Do,1/6/2011,16:21,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,1,1,40,,,
Breul,4,Do,1/6/2011,16:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,75,,,
Aegidiistraße,Höhe Parkhaus,Do,1/6/2011,17:30,5,,,,,2,,1,,,,1,,,,21,71,,303,,37,72,,2,2,23,,,
Hamannplatz,Parkplatz,Do,1/6/2011,17:45,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,1,54,,,
Füstruper Straße,Alte Schifffahrt,Do,1/6/2011,17:46,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,20,,,
Bohlweg,Piusallee,Do,1/6/2011,18:20,4,,,,,2,,,,,,2,,,,21,21,,211,,35,,,2/3/2016,1,51,,,
Schifffahrter Damm,Ostmarkstraße,Do,1/6/2011,18:30,5,,,,,3,,,,,,3,,,,21,21,,231,,14,,,2/3/2016,1,59,,,
Raesfeldstraße,14,Do,1/6/2011,19:50,5,,,,,3,,,,,,3,,,,21,21,,711,,36,,,2,1,39,,,
York-Ring,Höhe Feuerwache 1,Do,1/6/2011,19:54,5,,,,,2,,,,,,2,,,,21,21,,651,,26,,,2/3/2016,1,70,,,
Mindener straße,28,Do,1/6/2011,20:15,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2,1,36,,,
Ulrichstraße,Zuhornstraße,Do,1/6/2011,23:12,3,,,,1,2,,1,,,,1,,,,71,21,,326,,27,,,2/3/2016,2,51,,,
Antoniuskirchplatz,ggü. 4,Do,1/6/2011,23:55,5,,,,,2,,,,,,2,,,,21,21,,711,,36,72,,2/3/2016,2,20,,,
Niedersachsenring,50m h. Piusallee,Fr,1/7/2011,7:30,5,,,,,2,,,,,,2,,,,21,21,,641,,26,,,2,1,52,,,
Kappenberger Damm,263,Fr,1/7/2011,11:00,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,,1,F,,,
Steinfurter Straße,113 / Parkplatz Burger King,Fr,1/7/2011,11:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Kasewinkel,Höhe 26,Fr,1/7/2011,11:30,5,X,,,,2,,,,,,2,,,,21,21,,681,,11,,,,1,F,,,
Engelstraße,35,Fr,1/7/2011,11:50,5,,,,,2,,,,,,2,,,,21,21,,644,,26,,,,1,45,,,
Hammer Straße,58,Fr,1/7/2011,12:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Westfalenstraße,120,Fr,1/7/2011,12:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,68,,,
Janningsweg,200m westl Rektoratsweg,Fr,1/7/2011,12:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Josefine-Mauser-Straße,56a,Fr,1/7/2011,12:40,5,,,,,2,,,,,,1,1,,,21,51,,594,,14,72,,,2,47,,,
Emdener Straße,2,Fr,1/7/2011,12:50,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Diepenbrockstraße,15,Fr,1/7/2011,12:50,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Weseler Straße,535,Fr,1/7/2011,12:55,5,,,,,2,,,,,,1,,1,,21,33,,643,,18,22,,,,79,,,
Rüschhausweg,149 / Parkplatz Kaufpark,Fr,1/7/2011,13:00,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,24,,,
Rudolf-Diesel-Straße,5 / Parkplatz TÜV,Fr,1/7/2011,13:10,5,,,,,2,,,,,,1,1,,,45,21,,703,,36,,,1,,44,,,
Birkenheide,3a,Fr,1/7/2011,14:10,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Bremer Straße,26,Fr,1/7/2011,14:10,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,55,,,
Boeselagerstraße,39,Fr,1/7/2011,15:15,5,X,,,,2,,,,,,1,1,,,41,21,,501,,49,,,,1,F,,,
Königsstraße,Schützenstraße,Fr,1/7/2011,15:20,3,,,,1,2,,1,,,,1,,,,21,71,,303,,28,,,,1,48,,,
Grevener Straße,7,Fr,1/7/2011,16:15,5,,,,,2,,,,,,2,,,,21,21,,501,,14,72,,,1/2/2016,73,,,
Moltkestraße,Bushalte Antoniuskirche,Fr,1/7/2011,16:15,3,,,,1,2,1,,,,,1,,,,81,21,,442,,64,,,1,1,18,,,
Arnheimweg,32,Fr,1/7/2011,16:45,5,,,,,2,,,,,,2,,,,21,21,,681,,11,,,2/3/2016,1,34,,,
Breul,16,Fr,1/7/2011,17:00,5,X,,,,2,,,,,,2,,,,21,21,,712,,36,,,2,1,42,,,
Friedensstraße,3,Fr,1/7/2011,17:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Lippstädter Straße,10,Fr,1/7/2011,17:04,5,,,,,2,,,,,,2,,,,21,21,,601,,14,72,,1,2,34,,,
Mersmannsstiege,54,Fr,1/7/2011,17:05,4,,,,,2,,,,,,2,,,,21,21,,211,,35,,,2/3/2016,1,34,,,
Warendorfer Straße,54,Fr,1/7/2011,17:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,53,,,
Bremer Platz,1 / Parkplatz HBF,Fr,1/7/2011,18:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,1,18,,,
Schillerstraße,55,Fr,1/7/2011,18:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Hohe Geest,,Fr,1/7/2011,19:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Am Mittelhafen,10,Fr,1/7/2011,19:00,5,X,,,,2,,,,,,1,,,1,92,21,,733,,49,,,2,,F,,,
Universitätsstraße,Hindenburgplatz,Fr,1/7/2011,19:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,49,,,
Weseler Straße,h. Möselerhook ausw.,Fr,1/7/2011,19:15,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,54,,,
Hafenstraße,64,Fr,1/7/2011,19:25,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,1,37,,,
Amelsbürener Straße,11,Fr,1/7/2011,19:55,5,X,,,,3,,,,,,3,,,,21,21,,681,,49,,,2/3/2016,1,F,,,
Kanalstraße,20,Fr,1/7/2011,20:20,5,,,,,2,,,,,,2,,,,21,21,,721,,36,,,2,1,37,,,
Einsteinstraße,Rishon-le-Zion-Ring,Fr,1/7/2011,20:50,3,,,,1,2,,,,,,1,1,,,41,21,,231,,14,,,2/3/2016,1,29,,,
Neubrückenstraße,50 / Parkplatz,Fr,1/7/2011,23:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,,30,,,
Josefine-Mauser-Straße,8,Fr,1/8/2011,8:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Albersloher Weg,443,Sa,1/8/2011,9:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,44,,,
Albersloher Weg,Letterhausweg,Sa,1/8/2011,9:35,3,,,,1,2,,,,,,1,1,,,21,41,,623,,14,,,,1,18,,,
Haus Uhlenkotten,28 /Parkplatz Finke,Sa,1/8/2011,10:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,1,F,,,
Angelmodder Weg,Gremmendorfer Weg,Sa,1/8/2011,10:30,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,,1,21,,,
