vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Moltkestraße,Ludgeriplatz,Mo,11/23/2009,10:50,5,,,,,2,,,,,,1,1,,,41,21,,252,,14,,,0,1,,,,1
Bremer Platz,Parkhaus,Mo,11/23/2009,11:20,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,1,,,,1
Kirchstraße,60,Mo,11/23/2009,11:01,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,1,,,,
Albersloher Weg,Hansaring,Mo,11/23/2009,9:21,5,,,,,2,,,,,,1,,1,,31,21,,623,,14,,,0,1,,,1,
Roxeler Straße,416 / Parkplatz Ratio,Mo,11/23/2009,15:35,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,1/3/2016,1,,,1,1
Wolbecker Straße,166,Mo,11/23/2009,13:40,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,1,,,,
Königsberger Straße,Hoher Heckenweg,Mo,11/23/2009,10:05,5,,,,,2,,,,,,2,,,,21,41,,601,,14,,,0,1,,,,
Königsberger Straße,Kemperweg,Mo,11/23/2009,8:10,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,1,,,,
Moltkestraße,Höhe Antoniuskirche,Mo,11/23/2009,12:45,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,1,,,1,1
Wickenkamp,36,Mo,11/23/2009,18:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,1,,,,
Sentruper Straße,Redigerstraße,Mo,11/23/2009,17:35,5,,,,,2,,,,,,1,,1,,31,21,,301,,28,,,2,1,,,,
Körnerstraße,50m v. Scharnhorststraße,Mo,11/23/2009,17:55,5,,,,,2,,1,,,,1,,,,21,71,,581,,45,,,2/3/2016,1,,,1,
Lütke Ladbergen,65,Mo,11/23/2009,15:45,5,,,,,1,,,,,,1,,,,21,,,102,,13,,,0,1,,,1,
B 54,Abfahrt Nienberge Rtg. MS,Mo,11/23/2009,16:20,5,,,,,1,,,,,,1,,,,21,,,123,,13,,,1,1,,,,
Schorlemer Straße,4,Mo,11/23/2009,14:45,5,,,,,2,,1,,,,1,,,,21,71,,799,,14,,,0,1,,,,
Steinfurter Straße,Wilhelmstraße,Mo,11/23/2009,14:15,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,1,,,1,
Industrieweg,110 / Parkplatz,Mo,11/23/2009,16:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,1,,,,
Münnichweg,77,Mo,11/23/2009,13:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1/3/2016,,,,
Weseler Straße,zw. BAB-Brücke u. Albachten,Mo,11/23/2009,20:40,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Kolde-Ring,Mecklenbecker Straße,Mo,11/23/2009,17:30,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2/3/2016,1/3/2016,,,,
Kanalstraße,294,Mo,11/23/2009,7:15,3,,,,1,2,,2,,,,,,,,71,71,,681,,14,50,,2/3/2016,1,,,,
Hohenzollernring,Oststraße,Mo,11/23/2009,16:10,5,,,,,2,,,,,,2,,,,21,21,,332,,28,,,0,1,,,,
Rüschhausweg,Südlohnweg,Mo,11/23/2009,14:10,4,,,,,3,,,,,,3,,,,21,21,,302,,28,,,0,1,,,,1
Manfred-von-Richthofen-Straße,60,Mo,11/23/2009,13:03,3,,,,1,2,,1,,,,1,,,,21,71,,232,,35,,81,0,1,,,,
Moltkestraße,Weseler Straße,Mo,11/23/2009,7:03,3,,,,2,2,,,,,,2,,,,21,21,,623,,14,,,2,1,,,1,
Hansaring,Schillerstraße,Mo,11/23/2009,8:50,5,,,,,2,,,,,,1,1,,,41,21,,631,,26,,,0,0,,,,
Königsstraße,Ludgeriplatz,Mo,11/23/2009,11:40,3,,,,2,2,,1,,,,,,1,,33,71,,799,,14,,,0,1,,,,
Weseler Straße,Mersmannstiege,Mo,11/23/2009,11:40,5,,,,,2,,,,,,1,1,,,51,21,,299,,35,,,0,1,,,,
Wolbecker Straße,Bremer Platz,Mo,11/23/2009,19:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,,,,
Loergasse,Einfahrt Tiefgarage Karstadt,Mo,11/23/2009,16:35,3,,,,1,3,2,1,,,,,,,,71,81,,671,,49,,,2/3/2016,1,,1,,1
Hammer Straße,Münstermannweg,Mo,11/23/2009,19:30,3,,,,2,3,2,,,,,1,,,,21,81,,221,,40,,,2/3/2016,1,,,2,
Friedrich-Ebert-Straße,22,Mo,11/23/2009,18:05,5,,,,,2,,1,,,,1,,,,21,71,,302,,37,,81,2/3/2016,1,,,,
Friesenring,Kinderhauser Straße,Mo,11/23/2009,21:15,2,,,1,1,2,,1,,,,1,,,,71,21,,321,,31,,,2/3/2016,1,,,1,
Osttor,Kanalpromenade,Mo,11/23/2009,17:45,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,81,2/3/2016,1,,,,
Bremer Straße,Hafenstraße,Mo,11/23/2009,18:30,2,,,1,,1,,1,,,,,,,,71,,,141,,13,81,84,2/3/2016,1,,,1,
Klausenburgweg,18,Mo,11/23/2009,11:50,5,X,,,,1,,,,,,1,,,,21,,,711,,36,,,0,1,,,,
Mauritzeide,8,Mo,11/23/2009,21:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,1,,,,
Wasserstraße,1,So,11/22/2009,19:45,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2/3/2016,1,,,,
Admiral-Spee-Straße,22,So,11/22/2009,13:10,5,,,,,2,,,,,,1,1,,,41,21,,551,,37,,,0,0,,,,
Hafenstraße,Albersloher Weg,So,11/22/2009,5:50,5,,,,,2,,1,,,,1,,,,71,21,,651,,14,,,2/3/2016,0,,,,
Fritz-Pütter-Straße,37,So,11/22/2009,18:50,5,,,,,2,,,,,,2,,,,21,21,,720,,14,36,,2/3/2016,1,,,1,
Weseler Straße,228,So,11/22/2009,13:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
Aegidiistraße,1,So,11/22/2009,16:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,0,,,,
Sentruper Straße,315 / Parkplatz Zoo,So,11/22/2009,13:25,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Königsberger Straße,ggü. 104,So,11/22/2009,19:35,5,,,,,2,,,,,,1,,,1,93,21,,799,,49,,,2,1,,,,
Hohenzollernring,Wolbecker Straße,So,11/22/2009,19:18,3,,,,1,2,,,,,,2,,,,21,21,,211,,35,,,2/3/2016,0,,,1,
Hülshoffstraße,B54 neu,So,11/22/2009,19:30,5,,,,,2,,,,,,2,,,,21,21,,304,,28,,,2,1,,,2,
Scharnhorststraße,65,So,11/22/2009,21:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2/3/2016,0,,,,
Handorfer Straße,Gildenstraße,Sa,11/21/2009,10:55,5,,,,,2,,,,,,2,,,,21,21,,302,,28,,,0,0,,,,
Meesenstiege,Westfalenstraße,Sa,11/21/2009,9:25,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1,,,1,
Josef-Beckmann-Straße,9,Sa,11/21/2009,11:05,2,,,1,,2,,1,,,,1,,,,21,71,,341,,28,,,0,1,,,,1
Weseler Straße,577 / Parkplatz Poco,Sa,11/21/2009,11:30,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,0,1,,,,1
Pferdegasse,Domplatz,Sa,11/21/2009,8:35,5,,,,,2,,,,,,2,,,,21,21,,651,,14,,,0,0,,,,1
Zur Dornhiege,89,Sa,11/21/2009,18:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,0,,,,
Münzstraße,Hindenburgplatz,Sa,11/21/2009,22:40,5,,,,,2,,,,1,,1,,,,1,21,,601,,14,,,2,1,,,,
Aegidiistraße,Aegidiimarkt,Sa,11/21/2009,8:09,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1,,,,1
Hansaring,32,Sa,11/21/2009,22:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,0,,,1,
Hafenweg,ggü. 10,Sa,11/21/2009,23:20,5,,,,,1,,,,,,1,,,,21,,,799,,14,,,2,0,,,,
Hafenstraße,Höhe Frie-Vendt-straße,Sa,11/21/2009,21:25,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,2,0,,,1,
Harkortstraße,2,Sa,11/21/2009,14:00,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,,,,
Hansaring,20,Sa,11/21/2009,15:10,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,0,0,,,,
Moltkestraße,Ludgeriplatz,Sa,11/21/2009,18:20,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,1,0,,,,
Grevener Straße,Friesenring,Sa,11/21/2009,11:45,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,1,,,1,
Dahlweg,17,Sa,11/21/2009,13:10,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,,,,
Sophienstraße,Von-der-Tinnen-Straße,Sa,11/21/2009,12:15,5,,,,,2,,,,,,1,1,,,41,21,,594,,14,,,0,0,,,,
Kurze Straße,Hammer Straße,Sa,11/21/2009,8:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,1,,,,
Eisenbahnstraße,5,Sa,11/21/2009,11:35,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,1,,,,
Höfflingerweg,2,Sa,11/21/2009,0:55,5,,,,,2,,,,,,2,,,,21,21,,712,,14,,,2,0,,,,
Nerzweg,29,Sa,11/21/2009,13:10,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,37,,0,0,,,,
Altenberger Straße,24,Sa,11/21/2009,12:10,5,,,,,2,,,,,,2,,,,21,21,,302,,37,,,0,1,,,1,
Düesbergweg,31,Sa,11/21/2009,9:55,5,,,,,2,,,,,,1,,,1,41,59,,501,,14,,,0,0,,,,
Roddestraße,Alfred-Krupp-Weg,Sa,11/21/2009,11:45,5,,,,,2,,,,,,2,,,,21,21,,322,,27,,,0,0,,,,
Warendorfer Straße,Dyckburgstraße,Sa,11/21/2009,20:18,5,,,,,2,,1,,,,1,,,,71,21,,341,,31,,,2/3/2016,0,,,1,
Rüschhausweg,Stadtlohnweg,Sa,11/21/2009,4:55,4,,,,,1,,,,,,1,,,,21,,,122,1,12,,,2,0,,,1,
Albersloher Weg,Egbert-Snoek-Straße,Sa,11/21/2009,8:15,3,,,,2,2,,,,,,,2,,,41,41,,122,,13,,,0,1,,,1,
Westfalenstraße,Meesenstiege,Sa,11/21/2009,7:01,3,,,,3,2,,,,,,2,,,,21,21,,211,,35,,,2/3/2016,1,,,,2
Neubrückenstraße,An der Apostelkirche,Sa,11/21/2009,19:45,3,,,,1,2,,1,,,,1,,,,71,21,,224,,31,46,,2/3/2016,0,,,,
Zum Offerbach,12,Sa,11/21/2009,12:00,5,,,,,2,,,,,,2,,,,21,21,,322,,27,,,0,1,,,,
Schwelingstraße,2,Fr,11/20/2009,10:00,3,,,,1,3,,,,,,2,,,1,59,21,,701,,37,,,0,0,,,,1
Pater-Kolbe-Straße,Lange Kuhle,Fr,11/20/2009,15:15,5,,,,,2,,,,,,2,,,,21,21,,303,,28,,,0,0,,,,
Albersloher Weg,Theodor-Scheiwe-Straße,Fr,11/20/2009,17:25,5,,,,,2,,,,,,2,,,,21,21,,712,,49,,,2/3/2016,0,,,,1
Bremer Platz,Parkplatz,Fr,11/20/2009,15:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,0,0,,,1,
Eisenbahnstraße,Servatiiplatz,Fr,11/20/2009,12:57,5,,,,,2,,,,,,,1,,1,41,59,,630,,26,,,0,0,,,,
Grevener Straße,23,Fr,11/20/2009,5:45,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,2/3/2016,0,,,1,
Ludgeriplatz,Schorlemerstraße,Fr,11/20/2009,17:10,5,,,,,2,,,,,,2,,,,21,21,,232,,35,,,0,0,,,,
Siemensstraße,Hammer Straße,Fr,11/20/2009,12:45,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,,
Robert-Bosch-Straße,2 / Parkplatz Media-Markt,Fr,11/20/2009,11:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Boeselagerstraße,Weseler Straße,Fr,11/20/2009,7:45,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,0,0,,,,
Grafschaft,Kappenberger Damm,Fr,11/20/2009,6:45,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2/3/2016,0,,,,
Weseler Straße,485,Fr,11/20/2009,20:20,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,2/3/2016,0,,,,
Hammer Straße,ggü.102,Fr,11/20/2009,16:00,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,0,0,,,,
Albersloher Weg,Homannstraße,Fr,11/20/2009,7:20,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,1,0,,,2,
Weseler Straße,34,Fr,11/20/2009,9:20,5,,,,,2,,,,,,1,1,,,21,41,,630,,26,,,0,0,,,,
Weseler Straße,k.v. Spinne,Fr,11/20/2009,15:30,5,,,,,2,,,,,,,1,,1,51,59,,799,,14,,,0,0,,,,1
Hansaring,Schillerstraße,Fr,11/20/2009,18:00,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,2/3/2016,0,,,,
Margaretenstraße,Höhe Ring,Fr,11/20/2009,12:00,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,,,,
Hammer Straße,192,Fr,11/20/2009,16:10,5,,,,,2,,,,,,2,,,,21,21,,602,,14,,,1,0,,,,
Wolbecker Straße,124 / Parkplatz,Fr,11/20/2009,19:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,0,,,,
Aegidiistraße,1 / Parkhaus,Fr,11/20/2009,19:00,5,,,,,1,,,,,,1,,,,21,,,703,,14,,,0,0,,,,
Sentruper Straße,Ausfahrt Zoo,Fr,11/20/2009,9:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Hindenburgplatz,70,Fr,11/20/2009,11:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,37,,0,0,,,1,1
Nottulner Landweg,Parkplatz Thomas Phillips,Fr,11/20/2009,12:08,5,,,,,2,,,,,,1,1,,,21,41,,711,,36,37,,0,0,,,,
Rudolf-Diesel-Straße,65,Fr,11/20/2009,13:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,1,
Niedersachsenring,106,Fr,11/20/2009,12:20,5,,,,,2,,,,,,2,,,,21,21,,602,,14,,,0,0,,,1,
Gasselstiege,Parkplatz Rewe,Fr,11/20/2009,14:50,5,,,,,2,,,,,,1,1,,,21,41,,703,,14,,,0,0,,,,
Marktallee,64,Fr,11/20/2009,14:45,5,X,,,,1,,,,,,,,,1,59,,,799,,36,,,0,0,,,,
Friedrichstraße,10,Fr,11/20/2009,9:45,3,,,,1,2,,2,,,,,,,,71,71,,223,,35,,,0,0,,,1,
Industrieweg,110,Fr,11/20/2009,7:47,5,X,,,,1,,,,,,1,,,,21,,,710,,36,,,1/3/2016,0,,,,
An der Hansalinie,19,Fr,11/20/2009,16:00,5,X,,,,1,,,,,,,,,1,92,,,799,,49,,,2,0,,,,
Cheruskerring,Wichernstraße,Do,11/19/2009,16:45,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,2/3/2016,0,,,,1
Lublinring,Gartenstraße,Do,11/19/2009,7:26,5,,,,,2,,,1,,,1,,,,2,21,,304,,28,,,1,0,,,,
Schnorrenburg,31,Do,11/19/2009,6:50,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,1,,,,
Metzer Straße,Hammer Straße,Do,11/19/2009,19:40,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,2/3/2016,0,,,,1
Weseler Straße,Kolde-Ring,Do,11/19/2009,17:10,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,1/3/2016,0,,,,
Kappenberger Damm,hinter Grafschaft,Do,11/19/2009,20:30,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Enkingweg,k.v.Goldstraße,Do,11/19/2009,12:05,5,,,,,2,,,,,,1,1,,,51,21,,799,,14,,,0,0,,,,
Altenberger Straße,L510,Do,11/19/2009,21:00,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,0,,,,
Albert-Schweitzer-Straße,Einmündung LANO,Do,11/19/2009,15:35,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,,
Meesenstiege,Westfalenstraße,Do,11/19/2009,19:40,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2,0,,,,
Finkestraße,1,Do,11/19/2009,19:10,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,0,,,,
Wiedaustraße,1km hinter Kappenberger Damm,Do,11/19/2009,23:45,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,0,,,1,
Sebastianstraße,10 / Parkplatz,Do,11/19/2009,15:45,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Hafenstraße,Tankstelle,Do,11/19/2009,7:05,5,X,,,,2,,,,,,2,,,,21,21,,302,,49,,,2/3/2016,0,,,,
Weseler Straße,Buckstraße,Do,11/19/2009,23:45,3,,,,1,2,,,,,,2,,,,21,21,,601,1,14,,,2/3/2016,0,,,1,
Grevener Straße,12,Do,11/19/2009,11:15,5,X,,,,2,,,,,,2,,,,21,21,,701,,49,,,0,0,,,,
Ostmarkstraße,Wiener Straße,Do,11/19/2009,13:40,5,,,,,2,,,,,,1,1,,,52,21,,321,,27,,,0,0,,,,
Scharnhorststraße,68,Do,11/19/2009,14:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Hafenweg,26 b / Parkplatz,Do,11/19/2009,14:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Hammer Straße,Friedrich-Ebert-Straße,Do,11/19/2009,17:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2/3/2016,0,,,,
Waldeyerstraße,30 / Parkhaus Zahnklinik,Do,11/19/2009,9:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Steinfurter Straße,Catharina-Müller-Straße,Mi,11/18/2009,13:55,5,,,,,2,,,,,,2,,,,21,21,,313,,31,,,0,0,,,1,
Sprakeler Straße,216,Mi,11/18/2009,17:43,3,,,,2,2,,,,,,2,,,,21,21,,201,,14,,,2,1,,,1,
Warendorfer Straße,Gerhardstraße,Mi,11/18/2009,20:49,2,,,1,,2,,1,,,,1,,,,21,71,,341,,28,,,2/3/2016,1,,,1,
Düesbergweg,Klausenburgweg,Mi,11/18/2009,14:10,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,0,0,,,,
Hoher Heckenweg,Markweg,Mi,11/18/2009,18:05,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,2/3/2016,1,,,,
Am Steintor,ca. 100m hinter Ortsausgangsschild,Mi,11/18/2009,20:15,3,,,,1,1,,,,,,1,,,,21,,,101,,13,73,83,2,1,,,,
Dorotheenstraße,19,Mi,11/18/2009,8:45,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Münzstraße,51 / Parkplatz,Mi,11/18/2009,20:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,2/3/2016,0,,,,
Gartenstraße,Lublinring,Mi,11/18/2009,19:40,5,,,,,2,,,,,,2,,,,21,21,,251,,14,26,,2/3/2016,1,,,1,1
Hohenzollernring,Höhe Franziskus-Hospital,Mi,11/18/2009,16:00,5,,,,,2,,,,,,2,,,,21,21,,681,,14,11,,2/3/2016,1,,,,
Wolbecker Straße,Friedrichstraße,Mi,11/18/2009,16:05,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,1,1,,,,1
Himmelreichallee,50,Mi,11/18/2009,17:25,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,,,,
Niedersachsenring,Gartenstraße,Mi,11/18/2009,17:20,5,,,,,2,,,,,,2,,,,21,21,,651,,14,,,2/3/2016,1,,,,
Niesertstraße,25,Mi,11/18/2009,19:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,,,1,
Wolbecker Straße,Schaumburgstraße,Mi,11/18/2009,6:40,5,,,,,2,,,,,,,1,1,,51,31,,711,,36,,,1/3/2016,0,,,,
Idenbrockplatz,Parkplatz,Mi,11/18/2009,17:40,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,1,,,,
Berliner Platz,Taxistand vor HBF,Mi,11/18/2009,17:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,1,1,,,1,1
Hammer Straße,89,Mi,11/18/2009,17:35,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2/3/2016,1,,,,
Überwasserstraße,ggü. 43,Mi,11/18/2009,8:41,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,,,,
Scharnhorststraße,45,Mi,11/18/2009,15:40,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,1,,,,
Albersloher Weg,Egbert-Snoek-Straße,Mi,11/18/2009,19:25,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,2/3/2016,1,,,,
