Name  /  Date: 2015_03_29;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
LSA 8040 Schleifen (MQ1016);1097;957;684;701;917;720;705;799;1398;1872;2645;3237;3235;4151;3712;3297;4015;3547;2453;1977;2008;1338;593;
LSA 8032 Schleifen (MQ1017);841;816;653;683;617;459;473;429;630;947;1334;1571;1559;1993;1783;1729;2229;2036;1470;1209;1750;1031;414;
LSA 8041 Schleifen (MQ1018);390;376;281;296;299;257;280;256;380;563;770;895;904;1084;973;985;1176;1143;740;626;826;510;198;
LSA 8054 Schleifen (MQ1019);349;312;204;200;216;200;205;273;419;604;851;1019;1108;1183;1116;959;1157;968;735;594;505;367;196;
MQ_02020_FV3_L (MQ102);17;3;3;3;8;4;3;4;9;21;21;20;27;36;25;26;22;28;25;27;10;12;8;
LSA 8140 Schleifen (MQ1020);194;168;105;98;90;91;108;144;275;365;545;654;650;805;741;680;876;671;546;442;352;245;122;
MQ_01210_FV32_L (MQ1021);3;3;2;0;3;1;2;2;7;19;17;19;44;22;31;23;40;38;20;14;10;14;6;
MQ_01081_FV3_G (MQ1022);102;83;79;56;66;47;45;56;87;97;154;179;206;192;224;233;256;234;193;186;145;128;75;
MQ_03030_FV1_L (MQ1023);4;4;1;1;4;2;5;5;11;12;3;14;9;17;13;9;3;8;3;4;3;1;0;
MQ_01200_FV1_G (MQ1024);218;174;128;79;82;78;93;144;234;312;490;687;721;812;815;864;895;641;502;463;338;210;146;
MQ_01121_FV1_G (MQ1025);23;11;11;12;5;10;10;69;133;143;176;98;132;155;141;116;126;96;59;36;25;18;6;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;3;3;2;2;1;1;1;0;
MQ_01121_FV3_G (MQ1027);18;8;6;4;2;6;7;21;26;36;98;99;109;104;114;135;128;97;70;62;24;20;15;
MQ_01121_FV1_R (MQ1028);3;2;2;2;1;1;1;10;18;19;24;13;18;21;19;16;17;13;8;5;4;2;1;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);7;6;1;4;4;2;2;8;13;8;16;10;12;14;9;10;12;9;11;7;3;6;2;
---Test (MQ1032);;;;;;;;;;;;;;;;;;;;;;;;
MQ_09040_FV1_G (MQ1033);81;77;49;59;50;36;35;44;81;96;136;150;179;205;174;205;267;220;202;162;134;68;38;
MQ_09040_FV3_G (MQ1034);70;45;31;42;49;26;57;75;116;179;173;185;213;244;258;268;264;261;211;162;99;78;36;
MQ_09050_FV1_G (MQ1035);123;99;86;64;61;46;58;72;119;166;301;310;361;402;357;391;442;409;322;252;206;143;58;
MQ_09050_FV3_G (MQ1036);101;64;56;49;54;51;66;92;178;256;239;230;298;398;363;334;427;391;249;234;140;101;57;
MQ_09060_FV11_G (MQ1037);125;96;76;63;59;48;59;71;114;158;291;291;340;370;328;360;406;361;290;216;200;133;52;
MQ_09060_FV11L (MQ1038);15;13;18;12;21;13;11;10;17;21;23;35;28;39;35;31;38;56;48;31;24;13;15;
MQ_09060_FV2_L (MQ1039);26;23;11;6;17;12;10;22;45;51;68;85;100;154;136;108;133;85;71;61;29;18;14;
MQ_03023_FV1_G (MQ104);52;55;17;19;40;41;35;49;121;116;220;266;299;347;382;453;496;327;218;180;138;82;49;
MQ_09060_FV2_R (MQ1040);5;5;2;1;4;2;2;5;9;11;14;18;21;32;28;22;27;17;14;13;6;4;3;
MQ_09060_FV3_G (MQ1041);88;66;62;71;68;58;52;95;161;237;224;195;287;395;337;315;407;385;267;210;104;82;66;
MQ_09060_FV3_R (MQ1042);29;19;12;7;41;24;13;23;43;62;75;114;106;133;149;89;129;97;85;74;38;24;18;
MQ_03250_FV1_R (MQ1043);9;8;6;6;6;4;4;5;10;12;18;18;22;25;20;23;29;25;22;18;15;7;3;
MQ_03250_FV1_G (MQ1044);49;43;34;32;31;24;20;31;54;68;103;103;126;141;116;132;162;139;127;101;87;40;18;
MQ_03250_FV1_L (MQ1045);24;21;17;20;12;9;21;15;30;42;42;50;56;55;56;56;81;63;64;38;26;18;10;
MQ_03250_FV2_R (MQ1046);15;10;8;8;9;7;7;8;13;22;32;32;38;50;47;45;52;44;36;27;21;13;6;
MQ_03250_FV2_G (MQ1047);111;70;57;55;69;50;50;61;95;158;236;238;280;364;341;327;378;321;262;202;153;91;40;
MQ_03250_FV2_L (MQ1048);50;26;24;15;14;13;26;22;40;57;118;120;123;153;147;163;174;149;127;96;66;48;16;
MQ_03250_FV3_R (MQ1049);22;12;8;9;11;9;13;17;31;49;50;48;58;74;68;64;80;68;52;48;27;20;10;
MQ_03250_FV3_G (MQ105);65;36;25;26;32;27;39;51;92;146;151;144;175;223;203;192;241;204;155;145;82;59;31;
MQ_03250_FV3_L (MQ1050);25;22;28;18;22;17;11;20;42;50;50;53;73;99;96;73;107;101;67;68;41;26;18;
MQ_03250_FV4_R (MQ1051);27;28;23;18;19;10;9;13;19;30;50;59;64;76;77;72;85;73;64;53;44;37;16;
MQ_03250_FV4_G (MQ1052);108;112;92;71;74;42;34;52;77;120;201;237;258;306;306;286;342;292;258;214;178;147;64;
MQ_03250_FV4_L (MQ1053);4;6;9;6;3;5;2;13;6;20;14;18;20;20;23;27;25;20;22;23;17;14;5;
MQ_03030_FV1_R (MQ1054);3;2;1;1;0;2;7;27;28;65;83;72;106;89;54;57;24;22;18;8;9;4;1;
MQ_03030_FV2_G (MQ1055);1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;0;1;0;0;0;
MQ_03030_FV2_L (MQ1056);9;4;3;2;2;2;1;5;3;14;16;15;10;15;17;31;14;13;6;7;4;6;4;
MQ_03030_FV2_R (MQ1057);6;3;2;1;2;1;0;3;2;9;11;11;7;11;12;21;10;9;4;5;3;4;3;
MQ_03030_FV3_G (MQ1058);53;48;27;20;54;43;39;62;121;198;247;334;340;353;355;290;317;307;240;219;135;100;63;
MQ_03030_FV3_L (MQ1059);8;11;5;4;5;8;7;29;40;85;150;127;124;115;96;46;41;46;42;38;16;16;9;
MQ_03080_FV4_R (MQ106);2;3;2;2;0;4;7;6;26;12;30;33;26;32;23;25;27;15;21;18;15;10;3;
MQ_03030_FV3_R (MQ1060);1;1;0;0;0;1;0;1;2;3;3;4;4;5;5;4;5;5;4;3;2;2;1;
MQ_03030_FV4_G (MQ1061);2;2;1;1;1;1;1;3;5;7;9;10;11;12;15;15;17;11;10;7;6;3;2;
MQ_03030_FV4_L (MQ1062);13;10;5;5;6;8;5;18;33;48;58;68;74;80;98;103;117;73;70;48;39;20;12;
MQ_03030_FV4_R (MQ1063);13;10;5;5;6;8;5;18;33;48;58;68;74;80;98;103;117;73;70;48;39;20;12;
MQ_03120_FV1_G (MQ107);196;139;91;95;104;143;93;160;301;378;495;620;622;713;692;622;762;650;490;432;286;234;115;
MQ_03020_FV2_R (MQ108);8;11;5;3;3;4;6;11;18;16;30;44;56;46;42;38;40;44;25;27;10;9;8;
MQ_03120_FV1_R (MQ109);3;2;1;1;1;2;1;2;4;4;6;7;7;8;8;7;7;7;5;5;4;3;1;
MQ_08050_FV2_L (MQ11);11;12;11;19;14;16;13;20;20;38;43;56;73;44;70;60;47;27;23;24;32;11;5;
MQ_03120_FV2_L (MQ110);8;6;2;2;0;3;10;4;9;11;19;18;9;14;16;19;19;10;22;9;4;6;1;
MQ_03120_FV2_R (MQ111);0;12;1;8;0;4;1;3;5;4;9;12;7;8;16;22;13;11;17;14;5;4;0;
MQ_06160_FV3_L (MQ112);2;3;2;3;5;2;3;8;10;22;16;37;26;53;47;35;36;32;26;24;16;3;1;
MQ_03120_FV3_G (MQ113);156;106;80;62;106;102;106;114;223;354;441;564;632;756;730;620;735;718;509;460;307;183;125;
MQ_03020_FV2_G (MQ114);19;19;10;10;6;12;9;20;26;40;81;74;80;72;81;84;77;65;65;53;46;29;15;
MQ_03120_FV3_L (MQ115);4;2;1;1;11;5;4;9;14;15;15;27;24;29;26;32;20;21;26;22;16;8;1;
MQ_03140_FV1_G (MQ116);139;100;65;51;82;81;97;101;188;318;427;530;588;707;658;603;694;665;464;421;283;179;96;
MQ_03140_FV1_L (MQ117);3;3;3;2;0;0;2;2;2;19;16;19;18;29;21;19;32;26;16;19;10;5;0;
MQ_03140_FV1_R (MQ118);4;3;2;2;2;2;3;3;6;9;11;14;15;19;18;16;18;18;12;12;9;6;3;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;
MQ_03290_FV3_G (MQ12);136;106;100;74;77;66;87;71;77;109;151;154;165;187;196;202;196;198;199;149;122;107;56;
MQ_03140_FV2_L (MQ120);2;0;0;1;1;1;1;3;2;6;11;10;8;8;9;9;9;8;3;5;3;2;0;
MQ_08040_FV1_L (MQ121);30;38;33;21;24;24;14;3;11;11;26;44;21;65;33;34;70;32;45;43;117;69;10;
MQ_03140_FV2_R (MQ122);3;1;1;2;1;1;1;5;4;9;17;16;12;13;14;14;14;13;5;8;5;3;0;
MQ_08040_FV1_G (MQ123);133;151;112;106;107;65;87;66;88;128;198;258;254;308;272;272;322;261;236;202;250;177;83;
MQ_03140_FV3_G (MQ124);176;121;80;86;103;124;78;144;280;352;447;587;633;698;672;626;661;643;523;426;260;228;94;
MQ_03140_FV3_L (MQ125);5;1;5;2;3;6;4;1;6;10;6;21;17;18;20;15;26;22;28;20;10;12;3;
MQ_03140_FV3_R (MQ126);4;3;2;2;2;3;2;3;6;8;9;12;13;13;13;12;13;13;10;8;5;5;2;
MQ_08040_FV1_R (MQ127);56;44;41;43;26;25;43;29;31;49;66;90;83;101;70;75;85;113;51;61;138;73;21;
MQ_08040_FV2_R (MQ128);15;3;6;6;12;11;5;7;20;23;42;44;40;87;45;65;91;104;57;12;16;14;7;
MQ_08040_FV2_L (MQ129);8;5;3;5;28;7;8;12;15;23;44;63;51;72;72;48;55;40;22;33;19;15;9;
MQ_08050_FV3_G (MQ13);128;125;67;69;92;89;81;141;254;348;407;449;488;609;540;468;580;473;333;262;175;130;76;
MQ_03140_FV4_G (MQ130);3;4;0;1;0;2;3;1;3;3;11;5;5;8;6;10;9;4;7;4;4;3;1;
MQ_03140_FV4_L (MQ131);7;2;7;4;1;8;4;5;10;20;27;33;31;46;34;27;21;28;24;18;14;5;1;
MQ_08040_FV3_L (MQ137);46;52;24;18;34;32;32;67;106;149;202;222;255;287;251;189;241;178;141;116;74;40;36;
MQ_08040_FV3_R (MQ139);12;7;9;3;8;11;12;14;36;28;53;71;74;86;79;58;45;35;25;27;33;22;6;
MQ_08040_FV3_G (MQ140);96;85;54;74;67;69;60;101;149;222;234;246;277;330;326;309;359;319;216;158;108;100;47;
MQ_03171_FV1_G (MQ145);135;88;45;39;82;69;82;110;180;252;399;488;493;660;550;518;554;513;386;331;205;144;66;
MQ_08040_FV4_R (MQ146);64;46;27;27;46;27;30;21;50;75;147;204;200;243;268;191;227;204;151;139;103;68;34;
MQ_08040_FV4_L (MQ147);31;23;17;27;39;29;28;25;47;59;64;82;73;90;93;103;120;130;71;45;45;33;15;
MQ_08040_FV6_R (MQ148);12;7;9;3;1;6;4;9;16;15;27;22;25;35;24;24;20;24;25;17;11;14;6;
MQ_03171_FV1_L (MQ149);1;2;0;0;1;0;2;5;2;2;6;8;6;16;6;5;11;8;7;3;2;1;0;
MQ_03290_FV4_G (MQ15);119;97;77;56;47;41;25;32;68;98;126;147;166;199;210;186;234;215;183;131;102;99;51;
MQ_03171_FV3_G (MQ151);135;103;68;59;62;89;59;95;164;247;278;398;436;526;530;498;530;518;382;290;224;186;75;
MQ_03171_FV3_R (MQ152);1;0;0;0;0;0;0;0;1;1;1;2;2;3;3;2;3;3;2;1;1;1;0;
MQ_03180_FV1_G (MQ153);118;98;72;52;57;79;54;72;125;186;255;274;340;374;401;373;419;365;319;218;190;151;58;
MQ_03180_FV1_L (MQ154);5;14;6;5;3;6;11;8;14;21;17;32;29;44;56;44;61;33;49;28;29;24;8;
MQ_03180_FV1_R (MQ155);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
MQ_03180_FV2_G (MQ156);50;28;24;12;7;6;8;14;36;47;72;107;108;110;130;98;120;100;97;65;47;43;20;
MQ_03180_FV2_L (MQ157);4;1;4;2;0;1;2;4;6;9;5;10;8;15;14;24;29;19;15;11;4;8;2;
MQ_03180_FV2_R (MQ158);6;5;3;1;0;0;1;2;6;8;10;13;14;16;17;16;15;12;14;8;7;7;3;
MQ_03180_FV3_G (MQ159);94;48;29;30;59;44;47;65;103;147;238;270;281;390;327;329;343;339;244;200;140;92;33;
MQ_03290_FV4_L (MQ16);76;61;40;27;39;33;30;42;50;80;140;145;149;217;191;183;193;192;131;108;85;59;28;
MQ_03180_FV3_L (MQ160);29;34;15;5;8;20;24;33;65;106;158;208;225;275;215;172;187;157;136;123;69;41;28;
MQ_03180_FV3_R (MQ161);3;1;1;1;2;1;1;2;3;4;7;7;8;11;9;10;10;9;7;6;4;3;1;
MQ_03180_FV4_G (MQ162);26;12;18;12;8;3;4;13;28;39;42;47;63;87;75;85;74;63;64;49;35;16;12;
MQ_08041_FV1_G (MQ163);201;207;165;155;144;101;115;76;113;169;262;347;320;424;360;327;453;367;313;293;469;257;101;
MQ_03180_FV4_L (MQ164);19;10;6;7;11;10;8;17;27;34;44;43;47;51;51;59;56;44;40;39;29;13;8;
MQ_08041_FV1_L (MQ165);5;5;6;3;6;10;3;5;4;11;23;13;18;11;15;21;20;15;13;11;20;13;2;
MQ_08041_FV1_R (MQ166);1;9;2;4;0;2;5;2;2;3;12;11;15;11;15;19;12;18;10;11;41;11;5;
MQ_03180_FV4_R (MQ167);30;24;9;16;17;21;19;30;71;87;88;173;157;225;207;176;177;208;128;92;76;49;23;
MQ_03021_FV1_G (MQ168);65;62;34;23;62;57;51;95;162;287;394;463;472;479;465;332;367;366;288;268;157;115;76;
MQ_08041_FV2_L (MQ169);4;7;4;1;3;4;13;8;11;7;17;18;22;22;6;15;11;14;4;10;19;13;1;
MQ_05010_FV1_L (MQ170);69;51;44;35;52;42;49;78;129;178;203;218;233;263;264;231;241;226;196;157;89;75;36;
MQ_05010_FV1_R (MQ171);1;1;0;1;2;1;1;2;8;12;14;8;15;19;13;12;9;7;9;9;7;2;1;
MQ_08041_FV3_G (MQ172);140;112;83;107;113;95;79;123;194;283;320;363;353;482;425;451;547;542;326;208;164;139;68;
MQ_05010_FV2_G (MQ173);48;47;31;27;26;38;20;33;42;53;75;95;99;103;126;100;115;108;84;64;69;56;40;
MQ_08041_FV3_L (MQ174);0;0;0;0;0;1;3;2;2;11;6;6;7;6;9;7;6;8;1;5;5;2;2;
MQ_08041_FV3_R (MQ175);5;3;0;3;7;13;8;7;14;23;19;29;30;24;28;25;27;24;16;10;7;4;2;
MQ_05010_FV2_R (MQ176);69;57;35;26;33;45;26;44;66;113;160;192;207;204;231;199;232;184;182;132;114;82;54;
MQ_03021_FV3_G (MQ177);87;67;33;27;52;80;57;86;168;201;333;412;450;537;581;629;690;470;346;302;222;150;81;
MQ_08041_FV4_L (MQ178);0;2;0;1;0;0;2;1;1;3;3;1;12;7;7;5;3;5;2;1;3;3;1;
MQ_05010_FV3_G (MQ179);12;5;1;3;6;3;3;5;16;25;48;42;66;60;43;48;47;37;35;23;10;6;2;
MQ_03020_FV3_L (MQ180);6;1;1;1;0;0;4;2;4;8;15;20;22;20;16;14;25;25;15;9;10;5;3;
MQ_05010_FV3_L (MQ181);;;;;;;;;;;;;;;;;;;;;;;;
MQ_16130_FV1_G (MQ182);3;1;2;1;10;6;4;6;4;8;10;19;12;9;10;9;10;11;11;9;9;3;4;
MQ_03020_FV3_G (MQ183);60;47;28;17;40;34;36;70;142;215;324;365;336;369;338;229;263;275;234;194;149;98;60;
MQ_16130_FV1_L (MQ184);3;2;4;5;5;3;5;9;9;11;16;26;20;26;28;27;36;25;28;20;15;6;4;
MQ_16130_FV1_R (MQ185);3;1;0;0;0;2;1;0;1;3;4;6;6;11;8;7;6;11;6;6;2;3;1;
MQ_16130_FV2_G (MQ186);75;72;42;41;33;30;39;54;80;99;155;191;233;226;233;213;235;228;193;159;128;105;63;
MQ_16130_FV2_L (MQ187);26;24;23;20;58;32;24;37;47;99;119;170;154;167;175;156;136;118;105;92;53;46;23;
MQ_16130_FV2_R (MQ188);6;3;2;4;2;0;1;3;5;7;13;22;11;14;13;24;12;16;13;17;7;2;0;
MQ_16130_FV3_G (MQ189);3;0;0;1;5;10;4;3;6;10;12;10;26;30;16;11;14;12;13;12;15;2;2;
MQ_03290_FV5_R (MQ19);31;35;10;12;9;6;8;3;6;8;19;20;25;43;30;41;52;37;34;29;30;24;11;
MQ_16130_FV3_L (MQ190);1;0;0;0;0;3;0;0;2;3;8;5;4;5;11;10;15;8;15;4;4;2;1;
MQ_16130_FV3_R (MQ191);23;23;22;19;12;43;35;41;69;94;114;143;170;193;198;181;252;181;156;103;73;48;28;
MQ_16130_FV4_G (MQ192);47;54;43;31;35;34;31;77;107;154;180;187;231;280;232;250;263;221;178;140;96;65;50;
MQ_16130_FV4_L (MQ193);0;2;0;0;1;0;0;0;1;4;7;4;5;3;3;2;3;5;6;7;2;1;0;
MQ_16130_FV4_R (MQ194);0;0;0;1;4;1;2;1;6;9;9;10;13;29;14;10;6;10;6;2;3;3;1;
MQ_03040_FV1_G (MQ195);69;48;24;17;45;60;53;97;159;208;327;380;445;491;451;412;456;358;284;233;177;120;58;
MQ_03040_FV1_L (MQ196);;;;;;;;;;5;12;7;7;19;9;9;5;3;1;3;6;3;0;
MQ_03040_FV1_R (MQ197);;;;;;;;;;;;;;;;20;9;7;1;2;1;1;1;
MQ_03040_FV2_G (MQ198);0;2;1;1;0;2;0;2;2;7;9;10;8;7;9;9;8;5;5;3;4;1;2;
MQ_03040_FV2_L (MQ199);0;2;1;1;0;2;0;2;2;7;9;10;8;7;9;9;8;5;5;3;4;1;2;
MQ_08054_FV1_R (MQ200);5;1;0;2;0;2;10;9;3;8;9;20;16;18;17;18;10;13;15;14;7;8;5;
MQ_08054_FV1_G (MQ201);181;167;112;99;81;82;89;80;112;168;318;441;475;525;549;464;549;451;371;313;316;230;105;
MQ_03040_FV2_R (MQ202);0;2;1;1;0;2;0;2;2;7;9;10;8;7;9;9;8;5;5;3;4;1;2;
MQ_08054_FV2_R (MQ203);0;0;0;0;1;0;0;1;0;1;1;2;1;3;6;2;2;3;0;1;0;0;0;
MQ_08054_FV2_L (MQ204);2;0;0;2;2;0;0;3;3;3;3;10;3;10;10;2;8;2;1;2;1;1;0;
MQ_03040_FV3_G (MQ205);56;51;31;24;55;43;38;59;117;189;254;361;379;427;431;383;471;373;256;214;138;94;62;
MQ_03040_FV3_L (MQ206);0;1;0;1;0;0;2;3;3;4;2;3;7;3;10;6;8;7;3;3;2;0;1;
MQ_03040_FV3_R (MQ207);3;3;2;1;2;2;2;4;6;10;12;15;16;20;19;19;22;17;12;11;8;6;3;
MQ_08054_FV3_G (MQ208);127;116;72;74;111;98;86;150;260;361;433;438;503;599;506;461;574;489;346;258;180;127;86;
MQ_08054_FV3_L (MQ209);;;;;;;;;;;;;;5;2;3;2;0;0;1;0;0;0;
MQ_03020_FV4_G (MQ21);14;13;8;8;9;11;8;27;34;55;52;50;53;62;67;76;86;76;47;36;23;16;14;
MQ_08060_FV1_R (MQ210);10;11;7;0;3;5;4;2;4;14;18;22;39;31;27;20;21;23;20;12;14;12;6;
MQ_03040_FV4_G (MQ211);0;0;0;0;0;1;1;1;4;43;6;8;5;5;7;8;5;4;3;2;2;1;0;
MQ_08060_FV1_G (MQ212);152;145;92;85;63;66;72;65;101;144;274;388;398;450;486;410;507;406;327;287;281;200;91;
MQ_03040_FV4_L (MQ213);0;0;0;0;0;1;1;1;4;43;6;8;5;5;7;8;5;4;3;2;2;1;0;
MQ_08060_FV1_L (MQ214);5;5;3;5;1;2;1;2;0;7;17;20;17;31;21;27;21;12;8;9;9;8;4;
MQ_03040_FV4_R (MQ215);0;0;0;0;0;1;1;1;4;43;6;8;5;5;7;8;5;4;3;2;2;1;0;
MQ_03050_FV1_G (MQ216);68;49;27;17;53;68;54;95;168;213;323;389;438;507;456;406;454;368;269;245;174;126;63;
MQ_03050_FV1_L (MQ217);13;14;16;10;9;10;18;41;67;88;80;85;86;111;95;73;96;82;75;45;33;26;12;
MQ_02010_FV3_L (MQ218);2;2;2;1;1;1;1;1;2;3;5;6;6;8;7;6;7;6;5;6;4;2;2;
MQ_08060_FV2_G (MQ219);8;8;1;3;9;5;4;5;13;24;33;40;35;57;40;28;44;34;23;20;11;7;2;
MQ_03020_FV4_R (MQ22);5;4;3;3;3;4;3;9;11;18;17;17;18;21;22;25;29;25;16;12;8;5;5;
MQ_08060_FV2_L (MQ220);38;39;42;33;28;25;30;37;46;76;103;111;100;115;117;114;146;104;111;90;65;61;33;
MQ_03050_FV1_R (MQ221);8;4;5;2;9;12;6;13;13;27;29;40;32;53;48;34;42;35;26;24;6;14;3;
MQ_03050_FV2_G (MQ222);15;21;12;17;13;2;13;36;49;49;70;78;65;84;67;68;89;60;53;50;37;29;18;
MQ_03050_FV2_L (MQ223);13;4;4;4;0;0;3;13;17;31;39;40;42;39;43;39;40;20;24;17;11;11;7;
MQ_08060_FV3_R (MQ224);11;5;3;1;8;5;5;7;18;56;46;59;40;69;58;47;50;58;39;31;21;12;7;
MQ_08060_FV3_G (MQ225);97;97;58;61;95;81;73;134;238;337;389;396;452;532;446;431;518;439;315;236;157;104;68;
MQ_03050_FV2_R (MQ226);29;20;14;17;12;8;13;22;33;48;69;73;78;92;93;100;105;79;71;65;33;34;29;
MQ_08060_FV3_L (MQ227);13;12;12;12;8;11;6;21;38;54;83;79;90;95;98;76;67;58;75;53;27;20;16;
MQ_03050_FV3_G (MQ228);55;48;29;19;41;35;26;48;92;154;216;312;323;371;387;337;422;345;241;203;129;94;57;
MQ_03050_FV3_L (MQ229);4;1;0;1;14;7;6;4;11;21;24;32;28;31;28;27;18;18;12;11;9;2;7;
MQ_03020_FV3_R (MQ23);3;3;2;1;2;2;2;3;6;11;15;15;14;15;14;10;11;11;10;8;7;5;3;
MQ_03050_FV3_R (MQ230);7;2;1;3;1;0;2;12;14;20;26;40;40;50;49;48;56;38;24;15;7;4;4;
MQ_03050_FV4_G (MQ231);11;15;13;7;6;14;16;32;39;68;62;62;57;76;75;69;62;72;44;36;25;16;9;
MQ_03050_FV4_L (MQ232);8;5;1;1;4;10;4;7;14;22;31;40;27;38;41;31;39;43;31;13;14;9;3;
MQ_03060_FV1_G (MQ233);88;70;55;30;74;89;80;145;243;330;428;493;545;644;586;514;587;485;364;313;229;169;81;
MQ_08060_FV4_R (MQ234);26;20;12;7;6;14;8;16;31;55;63;99;85;111;120;88;108;74;72;86;49;37;22;
MQ_08060_FV4_G (MQ235);12;1;8;0;1;4;9;7;12;42;63;50;47;58;71;57;59;54;29;48;38;53;10;
MQ_03060_FV2_G (MQ236);99;87;54;49;63;60;53;81;155;252;347;475;475;543;553;513;631;496;379;317;205;160;113;
MQ_08060_FV4_L (MQ237);15;7;3;6;2;5;4;6;11;10;19;25;33;36;35;17;26;19;14;49;50;15;7;
MQ_08020_FV1_L (MQ24);131;158;91;129;105;96;45;24;56;49;57;79;72;132;83;118;143;134;85;77;67;82;46;
MQ_06160_FV1_R (MQ244);3;3;2;2;1;1;1;3;4;7;9;9;11;13;11;12;13;10;7;6;5;3;1;
MQ_08020_FV1_G (MQ25);312;274;191;181;158;151;142;102;161;227;364;419;436;565;507;539;562;580;438;367;290;219;113;
MQ_03150_FV1_G (MQ251);154;114;76;59;96;106;116;124;225;351;454;584;626;766;704;630;710;677;496;438;273;197;112;
MQ_06161_FV1_R (MQ252);35;29;15;9;11;18;15;35;58;95;137;198;216;247;200;145;176;150;103;93;50;26;30;
MQ_08070_FV1_G (MQ253);184;175;108;96;71;82;83;85;148;210;368;538;518;615;652;547;668;537;430;405;336;249;119;
MQ_03150_FV1_L (MQ254);14;11;5;11;9;13;8;10;34;28;45;57;55;65;54;60;60;66;52;40;26;23;9;
MQ_03150_FV1_R (MQ255);5;4;3;2;3;3;4;4;7;12;13;17;18;23;21;18;21;21;15;13;9;6;3;
MQ_08070_FV2_R (MQ256);6;1;2;3;1;0;5;6;9;8;20;9;10;9;17;24;24;14;13;9;8;9;5;
MQ_08070_FV2_L (MQ257);6;2;1;2;4;3;3;6;6;8;23;17;16;14;15;15;18;17;11;11;8;9;3;
MQ_03150_FV2_G (MQ258);62;17;118;8;24;60;32;79;22;106;43;121;84;60;56;46;188;64;98;36;91;43;42;
