Name  /  Date: 2015_03_29;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_01220_FV31_G (MQ518);138;97;88;46;60;50;75;142;270;416;464;501;608;599;594;518;600;537;432;351;273;197;90;
MQ_01220_FV1_G (MQ519);199;157;111;82;63;77;90;142;216;312;434;601;690;682;736;744;814;581;463;396;284;185;113;
MQ_06160_FV2_L (MQ52);72;50;35;29;23;36;34;64;109;152;209;305;319;390;329;234;286;239;208;176;114;72;41;
MQ_01195_FV1_G (MQ520);213;180;137;84;83;77;92;140;224;304;473;659;707;793;831;867;900;660;511;472;344;214;155;
MQ_01195_FV3_G (MQ521);149;100;82;53;60;60;69;160;301;455;521;581;602;639;660;538;611;557;456;368;292;171;111;
MQ_01200_FV3_G (MQ522);153;95;80;52;58;54;69;153;284;434;492;548;593;619;648;532;610;545;445;365;288;177;108;
MQ_01170_FV3_G (MQ523);137;99;74;46;44;43;54;132;239;299;327;391;419;469;485;442;511;434;361;283;212;118;86;
MQ_01170_FV1_G (MQ524);190;161;127;80;59;48;65;116;161;244;364;476;502;564;566;543;555;462;385;352;239;161;130;
MQ_01161_FV2_G (MQ525);256;224;141;156;116;100;110;149;191;341;472;520;500;617;597;590;643;571;478;460;378;293;159;
MQ_01150_FV3_G (MQ526);261;229;129;127;124;99;108;238;367;573;723;750;771;912;875;804;924;757;671;589;423;300;178;
MQ_01150_FV1_G (MQ527);231;191;142;87;82;71;79;141;280;342;507;611;718;795;788;776;897;760;573;532;333;221;151;
MQ_01130_FV3_G (MQ528);206;183;99;96;92;93;76;144;257;401;525;574;609;699;696;675;744;596;545;477;391;237;150;
MQ_01025_FV1_R (MQ529);30;15;14;6;26;24;14;21;45;68;104;121;126;146;164;150;170;140;119;102;58;47;35;
MQ_08030_FV2_L (MQ53);110;137;122;109;80;54;31;43;57;82;89;109;109;212;150;160;224;173;170;150;176;179;56;
MQ_01025_FV2_R (MQ530);5;6;3;1;4;7;3;17;10;29;32;33;47;36;37;39;57;54;36;25;32;14;7;
MQ_01025_FV3_L (MQ531);23;20;8;4;18;9;9;10;15;30;29;61;64;55;65;67;69;67;65;53;51;18;13;
MQ_01030_FV1_R (MQ532);5;5;2;3;4;3;3;5;8;13;12;14;15;17;17;16;18;18;14;13;9;6;3;
MQ_01030_FV2_L (MQ533);30;18;9;12;12;6;3;4;9;7;16;33;44;44;42;53;80;66;62;49;40;33;24;
MQ_01030_FV3_L (MQ534);29;20;22;16;8;7;3;6;17;19;18;49;52;55;59;46;59;64;63;48;44;26;25;
MQ_01030_FV2_R (MQ535);23;12;23;11;5;3;4;4;7;20;18;31;42;48;48;53;67;73;58;50;42;23;18;
MQ_01050_FV1_R (MQ536);10;11;12;0;15;11;8;16;39;87;77;85;85;115;102;86;103;101;75;51;40;26;13;
MQ_01050_FV2_L (MQ537);1;3;3;1;3;3;3;5;5;7;4;8;10;13;16;15;15;16;18;12;4;8;4;
MQ_01050_FV2_R (MQ538);95;57;40;24;39;42;35;69;122;163;231;302;285;350;326;298;322;289;197;200;127;96;48;
MQ_01050_FV3_L (MQ539);7;6;5;0;5;3;5;8;13;10;24;27;34;42;22;29;24;26;21;27;19;16;11;
MQ_01050_FV3_R (MQ540);3;4;2;3;2;3;2;4;9;13;7;21;18;24;21;11;19;18;12;17;7;11;2;
MQ_01050_FV4_R (MQ541);4;3;2;2;2;3;2;2;5;10;13;17;18;23;20;19;21;22;12;13;8;4;3;
MQ_01051_FV1_R (MQ542);4;3;2;1;2;2;2;3;6;7;10;13;13;15;14;13;13;13;9;9;6;5;2;
MQ_01060_FV1_R (MQ543);3;4;2;3;3;2;3;4;6;9;8;8;10;12;13;12;16;14;10;9;6;5;3;
MQ_01060_FV2_L (MQ544);2;1;0;1;1;0;1;3;4;5;12;11;4;4;5;4;4;7;4;6;4;2;0;
MQ_01060_FV2_R (MQ545);3;3;0;3;1;0;2;6;8;10;21;20;7;8;10;8;8;12;8;11;7;3;1;
MQ_01060_FV3_L (MQ546);2;2;1;1;1;1;0;1;2;2;3;5;4;5;5;5;5;4;3;4;3;2;1;
MQ_01070_FV1_R (MQ551);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_G (MQ552);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_R (MQ553);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01080_FV1_L (MQ554);9;1;4;3;5;3;3;4;5;11;16;15;22;27;26;26;31;26;17;30;18;15;7;
MQ_01080_FV1_R (MQ555);6;8;4;4;5;4;4;6;12;16;17;19;23;28;27;24;36;28;20;18;13;9;7;
MQ_01080_FV2_G (MQ556);11;7;5;4;5;4;7;7;20;23;32;34;35;43;31;37;38;31;32;30;13;16;6;
MQ_01080_FV2_L (MQ557);38;31;12;11;17;13;12;17;29;38;44;53;58;77;64;72;68;62;58;62;45;26;18;
MQ_01080_FV2_R (MQ558);8;6;4;4;4;3;5;6;15;19;25;26;27;34;25;29;30;25;26;24;10;13;5;
MQ_01080_FV3_L (MQ559);109;104;109;84;81;60;41;56;71;92;137;161;179;177;202;213;225;208;166;174;139;111;78;
MQ_01080_FV3_R (MQ560);18;16;11;10;7;7;6;9;15;19;30;36;36;40;41;41;41;37;35;31;25;19;12;
MQ_01080_FV4_G (MQ561);12;12;13;8;13;9;6;11;19;26;33;43;40;42;42;39;45;57;42;35;25;17;11;
MQ_01080_FV4_L (MQ562);10;9;11;6;10;8;5;9;16;21;27;35;33;34;35;32;37;46;34;28;20;14;9;
MQ_01080_FV4_R (MQ563);66;61;69;47;48;31;35;65;99;119;144;142;203;231;230;201;246;219;193;173;107;66;39;
MQ_01081_FV1_G (MQ564);73;69;73;62;71;42;44;74;107;145;178;189;213;254;248;251;279;248;216;160;119;82;44;
MQ_01090_FV1_L (MQ565);121;115;111;104;101;64;51;81;102;154;154;158;219;256;239;252;281;264;200;135;118;88;60;
MQ_01090_FV2_L (MQ566);122;81;81;43;25;26;23;41;83;94;140;149;149;169;159;164;132;132;79;102;59;51;31;
MQ_01090_FV31_R (MQ567);87;63;43;23;13;17;15;31;55;96;114;144;176;176;184;178;208;172;132;110;90;42;30;
MQ_01110_FV2_R (MQ578);19;5;6;1;2;3;9;6;19;14;24;20;28;22;25;31;27;35;25;27;29;16;6;
MQ_01120_FV1_L (MQ579);22;6;8;9;6;8;6;31;89;79;99;74;77;107;87;79;68;65;47;33;23;16;8;
MQ_08030_FV3_L (MQ58);14;15;7;19;9;3;7;4;11;27;46;38;35;84;38;72;87;89;55;15;43;16;5;
MQ_01120_FV1_R (MQ580);23;20;15;8;8;10;10;16;34;44;55;60;63;77;77;78;82;77;55;51;35;23;16;
MQ_01120_FV2_G (MQ581);15;9;7;4;3;8;6;22;27;38;110;90;95;90;104;118;112;91;69;59;32;23;14;
MQ_01120_FV2_L (MQ582);18;13;12;12;6;10;12;36;41;54;73;60;83;73;78;82;88;61;44;42;25;22;12;
MQ_01120_FV3_L (MQ583);8;0;2;3;0;2;9;13;17;41;51;40;37;40;43;48;51;33;20;17;14;7;8;
MQ_01120_FV3_R (MQ584);12;11;6;6;5;6;4;8;15;20;29;30;32;35;36;34;38;32;29;26;21;13;8;
MQ_01120_FV4_G (MQ585);16;12;11;5;5;3;5;26;32;33;46;39;48;60;54;52;60;40;24;23;13;9;17;
MQ_01120_FV4_L (MQ586);14;17;11;9;3;5;4;19;19;39;53;66;69;87;76;87;94;72;68;38;28;15;14;
MQ_01120_FV4_R (MQ587);7;6;5;3;2;1;3;13;15;15;21;19;23;28;26;24;28;19;12;11;6;5;8;
MQ_01123_FV1_G (MQ588);40;22;22;17;9;11;19;56;61;90;114;90;115;138;123;126;133;86;58;53;34;24;30;
MQ_01123_FV1_L (MQ589);1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
MQ_08030_FV3_G (MQ59);211;171;139;172;132;142;110;136;217;268;305;321;348;412;418;408;450;469;326;231;272;209;75;
MQ_01123_FV1_R (MQ590);1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
MQ_01123_FV3_G (MQ591);60;17;9;6;4;4;22;39;65;90;153;126;124;116;142;162;153;107;91;73;35;31;18;
MQ_01123_FV3_L (MQ592);1;0;0;0;0;0;0;0;1;1;2;1;1;1;1;2;1;1;1;1;0;0;0;
MQ_01123_FV3_R (MQ593);1;0;0;0;0;0;0;0;1;1;2;1;1;1;1;2;1;1;1;1;0;0;0;
MQ_01130_FV3_R (MQ594);1;1;0;1;0;0;0;1;1;2;3;3;3;4;4;3;4;3;3;3;2;1;1;
MQ_01140_FV1_L (MQ595);15;11;8;6;6;4;4;8;17;21;27;31;38;46;44;44;53;49;34;33;19;13;9;
MQ_01140_FV1_R (MQ596);4;3;3;1;1;2;2;3;4;6;7;9;11;13;12;12;13;11;9;8;6;4;3;
MQ_01140_FV2_G (MQ597);3;2;2;1;1;1;0;1;3;4;8;8;9;11;7;9;10;5;6;4;3;2;2;
MQ_01140_FV2_R (MQ598);4;4;3;2;2;2;1;2;4;6;14;13;15;17;11;14;16;9;10;7;5;3;4;
MQ_01140_FV31_L (MQ599);33;31;23;30;24;10;21;28;39;71;118;136;97;138;124;101;125;93;90;77;41;42;29;
MQ_08050_FV1_R (MQ6);14;6;8;15;91;11;16;10;16;23;37;42;54;55;55;38;32;28;18;31;22;16;7;
MQ_01140_FV31_R (MQ600);31;28;18;13;10;12;12;69;88;119;127;85;106;128;120;96;102;102;62;62;27;25;10;
MQ_01140_FV4_G (MQ601);8;13;9;6;2;4;2;5;11;24;32;33;35;40;32;27;29;28;15;14;9;5;5;
MQ_01140_FV4_L (MQ602);0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;
MQ_01140_FV4_R (MQ603);18;21;25;10;6;9;8;20;51;57;69;109;101;114;107;106;102;71;62;56;32;17;10;
MQ_01150_FV1_R (MQ604);8;7;12;5;4;13;6;16;39;32;49;41;47;69;53;59;49;49;34;46;27;22;13;
MQ_01150_FV3_L (MQ605);16;13;9;12;10;7;5;26;26;49;44;38;49;64;62;46;51;48;30;43;29;30;16;
MQ_01160_FV1_L (MQ606);106;79;51;46;40;38;46;71;137;169;221;257;283;346;350;358;427;379;265;232;147;102;66;
MQ_01160_FV2_L (MQ607);101;75;59;51;28;23;37;49;57;107;165;199;185;221;226;206;223;202;168;143;121;87;51;
MQ_01160_FV2_R (MQ608);127;117;58;85;67;55;59;80;119;211;269;272;276;350;330;320;357;323;266;269;222;176;87;
MQ_01160_FV3_R (MQ609);66;37;27;21;24;18;27;36;77;95;107;131;139;164;145;160;175;157;126;102;74;48;31;
MQ_01160_FV4_L (MQ610);19;14;16;14;9;9;6;26;39;76;67;76;79;82;70;88;83;81;49;52;36;23;17;
MQ_01160_FV4_R (MQ611);24;17;9;8;10;10;11;22;47;45;62;84;91;95;109;107;108;93;73;56;41;37;20;
MQ_01161_FV1_G (MQ612);171;118;79;66;64;56;68;101;202;258;328;379;421;505;482;508;582;528;392;328;218;148;92;
MQ_01170_FV1_L (MQ614);62;52;39;22;19;22;18;43;87;126;172;192;259;253;259;231;270;260;218;181;123;80;38;
MQ_01170_FV2_L (MQ615);26;19;6;8;14;13;17;22;35;52;79;107;95;121;109;100;109;80;96;82;69;39;22;
MQ_01170_FV2_R (MQ616);63;55;20;18;33;21;32;70;131;152;205;219;218;276;240;215;284;185;198;170;102;63;37;
MQ_01170_FV3_R (MQ617);9;7;5;4;3;4;4;9;17;19;20;24;25;28;27;27;30;24;22;17;13;8;6;
MQ_01190_FV1_R (MQ618);62;52;40;26;23;15;22;41;51;76;110;139;148;160;163;147;158;128;121;109;78;51;44;
MQ_01195_FV1_R (MQ619);3;2;2;1;1;1;1;2;2;3;5;7;7;8;8;9;9;7;5;5;4;2;2;
MQ_03080_FV1_G (MQ62);50;42;29;11;64;64;48;82;127;205;268;317;355;401;361;285;285;288;215;184;118;85;33;
MQ_01195_FV2_L (MQ620);14;9;11;1;9;4;4;13;15;21;28;49;41;41;39;35;52;42;37;20;17;11;5;
MQ_01195_FV2_R (MQ621);13;8;4;1;3;2;8;8;26;25;43;51;49;56;36;37;56;41;33;22;13;9;2;
MQ_01195_FV3_L (MQ622);6;2;2;0;2;0;1;6;8;7;5;9;12;7;14;7;11;14;10;10;6;0;2;
MQ_01200_FV2_L (MQ623);14;11;2;12;4;3;4;15;22;35;48;49;51;54;62;48;70;49;44;51;35;25;14;
MQ_01200_FV2_R (MQ624);6;4;1;2;2;4;2;8;10;23;15;31;28;27;38;18;26;33;17;23;13;5;4;
MQ_01200_FV3_R (MQ625);11;8;6;5;4;4;6;12;21;28;29;33;36;38;39;35;38;32;27;24;18;12;8;
MQ_01210_FV12_L (MQ626);60;40;39;19;32;22;22;30;67;84;136;192;164;217;215;193;207;181;131;160;98;70;54;
MQ_01210_FV12_R (MQ627);6;4;4;2;3;2;2;3;7;8;14;18;17;22;21;20;21;18;13;16;10;7;5;
MQ_01210_FV32_R (MQ628);20;16;26;11;6;9;21;19;29;35;38;51;78;87;89;82;79;68;72;41;31;27;16;
MQ_01210_FV4_G (MQ629);1;0;0;0;1;1;0;1;3;4;6;11;9;8;14;11;18;18;3;5;2;3;0;
MQ_03080_FV1_L (MQ63);2;0;1;1;0;1;0;0;4;5;9;4;10;8;9;13;19;20;12;10;9;2;4;
MQ_01210_FV4_L (MQ630);1;0;1;0;0;0;0;3;2;0;0;6;3;4;1;9;7;9;3;7;2;0;1;
MQ_01210_FV4_R (MQ631);0;1;1;0;1;0;1;2;2;4;2;8;11;3;5;10;13;7;8;2;3;3;2;
MQ_01210_FV6_R (MQ632);10;13;8;4;11;8;8;14;18;41;50;58;56;61;70;54;62;49;37;44;16;14;12;
MQ_01220_FV1_R (MQ633);1;1;1;0;0;0;1;1;1;2;3;4;4;4;4;4;5;4;3;2;2;1;1;
MQ_01220_FV31_L (MQ634);0;0;0;0;0;0;0;0;1;2;2;2;3;2;2;2;2;3;2;2;1;1;0;
MQ_01230_FV2_L (MQ635);9;4;1;0;0;4;2;9;5;18;32;10;11;10;10;8;16;32;10;4;5;2;1;
MQ_01230_FV2_R (MQ636);7;4;2;0;1;2;2;7;3;18;30;4;8;13;10;10;19;26;11;5;4;2;0;
MQ_01240_FV1_L (MQ637);29;18;16;10;10;13;15;23;34;61;61;100;109;115;110;125;141;108;90;81;47;41;19;
MQ_01240_FV3_L (MQ638);20;18;10;6;7;5;12;16;69;138;250;210;170;124;129;98;109;105;82;59;42;44;17;
MQ_01240_FV4_G (MQ639);56;44;36;29;42;40;38;43;100;133;174;200;220;280;231;194;260;218;139;138;87;52;29;
MQ_03080_FV1_R (MQ64);26;23;11;9;11;10;13;12;41;34;48;88;93;111;114;98;101;117;107;82;55;45;35;
MQ_01240_FV4_L (MQ640);25;22;19;10;11;14;15;28;51;79;71;78;102;146;117;107;124;93;62;64;39;24;16;
MQ_01250_FV1_G (MQ641);88;64;60;41;54;48;49;66;147;222;241;263;344;422;433;406;454;307;207;197;120;73;47;
MQ_01250_FV1_L (MQ642);7;7;8;5;7;4;7;12;15;28;26;29;35;41;42;41;28;40;30;26;10;8;9;
MQ_01250_FV2_L (MQ643);30;16;18;16;16;18;24;49;59;88;99;127;105;175;133;118;147;129;84;67;37;29;20;
MQ_01250_FV2_R (MQ644);8;7;4;4;2;7;8;12;17;29;41;46;32;45;40;34;47;28;33;18;15;6;8;
MQ_01250_FV3_G (MQ645);91;63;64;44;37;46;48;41;126;252;364;389;367;345;321;289;308;245;220;203;176;123;69;
MQ_01250_FV3_R (MQ646);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01250_FV4_G (MQ647);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV1_G (MQ648);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV1_L (MQ649);;;;;;;;;;;;;;;;;;;;;;;;
MQ_03080_FV2_G (MQ65);33;23;24;17;24;14;14;10;26;24;43;43;36;63;58;51;80;57;49;62;35;39;20;
MQ_02010_FV2_L (MQ650);18;11;7;4;6;3;4;11;20;27;29;48;42;44;40;48;40;37;31;32;17;20;11;
MQ_02010_FV2_R (MQ651);30;18;13;7;9;4;7;18;33;45;48;81;70;75;69;81;68;62;53;54;28;33;19;
MQ_02010_FV3_G (MQ652);73;76;57;38;34;38;28;41;77;106;179;216;220;262;256;243;243;217;199;202;149;77;65;
MQ_02010_FV3_R (MQ653);8;10;6;5;4;4;3;6;11;15;23;25;27;30;33;31;29;28;25;24;19;9;6;
MQ_02020_FV1_L (MQ654);30;16;18;13;17;18;20;23;48;67;101;119;119;156;129;135;133;149;119;106;72;41;32;
MQ_02020_FV1_R (MQ655);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02020_FV2_L (MQ656);13;3;5;5;4;7;7;12;15;30;28;37;35;36;46;40;44;44;33;24;17;15;6;
MQ_02020_FV2_R (MQ657);49;32;27;26;18;33;10;26;45;76;88;94;124;126;113;111;142;149;126;91;59;55;27;
MQ_02020_FV3_R (MQ658);9;11;9;7;4;6;5;8;13;15;25;25;32;34;38;36;34;33;28;30;24;13;8;
MQ_02020_FV4_R (MQ659);9;6;5;3;5;5;6;6;10;19;23;28;32;38;39;33;37;37;29;26;17;9;6;
MQ_03020_FV1_R (MQ66);22;11;6;5;4;17;15;23;27;47;70;93;93;118;126;91;118;88;72;72;42;22;16;
MQ_03080_FV2_L (MQ67);2;0;0;1;1;0;1;2;4;9;14;14;8;10;11;10;10;7;4;6;3;0;0;
MQ_03080_FV2_R (MQ68);5;3;2;0;3;4;1;1;7;8;12;15;20;14;14;11;13;21;9;14;10;6;3;
MQ_03020_FV1_G (MQ69);63;59;23;22;42;59;46;56;121;147;262;356;360;425;494;468;517;361;253;207;158;110;60;
MQ_08050_FV2_R (MQ7);2;0;0;1;2;1;3;1;1;2;1;7;10;3;3;5;4;4;0;1;0;1;1;
MQ_03080_FV3_G (MQ70);55;51;25;14;21;44;27;32;88;165;213;262;307;362;347;342;418;345;208;188;111;61;53;
MQ_03080_FV3_L (MQ71);11;10;8;8;6;1;4;5;18;18;31;35;42;53;75;53;51;42;51;38;29;23;16;
MQ_06170_FV7_G (MQ72);96;82;60;52;47;46;29;83;129;233;351;447;467;559;461;389;441;339;276;229;166;93;63;
MQ_08031_FV11_L (MQ73);;;;;;;;;;;;;;;;;;;;;;;;
MQ_08031_FV11_G (MQ74);183;192;131;129;129;99;103;69;110;181;277;347;325;415;374;349;461;426;323;290;301;221;97;
MQ_29010_FV1_R (MQ75);33;29;16;13;14;14;16;18;30;36;69;92;93;106;104;89;118;82;62;60;54;38;13;
MQ_29010_FV1_G (MQ76);49;44;23;20;22;22;24;27;44;54;103;139;139;158;155;133;177;122;94;91;81;58;19;
MQ_08031_FV11_R (MQ77);103;72;61;70;34;53;30;21;24;9;17;18;27;20;25;37;57;126;20;21;24;15;5;
MQ_29010_FV1_L (MQ78);6;15;3;8;2;7;7;5;6;14;21;35;25;36;35;36;41;25;35;28;17;15;7;
MQ_06170_FV7_L (MQ79);11;3;3;1;3;2;3;6;11;13;25;26;12;27;26;23;25;23;14;19;10;5;3;
MQ_03290_FV2_R (MQ8);134;135;90;94;62;69;50;31;67;83;145;173;195;238;197;255;267;282;191;166;136;91;53;
MQ_06160_FV3_R (MQ80);54;42;15;31;19;23;29;34;84;133;157;233;246;303;301;247;268;260;174;141;95;74;42;
MQ_08031_FV2_L (MQ81);4;4;2;3;2;1;2;4;1;0;3;3;3;5;3;5;14;5;2;8;44;8;1;
MQ_29010_FV2_R (MQ82);8;7;2;3;5;6;5;8;18;17;28;37;40;48;50;46;45;41;26;21;14;8;6;
MQ_29010_FV2_G (MQ83);23;19;5;8;14;17;13;24;51;50;82;107;116;140;147;135;131;119;77;61;40;23;17;
MQ_08031_FV3_ L (MQ84);19;8;19;23;26;10;11;8;3;5;10;6;2;14;18;19;49;84;5;1;10;5;0;
MQ_08031_FV3_G (MQ85);128;110;67;89;89;86;81;123;190;281;320;336;366;471;417;433;501;486;333;218;154;149;72;
MQ_29010_FV2_L (MQ86);1;1;0;0;0;1;0;1;2;1;2;3;3;4;4;4;4;3;2;2;1;1;1;
MQ_03181_FV1_R (MQ87);11;7;5;6;6;4;4;9;17;20;22;41;42;58;53;49;50;49;38;27;22;14;7;
MQ_08031_FV3_R (MQ88);1;1;0;6;2;5;3;1;5;1;8;12;7;13;11;13;19;32;5;5;3;2;2;
MQ_29010_FV3_R (MQ89);0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;2;1;1;0;0;0;0;
MQ_03290_FV2_G (MQ9);106;96;93;58;49;33;37;48;65;133;192;206;215;257;277;261;288;299;243;188;130;98;67;
MQ_29010_FV3_G (MQ90);30;17;15;14;25;16;16;28;60;72;101;91;135;156;133;122;174;134;114;61;45;23;7;
MQ_06160_FV3_G (MQ91);60;47;29;48;46;35;23;64;144;201;195;222;250;281;321;229;258;225;160;127;100;53;24;
MQ_08031_FV4_L (MQ92);116;120;113;121;81;73;67;34;48;15;27;25;34;24;48;52;43;69;27;25;45;38;16;
MQ_29010_FV3_L (MQ93);4;4;5;3;6;2;6;7;14;9;29;32;32;43;44;34;39;42;26;10;9;6;4;
MQ_03181_FV1_L (MQ94);11;7;5;6;6;4;4;9;17;20;22;41;42;58;53;49;50;49;38;27;22;14;7;
MQ_29010_FV4_G (MQ95);29;15;8;10;5;11;16;17;45;62;89;117;107;156;127;110;143;104;80;67;45;21;10;
MQ_29010_FV4_R (MQ96);10;5;3;3;2;4;5;6;15;21;30;39;36;52;42;37;48;35;27;22;15;7;3;
MQ_29010_FV4_L (MQ97);38;16;21;11;14;12;12;21;49;72;114;97;117;130;115;128;122;117;90;78;50;28;20;
MQ_03080_FV3_R (MQ98);2;1;0;0;0;1;0;3;0;9;8;5;4;4;11;9;9;6;7;4;0;1;2;
MQ_03080_FV4_G (MQ99);24;14;17;18;23;10;10;22;25;38;48;42;30;58;56;57;60;56;49;47;31;18;13;
