Name  /  Date: 2016_05_24;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_01140_FV31_G (MQ512);54;33;19;15;48;131;579;957;1012;824;820;768;772;874;891;951;1013;1052;981;734;504;386;328;
MQ_01240_FV3_G (MQ513);36;12;7;10;20;119;664;1203;1107;902;601;489;475;561;507;538;558;576;519;373;234;159;143;
MQ_01240_FV1_G (MQ514);29;14;9;8;23;72;366;648;460;372;409;423;536;676;775;920;1173;973;739;443;333;230;208;
MQ_01240_FV2_G (MQ515);34;26;18;20;46;121;329;508;505;390;390;433;401;463;467;407;386;422;405;358;215;160;189;
MQ_01230_FV3_G (MQ516);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01230_FV1_G (MQ517);3602;3600;3602;3600;3602;3600;3602;3600;3602;3600;3602;3600;3606;3600;3602;3600;3602;3600;3602;3600;3602;3600;3603;
MQ_01220_FV31_G (MQ518);55;24;16;26;111;138;672;1314;1326;1129;822;700;701;758;712;761;787;849;785;571;360;247;208;
MQ_01220_FV1_G (MQ519);167;34;38;70;54;96;593;1164;958;809;946;930;1100;1318;1463;1902;2305;1364;1234;605;546;315;305;
MQ_06160_FV2_L (MQ52);30;14;8;6;25;83;254;587;422;317;351;322;399;402;433;534;588;514;477;348;225;170;134;48;
MQ_01195_FV1_G (MQ520);87;23;24;13;40;149;502;1080;969;755;812;872;991;1112;1190;1378;1620;1369;1188;790;603;429;406;
MQ_01195_FV3_G (MQ521);40;26;10;20;43;159;672;1093;1119;1137;915;794;765;799;797;855;901;935;870;612;416;264;217;
MQ_01200_FV3_G (MQ522);48;27;11;22;43;164;778;1304;1330;1197;916;791;748;828;791;848;846;908;859;605;383;253;206;
MQ_01170_FV3_G (MQ523);32;17;10;21;27;86;415;681;777;737;713;611;576;609;634;682;713;724;674;519;336;217;195;
MQ_01170_FV1_G (MQ524);71;18;25;7;29;109;328;675;583;507;527;564;658;763;709;844;911;828;801;602;420;318;329;
MQ_01161_FV2_G (MQ525);66;34;22;14;39;117;352;622;638;617;658;695;684;722;747;747;827;777;837;670;495;383;408;
MQ_01150_FV3_G (MQ526);66;39;24;21;63;188;779;1340;1429;1196;1178;1110;1068;1148;1155;1262;1354;1396;1299;986;669;522;436;
MQ_01150_FV1_G (MQ527);75;34;28;13;47;191;537;1033;981;750;839;881;947;1009;1013;1212;1238;1175;1071;930;594;485;407;
MQ_01130_FV3_G (MQ528);59;37;22;16;50;148;588;1030;1081;886;886;858;850;963;969;1044;1106;1165;1075;792;558;430;348;
MQ_01025_FV1_R (MQ529);18;9;6;2;10;74;322;672;665;355;237;226;282;226;223;241;227;281;243;190;112;68;56;
MQ_08030_FV2_L (MQ53);25;26;12;13;19;55;130;171;201;130;139;168;178;201;212;180;174;172;212;205;159;121;237;
MQ_01025_FV2_R (MQ530);7;3;1;0;2;12;33;40;51;62;68;61;76;79;108;139;119;122;60;57;43;32;19;
MQ_01025_FV3_L (MQ531);11;6;1;3;4;22;33;73;67;64;69;80;93;70;84;95;121;122;95;86;69;57;44;
MQ_01030_FV1_R (MQ532);2;1;1;1;3;8;23;30;28;24;20;18;19;19;20;18;19;21;21;16;10;9;7;
MQ_01030_FV2_L (MQ533);12;5;2;1;2;5;22;29;15;20;33;43;92;68;76;76;97;70;71;81;61;52;29;
MQ_01030_FV3_L (MQ534);12;10;1;0;4;6;32;94;112;96;86;87;97;94;109;78;82;72;94;74;61;54;44;
MQ_01030_FV2_R (MQ535);16;9;4;0;1;13;19;35;43;47;49;71;92;99;94;101;111;123;99;101;71;59;28;
MQ_01050_FV1_R (MQ536);8;3;2;3;10;52;179;235;254;231;152;146;133;135;140;135;140;150;125;90;58;56;45;
MQ_01050_FV2_L (MQ537);1;2;0;0;0;3;13;17;27;25;16;22;40;10;26;24;27;31;30;17;3;4;4;
MQ_01050_FV2_R (MQ538);30;16;6;12;28;72;262;517;378;365;354;410;455;453;519;602;601;547;446;320;196;198;187;
MQ_01050_FV3_L (MQ539);8;1;1;0;0;4;16;33;66;54;64;47;85;70;58;90;108;96;84;74;41;31;25;
MQ_03070_FV3_G (MQ54);27;12;6;11;16;43;188;437;466;385;349;395;492;479;469;723;840;785;597;365;277;182;127;46;
MQ_01050_FV3_R (MQ540);1;1;0;0;0;4;23;34;34;29;38;54;35;50;49;49;48;49;33;18;13;12;3;
MQ_01050_FV4_R (MQ541);2;0;0;0;1;5;15;42;37;28;28;29;32;33;31;38;48;47;36;28;18;14;8;
MQ_01051_FV1_R (MQ542);2;1;0;1;1;5;12;22;19;17;16;16;19;18;20;21;20;21;19;15;10;8;8;
MQ_01060_FV1_R (MQ543);2;1;1;0;1;4;11;4;5;4;4;3;5;4;4;5;13;15;14;13;8;6;5;
MQ_01060_FV2_L (MQ544);1;0;0;0;0;2;4;19;13;15;13;19;13;15;17;24;12;14;12;8;7;4;1;
MQ_01060_FV2_R (MQ545);1;0;0;0;1;3;7;35;23;29;25;35;24;28;31;45;21;27;23;16;12;8;2;
MQ_01060_FV3_L (MQ546);0;0;0;0;0;1;4;7;7;6;6;6;8;9;9;10;12;11;10;7;5;4;4;
MQ_01061_FV1_L (MQ547);1;0;0;0;0;3;8;51;50;47;47;48;32;36;35;51;56;62;56;34;12;8;7;
MQ_01061_FV2_L (MQ548);6;0;0;1;2;3;14;26;53;43;56;52;64;52;46;62;68;77;55;52;38;31;12;
MQ_01061_FV2_R (MQ549);5;3;0;1;1;8;28;57;84;72;95;76;110;121;112;123;151;145;131;101;77;51;33;
MQ_03070_FV3_L (MQ55);16;8;6;2;20;75;180;317;320;340;301;344;308;293;285;301;323;301;275;245;164;105;96;39;
MQ_01061_FV3_R (MQ550);2;1;1;1;1;3;9;14;11;12;13;13;17;16;18;20;23;21;17;14;10;9;10;
MQ_01070_FV1_R (MQ551);2;2;1;1;2;9;32;62;67;57;57;52;54;49;55;53;37;37;33;31;17;14;9;
MQ_01070_FV2_G (MQ552);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_R (MQ553);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01080_FV1_L (MQ554);1;3;0;0;2;2;9;17;24;22;26;24;32;27;27;29;43;43;46;40;34;16;9;
MQ_01080_FV1_R (MQ555);3;2;1;1;3;10;29;41;44;38;33;34;34;30;38;34;43;42;35;31;21;14;10;
MQ_01080_FV2_G (MQ556);4;1;1;1;1;4;30;59;86;51;52;45;51;55;58;60;65;58;66;54;30;22;34;
MQ_01080_FV2_L (MQ557);8;4;2;3;3;17;68;118;130;89;88;92;75;82;78;73;95;90;92;74;52;34;43;
MQ_01080_FV2_R (MQ558);4;1;1;0;1;4;23;47;68;40;41;35;40;43;46;48;51;46;52;42;24;18;27;
MQ_01080_FV3_L (MQ559);43;27;5;7;21;55;129;243;245;224;207;214;246;232;260;240;261;294;294;223;185;196;143;
MQ_03070_FV3_R (MQ56);0;0;1;1;1;6;30;40;41;43;35;35;43;34;44;60;58;59;64;30;31;19;13;4;
MQ_01080_FV3_R (MQ560);4;4;2;2;4;10;32;50;46;43;41;46;54;54;56;54;65;62;55;45;35;30;29;
MQ_01080_FV4_G (MQ561);6;4;1;0;4;8;24;74;67;54;44;55;44;57;65;68;98;81;72;58;42;34;23;
MQ_01080_FV4_L (MQ562);5;4;1;0;3;6;19;61;55;44;36;45;36;46;53;56;80;66;59;48;34;27;19;
MQ_01080_FV4_R (MQ563);19;10;8;6;12;59;137;323;320;252;257;266;282;276;267;338;364;349;281;258;144;136;104;
MQ_01081_FV1_G (MQ564);34;21;8;8;20;70;201;489;416;340;366;348;426;401;380;454;497;428;408;316;221;189;148;
MQ_01090_FV1_L (MQ565);25;19;10;9;20;75;165;396;401;340;341;314;311;307;318;378;403;371;371;310;164;137;129;
MQ_01090_FV2_L (MQ566);23;8;7;6;12;32;113;249;257;203;204;190;223;199;211;224;221;209;210;153;90;111;105;
MQ_01090_FV31_R (MQ567);16;8;4;1;2;27;84;207;245;232;228;238;226;236;240;262;306;310;324;225;150;104;67;
MQ_01100_FV1_L (MQ568);2;1;1;1;2;9;28;46;46;38;39;36;38;38;38;41;43;41;37;30;19;16;13;
MQ_01100_FV1_R (MQ569);2;1;1;1;1;5;16;28;30;23;24;23;23;23;25;26;28;27;24;20;13;11;8;
MQ_03070_FV4_G (MQ57);14;10;2;4;7;40;118;262;244;188;186;192;206;205;212;259;271;237;224;159;94;96;68;30;
MQ_01100_FV2_G (MQ570);1;0;0;0;0;0;1;2;3;2;2;2;4;3;2;2;3;2;3;1;2;1;2;
MQ_01100_FV2_L (MQ571);12;4;1;0;0;7;17;43;59;37;40;46;71;55;46;34;59;45;50;24;31;24;30;
MQ_01100_FV2_R (MQ572);1;0;0;0;0;0;1;3;3;3;3;3;4;3;3;4;4;4;3;3;3;2;1;
MQ_01100_FV3_L (MQ573);3;2;1;1;2;5;19;35;36;31;32;31;37;42;41;45;49;48;42;32;23;18;14;
MQ_01100_FV3_R (MQ574);3;2;1;1;3;7;24;43;43;38;38;40;40;42;43;46;53;55;51;39;29;23;19;
MQ_01100_FV4_G (MQ575);0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
MQ_01100_FV4_L (MQ576);2;0;0;0;1;5;18;38;36;41;53;47;51;43;45;49;42;53;45;42;35;21;11;
MQ_01100_FV4_R (MQ577);2;0;0;0;1;5;19;39;37;42;55;48;52;44;46;50;43;54;46;43;36;21;11;
MQ_01110_FV2_R (MQ578);9;2;2;3;1;3;8;25;36;47;46;67;59;65;62;62;72;56;73;53;29;32;31;
MQ_01120_FV1_L (MQ579);9;5;3;4;7;29;64;114;163;138;159;127;130;115;133;116;142;129;107;73;38;22;20;
MQ_08030_FV3_L (MQ58);3;2;2;1;0;5;17;67;81;66;36;39;39;51;67;96;95;80;59;78;29;17;52;
MQ_01120_FV1_R (MQ580);7;3;3;3;5;23;66;116;122;89;90;89;96;94;99;113;118;112;105;79;54;45;40;
MQ_01120_FV2_G (MQ581);4;1;4;0;3;6;32;61;91;85;100;134;120;140;162;141;172;175;139;128;71;51;53;
MQ_01120_FV2_L (MQ582);10;5;2;2;4;17;83;117;301;284;316;276;276;267;300;191;164;135;118;136;79;38;25;
MQ_01120_FV3_L (MQ583);1;1;1;1;0;4;54;104;123;95;125;88;94;99;108;102;77;83;102;70;43;25;15;
MQ_01120_FV3_R (MQ584);3;3;2;1;3;8;27;45;45;38;39;41;41;43;43;49;52;56;49;40;29;22;21;
MQ_01120_FV4_G (MQ585);3;1;1;1;1;6;20;73;73;77;71;76;94;82;90;107;109;78;78;63;35;33;15;
MQ_01120_FV4_L (MQ586);4;6;2;2;3;5;30;79;91;95;93;95;134;112;112;137;164;134;120;80;72;50;25;
MQ_01120_FV4_R (MQ587);1;0;1;0;0;3;10;34;35;36;33;36;44;38;42;50;51;36;37;30;16;15;7;
MQ_01123_FV1_G (MQ588);6;3;2;4;4;22;78;244;254;201;198;223;214;224;209;268;264;245;214;146;102;70;37;
MQ_01123_FV1_L (MQ589);0;0;0;0;0;0;1;2;3;2;2;2;2;2;2;3;3;2;2;1;1;1;0;
MQ_08030_FV3_G (MQ59);41;25;18;24;56;148;469;592;658;695;625;552;583;586;615;670;678;644;639;462;328;200;256;
MQ_01123_FV1_R (MQ590);0;0;0;0;0;0;1;2;3;2;2;2;2;2;2;3;3;2;2;1;1;1;0;
MQ_01123_FV3_G (MQ591);8;2;4;4;4;14;118;159;208;159;213;217;246;220;225;264;307;259;270;170;100;73;69;
MQ_01123_FV3_L (MQ592);0;0;0;0;0;0;1;2;2;2;2;2;3;2;2;3;3;3;3;2;1;1;1;
MQ_01123_FV3_R (MQ593);0;0;0;0;0;0;1;2;2;2;2;2;3;2;2;3;3;3;3;2;1;1;1;
MQ_01130_FV3_R (MQ594);0;0;0;0;0;1;3;5;5;4;4;4;4;4;4;5;5;6;5;4;3;2;2;
MQ_01140_FV1_L (MQ595);3;2;2;1;3;14;36;58;55;47;51;52;51;55;59;63;62;61;57;51;34;27;24;
MQ_01140_FV1_R (MQ596);2;1;1;0;1;3;8;19;19;13;13;13;15;16;17;20;21;20;18;14;10;8;6;
MQ_01140_FV2_G (MQ597);2;0;0;0;0;1;3;7;8;7;8;10;12;13;11;12;11;13;13;11;8;5;9;
MQ_01140_FV2_R (MQ598);3;1;1;0;0;2;6;12;13;11;13;16;20;21;19;19;18;22;22;17;14;8;15;
MQ_01140_FV31_L (MQ599);8;4;2;1;12;29;96;200;213;146;154;137;150;128;120;141;157;153;167;143;110;84;85;
MQ_08050_FV1_R (MQ6);15;19;16;14;51;159;346;549;493;498;486;515;534;496;529;501;501;519;384;235;160;71;35;
MQ_03070_FV4_L (MQ60);4;3;1;0;8;23;86;125;120;122;135;139;120;136;145;125;139;143;131;111;72;61;36;17;
MQ_01140_FV31_R (MQ600);6;3;3;3;4;24;103;172;205;221;204;209;162;145;146;172;180;183;152;115;57;50;28;
MQ_01140_FV4_G (MQ601);5;0;0;0;0;6;14;55;54;34;43;34;47;49;51;41;55;46;44;28;29;9;16;
MQ_01140_FV4_L (MQ602);0;0;0;0;0;0;0;2;2;1;1;1;1;1;1;1;2;1;1;1;1;0;0;
MQ_01140_FV4_R (MQ603);22;2;1;1;3;10;56;118;135;111;126;143;148;157;140;175;201;164;126;116;89;63;37;
MQ_01150_FV1_R (MQ604);5;1;1;2;2;14;45;79;89;63;53;70;89;80;73;61;95;81;84;70;57;36;35;
MQ_01150_FV3_L (MQ605);6;6;1;1;0;11;40;66;68;79;64;63;77;66;84;61;68;82;71;70;46;39;27;
MQ_01160_FV1_L (MQ606);24;19;10;7;23;66;222;426;453;351;397;382;378;335;376;413;421;405;358;371;251;196;151;
MQ_01160_FV2_L (MQ607);24;11;12;2;10;29;101;206;212;203;219;249;263;262;280;270;300;294;314;231;155;125;141;
MQ_01160_FV2_R (MQ608);30;16;10;9;21;59;199;352;353;338;374;360;374;367;362;396;430;421;449;357;276;224;243;
MQ_01160_FV3_R (MQ609);16;7;6;11;11;30;87;212;229;241;252;211;179;211;190;219;203;188;190;152;89;57;67;
MQ_03070_FV4_R (MQ61);16;4;4;5;10;38;154;299;292;290;262;282;267;268;295;297;304;302;253;202;129;100;73;25;
MQ_01160_FV4_L (MQ610);10;4;4;3;4;13;64;154;136;127;99;123;108;116;121;128;122;138;115;95;62;53;28;
MQ_01160_FV4_R (MQ611);7;3;0;2;2;18;60;131;132;86;93;103;106;105;116;123;132;138;108;104;77;59;39;
MQ_01161_FV1_G (MQ612);33;26;14;18;36;91;291;592;666;573;645;583;535;538;550;616;607;587;537;518;335;258;219;
MQ_01170_FV1_L (MQ614);29;7;13;4;10;73;214;343;331;316;292;317;328;346;379;396;422;426;398;339;219;158;107;
MQ_01170_FV2_L (MQ615);14;5;3;0;7;26;93;154;184;144;153;150;134;165;160;151;212;206;180;121;120;54;45;
MQ_01170_FV2_R (MQ616);21;13;5;3;25;81;249;457;500;388;330;346;312;362;356;406;468;503;436;317;184;159;100;
MQ_01170_FV3_R (MQ617);3;1;1;2;2;6;23;34;38;37;39;33;30;31;33;34;36;38;34;27;19;13;12;
MQ_01190_FV1_R (MQ618);25;7;6;3;12;40;100;186;186;151;157;168;181;208;189;212;246;231;212;165;128;95;93;
MQ_01195_FV1_R (MQ619);1;0;0;0;1;2;5;10;9;7;8;8;9;10;11;12;15;12;10;7;6;4;4;
MQ_03080_FV1_G (MQ62);31;13;6;12;49;183;520;834;801;636;520;502;544;490;524;623;650;639;506;369;230;188;138;59;
MQ_01195_FV2_L (MQ620);5;1;3;4;4;18;58;113;131;109;95;82;84;103;108;152;175;151;101;71;36;44;27;
MQ_01195_FV2_R (MQ621);99;5;17;9;16;93;282;253;181;226;119;84;97;126;149;272;301;316;208;421;111;160;92;
MQ_01195_FV3_L (MQ622);1;1;1;0;1;10;111;223;191;82;50;29;37;46;37;35;30;20;22;10;2;8;3;
MQ_01200_FV2_L (MQ623);5;4;2;1;6;10;51;116;82;68;67;74;106;100;127;89;186;162;129;75;71;43;9;
MQ_01200_FV2_R (MQ624);0;2;0;0;2;5;21;78;69;45;56;57;61;44;59;56;117;97;71;43;40;29;12;
MQ_01200_FV3_R (MQ625);4;2;1;2;3;10;39;60;69;58;50;44;41;45;42;45;47;52;49;35;24;18;14;
MQ_01210_FV12_L (MQ626);32;10;9;2;6;42;101;232;215;202;217;233;290;275;300;352;424;353;322;249;177;131;112;
MQ_01210_FV12_R (MQ627);3;1;1;0;1;4;10;24;22;20;22;24;29;28;30;36;43;35;32;25;18;14;11;
MQ_01210_FV32_R (MQ628);11;7;3;5;8;27;61;147;80;116;90;67;75;85;77;97;111;122;109;91;48;39;35;
MQ_01210_FV4_G (MQ629);5;5;2;3;1;5;8;28;19;23;26;23;30;23;26;51;103;34;36;22;14;11;7;
MQ_03080_FV1_L (MQ63);1;0;0;0;0;0;2;6;10;11;7;3;11;7;12;12;17;23;16;13;11;7;9;6;
MQ_01210_FV4_L (MQ630);0;0;0;0;0;0;0;0;0;0;0;0;36;25;20;27;22;23;15;15;8;7;4;
MQ_01210_FV4_R (MQ631);7;6;3;1;1;3;18;13;29;29;22;24;33;30;64;88;81;60;53;35;20;14;9;
MQ_01210_FV6_R (MQ632);3;1;2;3;5;10;39;72;86;76;81;105;95;85;94;106;114;107;106;84;47;24;23;
MQ_01220_FV1_R (MQ633);2;0;0;1;0;1;4;8;6;5;7;7;9;9;10;12;14;5;12;1;6;1;3;
MQ_01220_FV31_L (MQ634);0;0;0;0;0;1;5;8;7;6;4;3;4;3;3;4;4;4;4;3;2;1;1;
MQ_01230_FV2_L (MQ635);3;1;1;5;9;42;16;59;28;8;6;5;12;16;18;47;62;57;31;13;12;9;4;
MQ_01230_FV2_R (MQ636);2;1;3;3;8;33;13;49;25;11;6;4;14;15;14;41;41;43;26;13;10;9;4;
MQ_01240_FV1_L (MQ637);24;4;0;3;14;29;82;192;165;111;143;171;233;223;220;295;336;325;242;143;122;80;68;
MQ_01240_FV3_L (MQ638);11;27;14;19;23;110;269;295;253;209;173;175;153;176;152;183;224;188;150;111;62;46;44;
MQ_01240_FV4_G (MQ639);15;29;20;25;32;144;271;438;420;365;349;314;339;367;407;422;465;438;390;300;172;148;76;
MQ_03080_FV1_R (MQ64);14;6;1;2;7;24;66;180;227;161;148;118;199;158;162;236;272;263;209;164;140;74;70;25;
MQ_01240_FV4_L (MQ640);10;7;9;15;33;29;138;291;244;193;193;189;199;206;221;262;289;293;262;179;98;73;44;
MQ_01250_FV1_G (MQ641);38;43;38;61;70;155;397;638;585;523;542;515;565;596;657;816;895;837;656;453;253;217;140;
MQ_01250_FV1_L (MQ642);4;1;2;5;6;7;32;58;67;51;56;71;87;66;90;70;75;85;80;68;26;18;17;
MQ_01250_FV2_L (MQ643);10;12;5;8;22;75;210;359;270;160;130;142;172;199;215;258;323;319;240;142;115;88;53;
MQ_01250_FV2_R (MQ644);7;3;2;5;6;21;62;91;97;87;68;71;83;78;70;80;81;98;79;50;32;36;17;
MQ_01250_FV3_G (MQ645);42;52;36;36;62;226;527;826;713;563;550;557;577;603;593;588;630;558;517;396;234;185;185;
MQ_01250_FV3_R (MQ646);16;13;10;8;15;56;135;368;382;231;185;213;222;254;259;289;319;324;308;230;136;97;115;
MQ_01250_FV4_G (MQ647);0;0;0;0;0;0;9;14;11;20;19;22;18;19;21;47;81;0;0;0;0;0;0;
MQ_02010_FV1_G (MQ648);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV1_L (MQ649);;;;;;;;;;;;;;;;;;;;;;;;
MQ_03080_FV2_G (MQ65);17;7;2;2;1;8;22;64;82;54;32;42;71;58;69;79;97;95;75;74;70;47;43;27;
MQ_02010_FV2_L (MQ650);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV2_R (MQ651);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV3_G (MQ652);27;23;8;10;20;58;213;399;403;287;285;301;325;379;382;411;542;487;413;314;241;162;156;
MQ_02010_FV3_R (MQ653);3;2;1;1;2;7;22;41;42;29;32;30;34;37;37;36;49;42;41;30;24;16;14;
MQ_02020_FV1_L (MQ654);307;2;0;3;4;33;89;239;187;142;156;155;148;138;201;177;185;197;177;172;117;78;71;
MQ_02020_FV1_R (MQ655);10;5;1;8;16;79;225;330;305;217;197;199;226;173;214;248;240;236;216;171;128;83;97;
MQ_02020_FV2_L (MQ656);4;1;3;1;1;10;21;65;104;100;93;109;98;90;109;124;111;122;120;94;38;30;21;
MQ_02020_FV2_R (MQ657);14;4;7;6;9;33;67;173;222;189;172;203;186;194;214;206;251;242;228;154;128;108;77;
MQ_02020_FV3_R (MQ658);5;4;1;1;2;6;27;54;54;39;43;47;52;57;56;50;79;63;57;44;32;22;17;
MQ_02020_FV4_R (MQ659);3;1;1;1;2;12;41;68;61;45;41;40;41;47;47;50;64;66;59;45;23;19;14;
MQ_03080_FV2_L (MQ67);0;0;0;0;1;3;11;26;15;15;7;7;14;10;9;12;18;16;18;6;9;1;1;2;
MQ_03080_FV2_R (MQ68);1;0;1;0;0;2;13;30;23;14;21;12;17;13;23;26;30;31;24;18;14;4;7;4;
MQ_08050_FV2_R (MQ7);0;0;2;0;4;8;22;26;35;47;70;78;109;95;72;119;87;95;81;40;33;13;3;
MQ_03080_FV3_G (MQ70);27;8;6;12;25;56;231;451;445;405;422;483;528;526;520;680;785;761;584;413;297;208;128;50;
MQ_03080_FV3_L (MQ71);6;6;0;0;1;5;42;119;153;116;89;102;124;129;120;203;278;248;175;101;68;46;36;10;
MQ_06170_FV7_G (MQ72);42;17;7;11;18;91;288;557;508;400;447;492;600;664;642;756;819;741;678;480;322;246;207;84;
MQ_08031_FV11_L (MQ73);;;;;;;;;;;;;;;;;;;;;;;;
MQ_08031_FV11_G (MQ74);63;37;19;19;40;116;311;512;517;481;531;571;638;649;609;671;656;643;580;442;360;275;400;
MQ_29010_FV1_R (MQ75);8;5;0;2;6;24;78;140;132;116;128;132;142;152;168;207;246;265;192;109;93;54;71;
MQ_29010_FV1_G (MQ76);12;7;1;4;10;36;116;211;199;173;191;197;213;229;251;311;369;398;287;163;139;81;106;
MQ_08031_FV11_R (MQ77);5;6;4;0;1;2;7;39;37;33;36;34;37;31;39;26;27;42;48;77;25;8;28;
MQ_29010_FV1_L (MQ78);7;6;0;1;0;7;22;83;61;71;70;50;74;89;76;98;120;118;98;50;39;18;23;
MQ_06170_FV7_L (MQ79);0;1;1;0;1;2;8;12;28;41;48;38;30;34;50;33;65;53;50;35;19;24;11;3;
MQ_03290_FV2_R (MQ8);33;17;7;9;22;62;178;317;313;257;292;314;343;333;334;364;344;338;357;339;233;169;160;
MQ_06160_FV3_R (MQ80);10;11;6;11;12;85;241;493;498;369;315;302;309;368;356;351;421;412;393;259;175;138;86;45;
MQ_08031_FV2_L (MQ81);2;0;0;1;0;3;13;45;49;63;36;31;35;51;57;100;105;64;47;16;19;6;60;
MQ_29010_FV2_R (MQ82);1;1;1;2;3;22;59;105;88;65;63;55;64;61;72;78;97;89;73;51;28;24;15;
MQ_29010_FV2_G (MQ83);4;4;2;4;7;64;173;306;258;188;183;160;187;179;210;227;282;258;212;150;81;69;45;
MQ_08031_FV3_ L (MQ84);0;3;0;0;0;0;20;24;32;19;24;23;26;19;24;22;22;20;52;65;10;5;8;
MQ_08031_FV3_G (MQ85);32;11;14;27;53;146;483;681;725;698;605;554;573;589;638;681;699;667;648;503;326;207;159;
MQ_29010_FV2_L (MQ86);0;0;0;0;0;2;5;8;7;5;5;4;5;5;6;6;8;7;6;4;2;2;1;
MQ_03181_FV1_R (MQ87);3;3;1;1;2;14;48;99;101;75;64;56;60;60;61;61;77;74;72;54;32;24;18;7;
MQ_08031_FV3_R (MQ88);1;0;1;2;4;35;184;268;234;90;64;61;58;60;74;66;53;51;45;48;7;2;9;
MQ_29010_FV3_R (MQ89);0;0;0;0;0;1;3;5;3;2;2;1;2;2;2;2;2;2;2;1;1;0;0;
MQ_03290_FV2_G (MQ9);30;15;12;7;10;42;98;287;237;213;258;239;263;276;287;269;326;320;323;246;231;151;127;
MQ_29010_FV3_G (MQ90);12;5;7;10;26;102;341;468;329;227;192;150;179;206;196;185;196;202;187;118;89;40;30;
MQ_06160_FV3_G (MQ91);20;3;4;5;15;79;254;530;557;455;358;366;301;298;347;349;376;371;372;259;136;94;79;46;
MQ_08031_FV4_L (MQ92);14;17;6;1;0;0;2;2;9;28;30;29;34;27;27;28;33;45;52;32;23;12;131;
MQ_29010_FV3_L (MQ93);4;1;0;0;1;25;53;72;67;46;51;40;28;42;57;41;63;71;53;47;21;20;8;
MQ_03181_FV1_L (MQ94);3;3;1;1;2;14;48;99;101;75;64;56;60;60;61;61;77;74;72;54;32;24;18;7;
MQ_29010_FV4_G (MQ95);3;4;1;6;8;35;112;206;197;149;153;155;177;154;193;254;293;275;231;134;97;78;49;
MQ_29010_FV4_R (MQ96);1;1;0;2;3;12;37;69;66;50;51;52;59;51;64;85;98;92;77;45;32;26;16;
MQ_29010_FV4_L (MQ97);9;4;7;3;13;48;134;219;176;188;191;177;179;189;205;222;217;260;218;181;90;62;43;
MQ_03080_FV3_R (MQ98);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MQ_03080_FV4_G (MQ99);6;4;2;1;4;10;28;104;79;62;64;45;53;48;67;77;95;101;79;73;52;35;28;9;
