Name  /  Date: 2016_03_27;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_01025_FV3_L (MQ531);11;14;8;4;16;18;6;10;18;27;33;42;27;43;32;41;47;52;48;39;27;31;22;
MQ_01030_FV1_R (MQ532);4;3;2;2;4;3;2;4;10;10;11;14;15;15;16;14;18;16;16;13;12;9;6;
MQ_01030_FV2_L (MQ533);10;9;14;17;6;6;1;7;4;3;19;19;21;27;33;16;33;32;42;42;39;30;15;
MQ_01030_FV3_L (MQ534);9;15;11;16;9;7;6;7;5;11;20;22;27;34;25;29;34;36;31;32;37;28;15;
MQ_01030_FV2_R (MQ535);11;5;7;6;7;7;2;3;11;8;16;30;23;31;21;33;43;41;43;42;29;27;26;
MQ_01050_FV1_R (MQ536);8;10;5;4;20;12;11;15;42;66;74;93;100;114;88;59;76;84;68;65;42;29;17;
MQ_01050_FV2_L (MQ537);1;1;0;2;0;4;5;6;7;9;7;7;4;8;7;10;16;12;11;11;11;4;6;
MQ_01050_FV2_R (MQ538);68;44;26;17;39;37;43;84;198;228;292;261;308;372;244;232;242;269;190;158;150;83;51;
MQ_01050_FV3_L (MQ539);6;10;3;3;9;2;2;4;7;8;9;18;11;17;18;17;18;23;10;12;13;7;8;
MQ_03070_FV3_G (MQ54);40;35;13;12;21;29;20;41;106;148;169;182;228;298;284;305;318;295;194;153;99;85;55;
MQ_01050_FV3_R (MQ540);5;3;1;7;0;1;2;3;12;10;16;15;11;13;7;9;12;9;10;10;9;7;3;
MQ_01050_FV4_R (MQ541);3;2;1;0;2;2;2;4;9;10;12;14;17;17;19;19;20;18;14;12;9;7;4;
MQ_01051_FV1_R (MQ542);3;2;1;1;2;2;2;4;8;10;11;12;13;15;11;10;11;11;9;8;7;4;3;
MQ_01060_FV1_R (MQ543);3;2;2;2;2;2;2;3;8;7;8;11;11;10;11;10;14;11;11;10;9;7;6;
MQ_01060_FV2_L (MQ544);7;0;0;0;1;1;0;2;7;6;11;3;4;5;2;3;6;5;4;5;4;2;2;
MQ_01060_FV2_R (MQ545);13;1;1;0;2;1;1;4;13;10;21;6;7;9;5;6;12;9;7;10;7;3;5;
MQ_01060_FV3_L (MQ546);1;1;1;1;1;0;0;1;3;3;4;4;4;6;4;5;4;4;3;3;3;1;1;
MQ_01061_FV1_L (MQ547);2;2;1;2;1;1;0;0;4;8;10;11;9;11;6;9;14;12;15;16;5;4;1;
MQ_01061_FV2_L (MQ548);0;3;1;4;2;3;1;3;5;15;7;6;6;12;7;9;7;7;18;15;4;5;2;
MQ_01061_FV2_R (MQ549);4;1;1;1;4;1;1;7;18;16;14;12;11;19;17;14;19;22;11;11;6;7;3;
MQ_03070_FV3_L (MQ55);31;32;18;18;41;26;32;28;75;87;125;160;141;193;168;117;146;139;115;81;60;53;43;
MQ_01061_FV3_R (MQ550);5;4;3;3;3;2;2;4;9;10;12;10;11;14;10;14;11;11;8;7;8;5;4;
MQ_01070_FV1_R (MQ551);5;4;2;3;4;3;2;2;10;10;9;15;16;18;16;16;22;20;20;16;15;8;7;
MQ_01070_FV2_G (MQ552);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_R (MQ553);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01080_FV1_L (MQ554);7;9;1;3;4;2;2;2;9;16;17;17;13;20;20;27;23;31;22;24;17;14;9;
MQ_01080_FV1_R (MQ555);7;4;4;4;4;5;3;4;16;10;17;22;22;23;22;22;26;23;22;19;17;12;10;
MQ_01080_FV2_G (MQ556);11;8;4;4;8;7;5;9;21;34;26;28;27;27;30;23;25;21;25;23;10;13;11;
MQ_01080_FV2_L (MQ557);16;15;6;6;17;11;11;13;44;49;44;55;41;60;63;53;49;61;42;44;34;32;29;
MQ_01080_FV2_R (MQ558);8;7;4;3;6;6;4;8;16;27;20;22;21;21;23;18;20;16;19;18;8;11;9;
MQ_01080_FV3_L (MQ559);70;58;63;54;60;45;36;42;95;106;119;145;126;153;133;124;156;153;137;126;146;111;84;
MQ_03070_FV3_R (MQ56);2;2;1;0;2;4;3;3;6;12;7;9;16;16;15;19;25;35;18;11;12;7;5;
MQ_01080_FV3_R (MQ560);13;13;10;8;7;7;7;11;21;23;30;32;30;37;34;34;34;38;31;30;23;17;11;
MQ_01080_FV4_G (MQ561);10;13;6;8;12;11;7;10;18;30;19;32;31;33;34;35;43;41;35;34;31;22;17;
MQ_01080_FV4_L (MQ562);8;11;5;6;9;9;5;9;14;24;15;27;25;27;28;28;36;34;28;28;25;18;14;
MQ_01080_FV4_R (MQ563);59;39;44;29;43;31;21;47;91;99;120;129;131;162;167;169;196;155;141;130;110;77;53;
MQ_01081_FV1_G (MQ564);68;53;51;33;64;41;29;60;114;133;142;162;156;196;201;191;240;201;172;168;122;99;70;
MQ_01090_FV1_L (MQ565);88;65;78;58;84;45;35;45;115;115;141;166;152;170;184;171;221;192;184;151;112;102;84;
MQ_01090_FV2_L (MQ566);77;61;69;38;18;19;27;28;99;99;125;121;128;136;139;129;113;123;85;77;79;54;53;
MQ_01090_FV31_R (MQ567);75;95;26;16;10;13;14;36;66;88;125;134;128;161;129;160;154;181;113;96;86;67;62;
MQ_01100_FV1_L (MQ568);8;5;2;2;4;5;2;4;17;14;18;21;21;23;21;20;24;24;19;17;17;11;8;
MQ_01100_FV1_R (MQ569);5;3;3;2;2;3;3;3;11;8;13;16;16;16;17;16;18;16;15;12;11;7;6;
MQ_03070_FV4_G (MQ57);38;27;23;19;22;21;11;40;57;69;86;94;83;133;116;113;148;122;96;101;68;57;36;
MQ_01100_FV2_G (MQ570);1;1;1;0;0;0;0;1;0;1;1;1;2;1;1;1;1;1;1;1;1;1;0;
MQ_01100_FV2_L (MQ571);19;16;16;9;4;4;4;10;9;20;19;18;31;28;22;17;22;18;21;21;10;13;7;
MQ_01100_FV2_R (MQ572);2;2;1;1;0;0;0;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;
MQ_01100_FV3_L (MQ573);6;5;4;3;3;3;3;5;11;14;17;18;19;23;18;20;21;22;16;14;13;9;6;
MQ_01100_FV3_R (MQ574);10;10;5;3;3;3;4;8;16;18;24;26;25;32;28;32;30;34;25;24;20;13;10;
MQ_01100_FV4_G (MQ575);1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;
MQ_01100_FV4_L (MQ576);28;14;15;5;0;2;5;1;9;19;22;21;29;39;39;32;33;20;14;19;37;7;8;
MQ_01100_FV4_R (MQ577);29;15;15;5;0;2;5;1;10;20;22;22;30;40;40;33;34;20;15;19;38;8;8;
MQ_01110_FV2_R (MQ578);10;16;3;1;1;3;1;8;12;8;16;14;11;21;21;16;13;23;14;16;12;13;8;
MQ_01120_FV1_L (MQ579);24;12;8;9;10;16;8;29;120;58;99;60;50;61;55;55;53;80;40;27;35;17;16;
MQ_08030_FV3_L (MQ58);29;11;13;12;7;3;5;2;8;10;7;38;54;14;18;50;87;32;38;32;31;26;23;
MQ_01120_FV1_R (MQ580);23;14;12;11;7;10;10;11;39;39;52;64;67;67;73;66;72;62;59;49;44;30;26;
MQ_01120_FV2_G (MQ581);20;60;7;5;2;2;8;15;47;25;116;79;124;58;83;62;58;68;63;30;35;23;12;
MQ_01120_FV2_L (MQ582);25;28;14;13;5;7;17;22;52;53;76;64;54;64;63;70;50;61;50;43;25;11;10;
MQ_01120_FV3_L (MQ583);6;4;5;7;1;1;3;8;21;27;23;29;42;47;43;54;35;15;19;19;10;18;7;
MQ_01120_FV3_R (MQ584);10;10;5;4;4;4;4;9;20;20;29;27;27;33;27;31;31;33;25;25;21;14;10;
MQ_01120_FV4_G (MQ585);14;9;14;14;3;7;5;14;31;22;37;22;38;50;45;58;51;38;27;15;19;8;8;
MQ_01120_FV4_L (MQ586);14;17;16;18;4;2;10;16;25;32;46;61;73;81;80;89;82;74;40;28;20;31;16;
MQ_01120_FV4_R (MQ587);7;4;6;6;1;3;2;7;15;10;17;11;18;23;22;27;24;18;13;7;9;4;4;
MQ_01123_FV1_G (MQ588);;;;;;;;;;;;;;;;;;;76;47;40;34;35;
MQ_01123_FV1_L (MQ589);;;;;;;;;;;;;;;;;;;1;0;0;0;0;
MQ_08030_FV3_G (MQ59);167;173;141;154;117;117;83;79;159;212;210;234;269;287;273;424;342;290;320;296;305;208;167;
MQ_01123_FV1_R (MQ590);;;;;;;;;;;;;;;;;;;1;0;0;0;0;
MQ_01123_FV3_G (MQ591);;;;;;;;;;;;;;;;;;;80;62;47;50;31;
MQ_01123_FV3_L (MQ592);;;;;;;;;;;;;;;;;;;1;1;0;0;0;
MQ_01123_FV3_R (MQ593);;;;;;;;;;;;;;;;;;;1;1;0;0;0;
MQ_01130_FV3_R (MQ594);1;1;0;0;0;0;0;1;2;2;3;3;3;3;3;3;3;3;2;2;2;1;1;
MQ_01140_FV1_L (MQ595);13;9;6;5;6;7;4;6;17;18;23;34;37;34;34;33;42;36;34;29;27;17;13;
MQ_01140_FV1_R (MQ596);4;3;2;2;1;2;2;2;5;5;8;9;9;10;11;11;11;10;9;7;7;5;4;
MQ_01140_FV2_G (MQ597);2;5;2;2;1;0;0;2;2;3;10;9;7;7;8;4;8;6;7;4;2;2;2;
MQ_01140_FV2_R (MQ598);4;8;4;3;2;1;1;4;4;6;16;15;12;11;13;7;12;10;11;7;4;3;3;
MQ_01140_FV31_L (MQ599);28;25;18;13;22;20;11;24;44;88;78;114;119;167;148;120;107;98;81;53;28;39;29;
MQ_08050_FV1_R (MQ6);20;10;7;14;9;3;11;4;10;19;32;53;42;59;55;53;28;38;39;30;26;6;8;
MQ_03070_FV4_L (MQ60);14;9;1;5;9;26;9;13;35;45;45;55;65;75;85;76;83;63;78;52;43;31;19;
MQ_01140_FV31_R (MQ600);33;19;13;13;8;11;12;61;135;69;86;68;85;84;83;61;79;82;74;46;42;15;22;
MQ_01140_FV4_G (MQ601);6;3;4;2;1;7;2;7;11;14;22;25;36;40;53;51;59;53;21;29;22;5;9;
MQ_01140_FV4_L (MQ602);0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;1;1;1;0;0;
MQ_01140_FV4_R (MQ603);15;14;4;5;9;11;16;6;30;38;55;63;108;128;129;140;122;130;77;62;35;34;15;
MQ_01150_FV1_R (MQ604);19;8;6;6;8;17;6;10;29;23;43;46;40;53;59;51;48;39;45;46;30;22;17;
MQ_01150_FV3_L (MQ605);12;9;11;9;11;11;8;8;37;38;27;35;51;43;40;46;43;46;29;27;25;16;8;
MQ_01160_FV1_L (MQ606);96;71;55;41;58;61;36;41;118;123;165;256;277;239;245;239;324;273;237;207;185;157;98;
MQ_01160_FV2_L (MQ607);61;35;45;51;41;31;11;37;88;129;135;123;127;153;113;146;139;166;122;114;122;71;44;
MQ_01160_FV2_R (MQ608);105;98;71;53;58;48;42;75;161;173;228;216;238;265;242;286;228;237;187;189;205;144;86;
MQ_01160_FV3_R (MQ609);34;29;16;19;22;18;11;21;54;71;95;111;126;107;100;130;139;123;85;76;63;66;46;
MQ_03070_FV4_R (MQ61);20;15;13;14;21;35;21;41;83;70;92;133;131;174;156;155;164;161;128;91;72;56;32;
MQ_01160_FV4_L (MQ610);24;4;15;5;11;13;9;42;66;68;62;56;79;80;71;67;65;73;55;31;28;16;17;
MQ_01160_FV4_R (MQ611);16;18;14;8;17;18;12;16;50;47;54;57;72;64;73;74;76;56;71;54;32;29;17;
MQ_01161_FV1_G (MQ612);134;102;68;58;81;69;47;68;167;187;257;365;403;344;340;360;455;396;316;279;244;219;142;
MQ_01170_FV1_L (MQ614);61;51;24;15;22;26;25;42;126;118;175;179;215;210;211;231;220;206;207;149;137;81;53;
MQ_01170_FV2_L (MQ615);16;16;5;10;19;11;18;32;52;52;57;105;88;95;85;73;60;75;57;56;55;30;40;
MQ_01170_FV2_R (MQ616);44;41;17;20;19;40;30;50;173;149;188;176;189;276;212;191;241;223;150;161;97;79;50;
MQ_01170_FV3_R (MQ617);6;7;3;3;4;4;4;7;17;15;20;22;22;24;22;24;26;25;19;17;13;11;9;
MQ_01190_FV1_R (MQ618);44;45;31;31;20;16;17;35;68;84;116;126;122;130;130;123;124;133;112;97;77;56;44;
MQ_01195_FV1_R (MQ619);2;2;2;1;1;1;1;2;3;4;6;6;6;7;7;7;7;7;6;5;3;2;2;
MQ_03080_FV1_G (MQ62);34;34;17;21;62;53;44;66;130;214;254;343;328;372;321;240;269;275;245;204;154;99;48;
MQ_01195_FV2_L (MQ620);1;5;4;2;7;8;1;5;21;13;31;39;26;26;29;29;27;24;15;23;17;10;8;
MQ_01195_FV2_R (MQ621);3;2;3;3;3;5;7;14;18;33;42;56;37;44;48;35;37;29;29;39;18;10;3;
MQ_01195_FV3_L (MQ622);1;2;1;1;3;2;1;1;0;7;10;9;11;8;9;9;13;12;9;4;7;5;4;
MQ_01200_FV2_L (MQ623);12;8;8;4;6;4;7;15;30;46;40;50;40;47;44;23;36;53;48;39;36;26;17;
MQ_01200_FV2_R (MQ624);2;4;0;4;5;3;3;7;18;21;24;33;35;34;23;17;19;24;22;14;8;14;2;
MQ_01200_FV3_R (MQ625);9;8;4;3;5;6;4;9;21;21;27;28;32;34;31;29;35;35;28;26;20;17;12;
MQ_01210_FV12_L (MQ626);41;34;28;23;22;21;27;29;74;96;126;178;173;184;203;157;158;187;164;138;101;79;53;
MQ_01210_FV12_R (MQ627);4;3;3;2;2;2;3;3;8;10;13;18;18;19;21;15;17;18;17;14;10;8;5;
MQ_01210_FV32_R (MQ628);20;12;8;12;11;15;13;18;23;46;56;57;54;75;74;55;75;64;65;61;41;36;23;
MQ_01210_FV4_G (MQ629);2;1;2;1;1;2;1;5;2;6;8;5;3;9;1;3;10;3;7;4;2;0;0;
MQ_03080_FV1_L (MQ63);0;4;0;0;1;2;2;0;3;4;2;4;8;10;9;8;9;14;10;12;7;3;2;
MQ_01210_FV4_L (MQ630);1;0;0;0;0;1;0;1;2;1;2;3;3;2;1;1;2;3;1;2;3;2;0;
MQ_01210_FV4_R (MQ631);1;1;1;0;1;1;0;1;4;6;4;5;2;4;2;2;3;3;1;0;2;0;1;
MQ_01210_FV6_R (MQ632);15;4;5;8;7;4;8;18;29;47;36;41;45;51;56;35;57;47;34;39;14;19;22;
MQ_01220_FV1_R (MQ633);1;1;1;0;0;0;0;1;2;2;3;3;3;4;3;3;4;4;3;2;2;1;1;
MQ_01220_FV31_L (MQ634);0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;1;2;2;2;2;1;1;0;
MQ_01230_FV2_L (MQ635);5;6;1;2;1;3;1;1;3;4;9;7;3;9;4;12;4;7;6;2;11;8;2;
MQ_01230_FV2_R (MQ636);6;5;2;1;0;2;2;0;4;4;9;7;6;8;2;12;4;8;5;1;11;7;3;
MQ_01240_FV1_L (MQ637);21;24;12;6;12;5;13;5;41;47;60;89;74;94;84;94;91;88;68;51;51;34;29;
MQ_01240_FV3_L (MQ638);15;13;10;2;9;11;11;14;48;81;105;120;126;122;113;75;116;95;124;91;62;47;20;
MQ_01240_FV4_G (MQ639);38;27;28;23;30;32;28;49;80;120;155;173;198;251;224;201;253;221;156;137;138;98;63;
MQ_03080_FV1_R (MQ64);25;14;7;2;14;13;4;13;26;58;40;70;68;86;71;75;91;75;64;67;63;34;26;
MQ_01240_FV4_L (MQ640);21;14;10;13;11;15;16;19;56;53;53;74;71;91;93;89;102;101;78;52;60;25;28;
MQ_01250_FV1_G (MQ641);59;46;46;36;44;46;45;77;138;183;196;244;244;265;315;290;367;314;212;176;179;114;90;
MQ_01250_FV1_L (MQ642);7;5;2;8;4;4;11;14;19;21;20;32;30;21;32;29;34;33;36;22;12;12;7;
MQ_01250_FV2_L (MQ643);16;11;8;9;11;24;17;39;69;86;119;129;132;163;143;126;157;135;102;101;71;45;23;
MQ_01250_FV2_R (MQ644);13;4;2;3;4;13;7;12;20;29;39;44;49;51;45;51;61;34;36;34;16;16;7;
MQ_01250_FV3_G (MQ645);70;71;46;43;26;40;32;52;132;170;223;275;298;301;284;260;268;275;244;199;167;103;78;
MQ_01250_FV3_R (MQ646);21;14;19;8;21;16;20;28;67;100;120;142;147;166;175;138;161;156;153;132;82;60;29;
MQ_01250_FV4_G (MQ647);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV1_G (MQ648);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV1_L (MQ649);;;;;;;;;;;;;;;;;;;;;;;;
MQ_03080_FV2_G (MQ65);31;9;12;14;12;9;10;16;29;21;40;42;23;43;35;29;34;37;33;37;36;37;26;
MQ_02010_FV2_L (MQ650);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV2_R (MQ651);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02010_FV3_G (MQ652);63;77;34;37;31;31;35;43;108;125;146;191;208;194;210;201;237;215;201;202;121;92;64;
MQ_02010_FV3_R (MQ653);8;8;4;4;4;2;3;6;13;15;15;22;25;20;25;28;30;28;25;23;14;12;6;
MQ_02020_FV1_L (MQ654);29;17;10;6;11;22;21;27;33;75;73;75;68;97;91;86;79;82;82;62;49;41;27;
MQ_02020_FV1_R (MQ655);22;12;9;7;26;35;13;32;60;95;98;115;131;135;111;111;130;120;116;109;75;40;37;
MQ_02020_FV2_L (MQ656);11;4;4;7;1;9;6;11;19;22;24;33;28;33;28;26;33;21;37;29;24;19;12;
MQ_02020_FV2_R (MQ657);26;18;17;13;18;15;21;24;55;65;59;83;57;81;75;69;88;91;77;54;68;39;34;
MQ_02020_FV3_R (MQ658);9;11;6;6;5;3;5;5;15;17;17;27;30;24;28;23;32;29;32;28;17;14;10;
MQ_02020_FV4_R (MQ659);5;5;2;2;5;4;5;6;16;19;22;24;25;28;33;32;33;35;30;25;24;16;8;
MQ_03020_FV1_R (MQ66);19;15;5;4;8;10;4;19;39;60;80;78;100;133;114;94;112;102;91;81;53;31;18;
MQ_03080_FV2_L (MQ67);3;0;0;0;1;0;1;3;9;3;10;11;7;7;7;5;7;7;7;7;1;0;0;
MQ_03080_FV2_R (MQ68);5;1;1;0;3;1;2;3;10;15;23;12;15;16;10;7;12;14;8;4;2;4;2;
MQ_03020_FV1_G (MQ69);44;46;29;27;40;54;38;73;139;214;273;286;307;362;550;339;357;365;318;213;141;105;62;
MQ_08050_FV2_R (MQ7);3;2;0;1;2;0;4;0;1;3;4;7;8;10;6;8;8;5;6;6;2;0;1;
MQ_03080_FV3_G (MQ70);48;35;8;12;24;49;27;44;128;178;187;211;260;334;349;351;374;313;244;191;124;99;58;
MQ_03080_FV3_L (MQ71);10;13;3;3;6;3;4;7;14;28;29;26;43;57;43;32;35;55;37;27;27;18;11;
MQ_06170_FV7_G (MQ72);88;66;46;45;44;47;46;89;250;265;345;397;375;471;454;359;413;409;292;228;169;120;74;
MQ_08031_FV11_L (MQ73);;;;;;;;;;;;;;;;;;;;;;;;
MQ_08031_FV11_G (MQ74);167;157;116;126;124;72;72;77;136;157;243;297;301;274;280;357;302;282;281;265;239;198;134;
MQ_29010_FV1_R (MQ75);30;20;13;15;20;13;14;23;47;47;68;87;82;106;107;85;84;90;77;77;61;33;27;
MQ_29010_FV1_G (MQ76);44;31;19;22;29;20;20;34;71;70;103;131;124;159;161;127;126;134;116;116;91;49;41;
MQ_08031_FV11_R (MQ77);65;87;103;55;40;37;41;10;14;12;16;88;115;14;19;57;93;22;12;22;22;33;66;
MQ_29010_FV1_L (MQ78);9;11;12;6;2;4;7;7;18;14;31;33;23;35;49;29;28;43;46;26;20;22;10;
MQ_06170_FV7_L (MQ79);4;4;4;2;1;2;2;3;11;15;20;19;12;11;17;9;9;25;13;22;21;9;2;
MQ_03290_FV2_R (MQ8);149;134;99;70;72;47;43;29;71;73;108;214;210;177;176;173;250;169;182;149;129;138;115;
MQ_06160_FV3_R (MQ80);29;22;10;9;13;29;31;66;118;142;176;185;230;269;252;234;252;253;227;191;171;92;51;
MQ_08031_FV2_L (MQ81);9;10;5;3;2;3;1;0;3;1;1;6;3;5;2;21;12;6;8;19;32;4;5;
MQ_29010_FV2_R (MQ82);5;3;1;3;2;4;5;10;23;26;28;37;35;49;45;34;51;49;36;28;24;15;9;
MQ_29010_FV2_G (MQ83);15;9;4;9;7;12;15;28;66;74;82;107;101;142;131;99;149;143;106;80;70;44;26;
MQ_08031_FV3_ L (MQ84);14;16;19;22;30;8;6;4;2;5;12;42;58;4;12;30;69;18;5;5;16;12;16;
MQ_08031_FV3_G (MQ85);127;85;54;86;71;77;57;63;151;206;200;261;310;298;272;335;394;302;339;277;229;204;147;
MQ_29010_FV2_L (MQ86);0;0;0;0;0;0;1;1;2;2;2;3;3;4;4;3;4;4;3;2;2;1;1;
MQ_03181_FV1_R (MQ87);6;4;2;3;3;6;5;11;19;25;30;30;36;48;47;37;43;46;40;33;27;16;8;
MQ_08031_FV3_R (MQ88);7;0;3;5;2;1;3;1;1;6;4;15;20;7;11;10;29;18;12;7;2;3;2;
MQ_29010_FV3_R (MQ89);0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;1;1;1;1;1;0;
MQ_03290_FV2_G (MQ9);81;59;42;41;49;32;35;58;101;135;153;159;159;198;180;171;155;213;182;136;125;94;74;
MQ_29010_FV3_G (MQ90);27;11;11;14;13;17;16;28;59;68;59;96;130;128;112;112;147;131;141;91;67;78;54;
MQ_06160_FV3_G (MQ91);57;23;20;27;36;33;26;62;152;175;183;180;183;248;226;223;217;224;190;167;142;78;61;
MQ_08031_FV4_L (MQ92);67;84;124;98;98;61;48;32;20;11;13;11;15;5;16;120;18;14;6;40;65;20;34;
MQ_29010_FV3_L (MQ93);4;3;0;0;8;4;1;7;22;18;22;25;24;29;41;33;28;42;32;29;21;14;11;
MQ_03181_FV1_L (MQ94);6;4;2;3;3;6;5;11;19;25;30;30;36;48;47;37;43;46;40;33;27;16;8;
MQ_29010_FV4_G (MQ95);14;9;8;5;2;12;10;33;56;75;100;104;107;161;143;98;140;123;107;68;47;45;23;
MQ_29010_FV4_R (MQ96);5;3;3;2;1;4;3;11;19;25;33;35;36;54;48;33;47;41;36;23;16;15;8;
MQ_29010_FV4_L (MQ97);17;19;12;15;10;15;10;23;44;65;89;105;83;106;125;102;122;131;106;93;61;50;33;
MQ_03080_FV3_R (MQ98);1;0;0;0;0;1;0;4;2;8;3;1;5;7;6;3;7;4;7;7;0;4;3;
MQ_03080_FV4_G (MQ99);20;12;7;6;17;7;11;15;21;41;33;29;32;25;29;33;41;34;41;38;32;19;15;
