Name  /  Date: 2016_05_19;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03170_FV1_L (MQ285);;
MQ_03170_FV1_R (MQ286);;
MQ_06161_FV1_L (MQ287);9;7;2;2;9;20;56;95;144;136;133;203;127;142;129;
MQ_03170_FV2_G (MQ288);;
MQ_03170_FV2_L (MQ289);;
MQ_08052_FV1_R (MQ29);0;0;0;0;1;6;5;7;14;18;12;25;20;17;18;
MQ_03170_FV2_R (MQ290);;
MQ_03170_FV3_G (MQ291);;
MQ_03170_FV3_L (MQ292);;
MQ_08090_FV1_G (MQ293);57;33;24;20;25;83;305;552;502;434;539;603;646;659;745;
MQ_03170_FV3_R (MQ294);;
MQ_03170_FV4_G (MQ295);;
MQ_03170_FV4_L (MQ296);;
MQ_08090_FV1_L (MQ297);19;9;4;8;13;15;51;91;143;128;159;184;236;229;224;
MQ_03170_FV4_R (MQ298);;
MQ_08090_FV2_R (MQ299);9;10;4;6;17;93;315;652;451;277;222;200;207;213;209;
MQ_03290_FV12_G (MQ3);34;17;10;16;20;65;172;230;217;210;191;201;207;207;207;
MQ_06160_FV2_G (MQ30);1;1;1;1;1;4;10;28;21;17;15;17;17;19;19;
MQ_08090_FV2_L (MQ300);1;0;1;0;1;2;20;30;61;57;49;35;43;40;48;
MQ_08063_FV1_G (MQ301);17;10;7;8;17;61;182;350;274;169;197;175;162;188;224;
MQ_08063_FV1_L (MQ302);0;2;0;0;1;4;5;9;15;23;27;37;29;30;27;
MQ_08090_FV3_G (MQ303);40;17;19;15;61;216;664;908;802;585;511;492;469;511;502;
